word,ortho,phono,freq,len,pron,phlen,gpmatch,cons,cons-min,occ,occ-min
gachette,ga-che-tte,ga-Se-t°,1.82,8,gaSet°,6,ga-ga.che-Se.tte-t°,0.97674 0.06383 0.99149,0.06383,172 235 235,172
gachis,ga-chis,ga-Si,3.85,6,gaSi,4,ga-ga.chis-Si,0.97674 0.375,0.375,172 8,8
gadget,gad-get,gad-Zet,1.62,6,gadZet,6,gad-gad.get-Zet,1.0 0.33333,0.33333,1 3,1
gadoue,ga-doue,ga-du,4.93,6,gadu,4,ga-ga.doue-du,0.97674 1.0,0.97674,172 1,1
gaffe,ga-ffe,ga-f°,20.47,5,gaf°,4,ga-ga.ffe-f°,0.97674 1.0,0.97674,172 15,15
gaffer,ga-ffer,ga-fe,5.88,6,gafe,4,ga-ga.ffer-fe,0.97674 0.91667,0.91667,172 24,24
gag,gag,gag,1.28,3,gag,3,gag-gag,1.0,1.0,1,1
gaga,ga-ga,ga-ga,1.01,4,gaga,4,ga-ga.ga-ga,0.97674 0.97674,0.97674,172 172,172
gage,ga-ge,ga-Z°,6.76,4,gaZ°,4,ga-ga.ge-Z°,0.97674 0.97749,0.97674,172 311,172
gager,ga-ger,ga-Ze,1.42,5,gaZe,4,ga-ga.ger-Ze,0.97674 0.93651,0.93651,172 126,126
gageure,ga-geu-re,ga-Zy-R°,1.28,7,gaZyR°,6,ga-ga.geu-Zy.re-R°,0.97674 1.0 0.95577,0.95577,172 1 927,1
gagnant,ga-gnant,ga-N@,1.89,7,gaN@,4,ga-ga.gnant-N@,0.97674 1.0,0.97674,172 8,8
gagner,ga-gner,ga-Ne,180.88,6,gaNe,4,ga-ga.gner-Ne,0.97674 1.0,0.97674,172 39,39
gagné,ga-gné,ga-Ne,5.0,5,gaNe,4,ga-ga.gné-Ne,0.97674 1.0,0.97674,172 15,15
gai,gai,ge,41.76,3,ge,2,gai-ge,1.0,1.0,8,8
gaiement,gaie-ment,ge-m@,16.22,8,gem@,4,gaie-ge.ment-m@,1.0 1.0,1.0,4 304,4
gaieté,gaie-té,ge-te,27.36,6,gete,4,gaie-ge.té-te,1.0 1.0,1.0,4 473,4
gaillard,ga-illard,ga-jaR,3.18,8,gajaR,5,ga-ga.illard-jaR,0.97674 1.0,0.97674,172 6,6
gain,gain,g5,5.88,4,g5,2,gain-g5,1.0,1.0,2,2
gaine,gai-ne,ge-n°,3.85,5,gen°,4,gai-ge.ne-n°,1.0 0.90145,0.90145,8 345,8
gala,ga-la,ga-la,3.65,4,gala,4,ga-ga.la-la,0.97674 0.96154,0.96154,172 208,172
galamment,ga-la-mment,ga-la-m@,1.22,9,galam@,6,ga-ga.la-la.mment-m@,0.97674 0.96154 1.0,0.96154,172 208 19,19
galant,ga-lant,ga-l@,5.81,6,gal@,4,ga-ga.lant-l@,0.97674 1.0,0.97674,172 31,31
galanterie,ga-lan-te-rie,ga-l@-t°-Ri,2.5,10,gal@t°Ri,8,ga-ga.lan-l@.te-t°.rie-Ri,0.97674 1.0 0.88848 0.9918,0.88848,172 50 538 122,50
galantine,ga-lan-ti-ne,ga-l@-ti-n°,0.88,9,gal@tin°,8,ga-ga.lan-l@.ti-ti.ne-n°,0.97674 1.0 1.0 0.90145,0.90145,172 50 454 345,50
galaxie,ga-la-xie,ga-la-ksi,4.12,7,galaksi,7,ga-ga.la-la.xie-ksi,0.97674 0.96154 1.0,0.96154,172 208 4,4
galbe,gal-be,gal-b°,1.28,5,galb°,5,gal-gal.be-b°,1.0 0.67416,0.67416,12 89,12
galerie,ga-le-rie,ga-l°-Ri,32.16,7,gal°Ri,6,ga-ga.le-l°.rie-Ri,0.97674 0.89398 0.9918,0.89398,172 349 122,122
galet,ga-let,ga-le,15.74,5,gale,4,ga-ga.let-le,0.97674 1.0,0.97674,172 29,29
galetas,ga-le-tas,ga-l°-ta,1.28,7,gal°ta,6,ga-ga.le-l°.tas-ta,0.97674 0.89398 0.375,0.375,172 349 8,8
galette,ga-le-tte,ga-le-t°,6.42,7,galet°,6,ga-ga.le-le.tte-t°,0.97674 0.09742 0.99149,0.09742,172 349 235,172
galeux,ga-leux,ga-l2,3.18,6,gal2,4,ga-ga.leux-l2,0.97674 1.0,0.97674,172 20,20
galion,ga-lion,ga-lj&,1.15,6,galj&,5,ga-ga.lion-lj&,0.97674 1.0,0.97674,172 4,4
galipette,ga-li-pe-tte,ga-li-pe-t°,1.55,9,galipet°,8,ga-ga.li-li.pe-pe.tte-t°,0.97674 1.0 0.15385 0.99149,0.15385,172 336 143 235,143
galoche,ga-lo-che,ga-lo-S°,6.62,7,galoS°,6,ga-ga.lo-lo.che-S°,0.97674 0.97382 0.93191,0.93191,172 191 235,172
galon,ga-lon,ga-l&,14.73,5,gal&,4,ga-ga.lon-l&,0.97674 1.0,0.97674,172 33,33
galonné,ga-lo-nné,ga-lo-ne,2.09,7,galone,6,ga-ga.lo-lo.nné-ne,0.97674 0.97382 1.0,0.97382,172 191 27,27
galop,ga-lop,ga-lo,13.72,5,galo,4,ga-ga.lop-lo,0.97674 1.0,0.97674,172 1,1
galopade,ga-lo-pa-de,ga-lo-pa-d°,3.65,8,galopad°,8,ga-ga.lo-lo.pa-pa.de-d°,0.97674 0.97382 0.97492 0.93114,0.93114,172 191 319 334,172
galopant,ga-lo-pant,ga-lo-p@,1.89,8,galop@,6,ga-ga.lo-lo.pant-p@,0.97674 0.97382 1.0,0.97382,172 191 6,6
galoper,ga-lo-per,ga-lo-pe,13.31,7,galope,6,ga-ga.lo-lo.per-pe,0.97674 0.97382 0.39073,0.39073,172 191 151,151
galopin,ga-lo-pin,ga-lo-p5,4.05,7,galop5,6,ga-ga.lo-lo.pin-p5,0.97674 0.97382 1.0,0.97382,172 191 27,27
galtouse,gal-tou-se,gal-tu-z°,1.28,8,galtuz°,7,gal-gal.tou-tu.se-z°,1.0 1.0 0.55833,0.55833,12 49 240,12
galure,ga-lu-re,ga-ly-R°,1.08,6,galyR°,6,ga-ga.lu-ly.re-R°,0.97674 1.0 0.95577,0.95577,172 113 927,113
galvaniser,gal-va-ni-ser,gal-va-ni-ze,1.96,10,galvanize,9,gal-gal.va-va.ni-ni.ser-ze,1.0 1.0 1.0 0.67281,0.67281,12 170 230 217,12
galvauder,gal-vau-der,gal-vo-de,0.88,9,galvode,7,gal-gal.vau-vo.der-de,1.0 1.0 0.91367,0.91367,12 8 139,8
galérien,ga-lé-rien,ga-le-Rj5,1.01,8,galeRj5,7,ga-ga.lé-le.rien-Rj5,0.97674 1.0 0.80952,0.80952,172 150 21,21
gambader,gam-ba-der,g@-ba-de,2.64,8,g@bade,6,gam-g@.ba-ba.der-de,1.0 0.99593 0.91367,0.91367,4 246 139,4
gamberge,gam-ber-ge,g@-beR-Z°,3.85,8,g@beRZ°,7,gam-g@.ber-beR.ge-Z°,1.0 0.51667 0.97749,0.51667,4 60 311,4
gamberger,gam-ber-ger,g@-beR-Ze,7.7,9,g@beRZe,7,gam-g@.ber-beR.ger-Ze,1.0 0.51667 0.93651,0.51667,4 60 126,4
gambiller,gam-bi-ller,g@-bi-je,1.35,9,g@bije,6,gam-g@.bi-bi.ller-je,1.0 1.0 0.66667,0.66667,4 176 63,4
gamelle,ga-me-lle,ga-me-l°,13.72,7,gamel°,6,ga-ga.me-me.lle-l°,0.97674 0.09615 0.64848,0.09615,172 312 165,165
gamin,ga-min,ga-m5,6.08,5,gam5,4,ga-ga.min-m5,0.97674 0.88889,0.88889,172 9,9
gamma,ga-mma,ga-ma,1.01,5,gama,4,ga-ga.mma-ma,0.97674 1.0,0.97674,172 11,11
gamme,ga-mme,ga-m°,7.91,5,gam°,4,ga-ga.mme-m°,0.97674 0.875,0.875,172 24,24
gammée,ga-mmée,ga-me,3.45,6,game,4,ga-ga.mmée-me,0.97674 1.0,0.97674,172 2,2
gandin,gan-din,g@-d5,1.28,6,g@d5,4,gan-g@.din-d5,1.0 1.0,1.0,16 23,16
gang,gang,g@g,3.85,4,g@g,3,gang-g@g,1.0,1.0,2,2
ganglion,gan-gli-on,g@-gli-&,1.01,8,g@gli&,6,gan-g@.gli-gli.on-&,1.0 1.0 1.0,1.0,16 15 25,15
gangrène,gan-grè-ne,g@-gRe-n°,2.23,8,g@gRen°,7,gan-g@.grè-gRe.ne-n°,1.0 1.0 0.90145,0.90145,16 3 345,3
gangster,gang-ster,g@g-steR,6.35,8,g@gsteR,7,gang-g@g.ster-steR,1.0 1.0,1.0,2 2,2
gangue,gan-gue,g@-g°,2.03,6,g@g°,4,gan-g@.gue-g°,1.0 0.87654,0.87654,16 81,16
gant,gant,g@,36.01,4,g@,2,gant-g@,1.0,1.0,6,6
ganté,gan-té,g@-te,2.5,5,g@te,4,gan-g@.té-te,1.0 1.0,1.0,16 473,16
garage,ga-ra-ge,ga-Ra-Z°,24.12,6,gaRaZ°,6,ga-ga.ra-Ra.ge-Z°,0.97674 0.98005 0.97749,0.97674,172 401 311,172
garagiste,ga-ra-gis-te,ga-Ra-Zis-t°,5.27,9,gaRaZist°,9,ga-ga.ra-Ra.gis-Zis.te-t°,0.97674 0.98005 0.88889 0.88848,0.88848,172 401 9 538,9
garant,ga-rant,ga-R@,2.09,6,gaR@,4,ga-ga.rant-R@,0.97674 1.0,0.97674,172 33,33
garanti,ga-ran-ti,ga-R@-ti,5.0,7,gaR@ti,6,ga-ga.ran-R@.ti-ti,0.97674 1.0 1.0,0.97674,172 43 454,43
garantie,ga-ran-tie,ga-R@-ti,8.24,8,gaR@ti,6,ga-ga.ran-R@.tie-ti,0.97674 1.0 0.38462,0.38462,172 43 26,26
garantir,ga-ran-tir,ga-R@-tiR,16.82,8,gaR@tiR,7,ga-ga.ran-R@.tir-tiR,0.97674 1.0 1.0,0.97674,172 43 48,43
garce,gar-ce,gaR-s°,8.78,5,gaRs°,5,gar-gaR.ce-s°,1.0 0.87863,0.87863,24 379,24
garde,gar-de,gaR-d°,112.09,5,gaRd°,5,gar-gaR.de-d°,1.0 0.93114,0.93114,24 334,24
garder,gar-der,gaR-de,257.5,6,gaRde,5,gar-gaR.der-de,1.0 0.91367,0.91367,24 139,24
gardien,gar-dien,gaR-dj5,6.96,7,gaRdj5,6,gar-gaR.dien-dj5,1.0 0.875,0.875,24 8,8
gardon,gar-don,gaR-d&,1.08,6,gaRd&,5,gar-gaR.don-d&,1.0 1.0,1.0,24 18,18
gardé,gar-dé,gaR-de,3.72,5,gaRde,5,gar-gaR.dé-de,1.0 1.0,1.0,24 636,24
gardénal,gar-dé-nal,gaR-de-nal,1.08,8,gaRdenal,8,gar-gaR.dé-de.nal-nal,1.0 1.0 1.0,1.0,24 636 31,24
gare,ga-re,ga-R°,84.53,4,gaR°,4,ga-ga.re-R°,0.97674 0.95577,0.95577,172 927,172
garenne,ga-re-nne,ga-Re-n°,1.01,7,gaRen°,6,ga-ga.re-Re.nne-n°,0.97674 0.04207 0.82143,0.04207,172 927 56,56
garer,ga-rer,ga-Re,18.04,5,gaRe,4,ga-ga.rer-Re,0.97674 0.99415,0.97674,172 171,171
gargote,gar-go-te,gaR-go-t°,1.55,7,gaRgot°,7,gar-gaR.go-go.te-t°,1.0 1.0 0.88848,0.88848,24 82 538,24
gargouille,gar-gou-ille,gaR-gu-j°,1.82,10,gaRguj°,7,gar-gaR.gou-gu.ille-j°,1.0 1.0 0.89024,0.89024,24 55 82,24
garnement,gar-ne-ment,gaR-n°-m@,2.64,9,gaRn°m@,7,gar-gaR.ne-n°.ment-m@,1.0 0.90145 1.0,0.90145,24 345 304,24
garni,gar-ni,gaR-ni,6.01,5,gaRni,5,gar-gaR.ni-ni,1.0 1.0,1.0,24 230,24
garnir,gar-nir,gaR-niR,16.42,6,gaRniR,6,gar-gaR.nir-niR,1.0 1.0,1.0,24 49,24
garnison,gar-ni-son,gaR-ni-z&,11.35,8,gaRniz&,7,gar-gaR.ni-ni.son-z&,1.0 1.0 0.69767,0.69767,24 230 43,24
garniture,gar-ni-tu-re,gaR-ni-ty-R°,2.3,9,gaRnityR°,9,gar-gaR.ni-ni.tu-ty.re-R°,1.0 1.0 0.99177 0.95577,0.95577,24 230 243 927,24
garrigue,ga-rri-gue,ga-Ri-g°,1.96,8,gaRig°,6,ga-ga.rri-Ri.gue-g°,0.97674 1.0 0.87654,0.87654,172 44 81,44
garrot,ga-rrot,ga-Ro,2.43,6,gaRo,4,ga-ga.rrot-Ro,0.97674 1.0,0.97674,172 2,2
gars,gars,ga,59.26,4,ga,2,gars-ga,1.0,1.0,1,1
garçon,gar-çon,gaR-s&,262.5,6,gaRs&,5,gar-gaR.çon-s&,1.0 1.0,1.0,24 13,13
garçonne,gar-ço-nne,gaR-so-n°,0.88,8,gaRson°,7,gar-gaR.ço-so.nne-n°,1.0 1.0 0.82143,0.82143,24 9 56,9
garçonnet,gar-ço-nnet,gaR-so-ne,3.65,9,gaRsone,7,gar-gaR.ço-so.nnet-ne,1.0 1.0 1.0,1.0,24 9 5,5
garçonnier,gar-ço-nnier,gaR-so-nje,1.15,10,gaRsonje,8,gar-gaR.ço-so.nnier-nje,1.0 1.0 1.0,1.0,24 9 14,9
gaspard,gas-pard,gas-paR,1.01,7,gaspaR,6,gas-gas.pard-paR,1.0 1.0,1.0,4 3,3
gaspillage,gas-pi-lla-ge,gas-pi-ja-Z°,2.3,10,gaspijaZ°,9,gas-gas.pi-pi.lla-ja.ge-Z°,1.0 1.0 0.43333 0.97749,0.43333,4 223 30 311,4
gaspiller,gas-pi-ller,gas-pi-je,6.08,9,gaspije,7,gas-gas.pi-pi.ller-je,1.0 1.0 0.66667,0.66667,4 223 63,4
gateau,ga-teau,ga-to,32.16,6,gato,4,ga-ga.teau-to,0.97674 1.0,0.97674,172 17,17
gater,ga-ter,ga-te,14.26,5,gate,4,ga-ga.ter-te,0.97674 0.87168,0.87168,172 452,172
gaterie,ga-te-rie,ga-t°-Ri,2.91,7,gat°Ri,6,ga-ga.te-t°.rie-Ri,0.97674 0.88848 0.9918,0.88848,172 538 122,122
gateux,ga-teux,ga-t2,3.92,6,gat2,4,ga-ga.teux-t2,0.97674 1.0,0.97674,172 17,17
gatisme,ga-tis-me,ga-tiz-m°,0.95,7,gatizm°,7,ga-ga.tis-tiz.me-m°,0.97674 0.35714 0.89423,0.35714,172 28 312,28
gaté,ga-té,ga-te,4.73,4,gate,4,ga-ga.té-te,0.97674 1.0,0.97674,172 473,172
gauche,gau-che,go-S°,89.59,6,goS°,4,gau-go.che-S°,1.0 0.93191,0.93191,17 235,17
gauchement,gau-che-ment,go-S°-m@,3.45,10,goS°m@,6,gau-go.che-S°.ment-m@,1.0 0.93191 1.0,0.93191,17 235 304,17
gaucherie,gau-che-rie,go-S°-Ri,2.5,9,goS°Ri,6,gau-go.che-S°.rie-Ri,1.0 0.93191 0.9918,0.93191,17 235 122,17
gauchir,gau-chir,go-SiR,0.88,7,goSiR,5,gau-go.chir-SiR,1.0 1.0,1.0,17 13,13
gauchiste,gau-chis-te,go-Sis-t°,1.62,9,goSist°,7,gau-go.chis-Sis.te-t°,1.0 0.25 0.88848,0.25,17 8 538,8
gaucho,gau-cho,go-So,1.28,6,goSo,4,gau-go.cho-So,1.0 0.7,0.7,17 30,17
gaudriole,gau-dri-o-le,go-dRi-o-l°,1.01,9,godRiol°,8,gau-go.dri-dRi.o-o.le-l°,1.0 1.0 0.99476 0.89398,0.89398,17 14 191 349,14
gaufre,gau-fre,go-fR°,1.96,6,gofR°,5,gau-go.fre-fR°,1.0 0.85714,0.85714,17 7,7
gaufrette,gau-fre-tte,go-fRe-t°,0.88,9,gofRet°,7,gau-go.fre-fRe.tte-t°,1.0 0.14286 0.99149,0.14286,17 7 235,7
gaufré,gau-fré,go-fRe,0.95,6,gofRe,5,gau-go.fré-fRe,1.0 1.0,1.0,17 15,15
gaule,gau-le,go-l°,2.5,5,gol°,4,gau-go.le-l°,1.0 0.89398,0.89398,17 349,17
gauler,gau-ler,go-le,1.28,6,gole,4,gau-go.ler-le,1.0 0.97396,0.97396,17 192,17
gaullisme,gau-llis-me,go-liz-m°,1.49,9,golizm°,7,gau-go.llis-liz.me-m°,1.0 0.33333 0.89423,0.33333,17 3 312,3
gaulliste,gau-llis-te,go-lis-t°,4.05,9,golist°,7,gau-go.llis-lis.te-t°,1.0 0.66667 0.88848,0.66667,17 3 538,3
gaulois,gau-lois,go-lwa,8.85,7,golwa,5,gau-go.lois-lwa,1.0 1.0,1.0,17 1,1
gausser,gau-sser,go-se,2.64,7,gose,4,gau-go.sser-se,1.0 0.93913,0.93913,17 115,17
gaver,ga-ver,ga-ve,9.39,5,gave,4,ga-ga.ver-ve,0.97674 0.32353,0.32353,172 170,170
gaz,gaz,gaz,28.65,3,gaz,3,gaz-gaz,1.0,1.0,1,1
gaze,ga-ze,ga-z°,3.85,4,gaz°,4,ga-ga.ze-z°,0.97674 0.76,0.76,172 25,25
gazelle,ga-ze-lle,ga-ze-l°,3.92,7,gazel°,6,ga-ga.ze-ze.lle-l°,0.97674 0.2 0.64848,0.2,172 25 165,25
gazer,ga-zer,ga-ze,1.82,5,gaze,4,ga-ga.zer-ze,0.97674 0.4,0.4,172 5,5
gazette,ga-ze-tte,ga-ze-t°,2.43,7,gazet°,6,ga-ga.ze-ze.tte-t°,0.97674 0.2 0.99149,0.2,172 25 235,25
gazeux,ga-zeux,ga-z2,1.89,6,gaz2,4,ga-ga.zeux-z2,0.97674 1.0,0.97674,172 1,1
gazier,ga-zier,ga-zje,1.08,6,gazje,5,ga-ga.zier-zje,0.97674 1.0,0.97674,172 1,1
gazogène,ga-zo-gè-ne,ga-zo-Ze-n°,1.62,8,gazoZen°,8,ga-ga.zo-zo.gè-Ze.ne-n°,0.97674 1.0 1.0 0.90145,0.90145,172 8 13 345,8
gazon,ga-zon,ga-z&,7.77,5,gaz&,4,ga-ga.zon-z&,0.97674 1.0,0.97674,172 3,3
gazouiller,ga-zou-iller,ga-zu-je,0.95,10,gazuje,6,ga-ga.zou-zu.iller-je,0.97674 1.0 1.0,0.97674,172 4 48,4
gazouillis,ga-zou-illis,ga-zu-ji,1.62,10,gazuji,6,ga-ga.zou-zu.illis-ji,0.97674 1.0 1.0,0.97674,172 4 4,4
gaîté,gaî-té,ge-te,6.35,5,gete,4,gaî-ge.té-te,1.0 1.0,1.0,1 473,1
geai,geai,Ze,1.62,4,Ze,2,geai-Ze,1.0,1.0,1,1
geignard,gei-gnard,Ze-NaR,2.43,8,ZeNaR,5,gei-Ze.gnard-NaR,1.0 1.0,1.0,1 7,1
geindre,gein-dre,Z5-dR°,5.68,7,Z5dR°,5,gein-Z5.dre-dR°,1.0 0.91667,0.91667,1 96,1
gel,gel,Zel,6.69,3,Zel,3,gel-Zel,1.0,1.0,2,2
geler,ge-ler,Z°-le,17.03,5,Z°le,4,ge-Z°.ler-le,0.97749 0.97396,0.97396,311 192,192
gelé,ge-lé,Z°-le,5.68,4,Z°le,4,ge-Z°.lé-le,0.97749 1.0,0.97749,311 150,150
gelée,ge-lée,Z°-le,7.57,5,Z°le,4,ge-Z°.lée-le,0.97749 1.0,0.97749,311 11,11
gemme,ge-mme,Ze-m°,0.88,5,Zem°,4,ge-Ze.mme-m°,0.01929 0.875,0.01929,311 24,24
gencive,gen-ci-ve,Z@-si-v°,4.26,7,Z@siv°,6,gen-Z@.ci-si.ve-v°,0.93103 1.0 0.80676,0.80676,29 225 207,29
gendarme,gen-dar-me,Z@-daR-m°,43.72,8,Z@daRm°,7,gen-Z@.dar-daR.me-m°,0.93103 1.0 0.89423,0.89423,29 3 312,3
gendre,gen-dre,Z@-dR°,8.11,6,Z@dR°,5,gen-Z@.dre-dR°,0.93103 0.91667,0.91667,29 96,29
genièvre,ge-niè-vre,Z°-nje-vR°,2.16,8,Z°njevR°,8,ge-Z°.niè-nje.vre-vR°,0.97749 1.0 0.91176,0.91176,311 13 34,13
genou,ge-nou,Z°-nu,127.91,5,Z°nu,4,ge-Z°.nou-nu,0.97749 1.0,0.97749,311 33,33
genre,gen-re,Z@-R°,157.91,5,Z@R°,4,gen-Z@.re-R°,0.93103 0.95577,0.93103,29 927,29
gens,gens,Z@,409.39,4,Z@,2,gens-Z@,1.0,1.0,1,1
gent,gent,Z@,1.15,4,Z@,2,gent-Z@,1.0,1.0,12,12
gentiane,gen-tia-ne,Z@-sja-n°,0.95,8,Z@sjan°,7,gen-Z@.tia-sja.ne-n°,0.93103 0.875 0.90145,0.875,29 8 345,8
gentil,gen-til,Z@-ti,64.86,6,Z@ti,4,gen-Z@.til-ti,0.93103 0.6,0.6,29 5,5
gentiment,gen-ti-ment,Z@-ti-m@,21.76,9,Z@tim@,6,gen-Z@.ti-ti.ment-m@,0.93103 1.0 1.0,0.93103,29 454 304,29
gentleman,gen-tle-man,dZen-tl°-man,4.19,9,dZentl°man,10,gen-dZen.tle-tl°.man-man,0.03448 1.0 0.09375,0.03448,29 1 64,1
genèse,ge-nè-se,Z°-ne-z°,1.01,6,Z°nez°,6,ge-Z°.nè-ne.se-z°,0.97749 1.0 0.55833,0.55833,311 10 240,10
genévrier,ge-né-vri-er,Z°-ne-vRi-e,0.88,9,Z°nevRie,8,ge-Z°.né-ne.vri-vRi.er-e,0.97749 1.0 1.0 0.82946,0.82946,311 152 7 129,7
genêt,ge-nêt,Z°-ne,5.34,5,Z°ne,4,ge-Z°.nêt-ne,0.97749 1.0,0.97749,311 2,2
geole,geo-le,Zo-l°,2.36,5,Zol°,4,geo-Zo.le-l°,0.81818 0.89398,0.81818,11 349,11
geolier,geo-lier,Zo-lje,5.0,7,Zolje,5,geo-Zo.lier-lje,0.81818 1.0,0.81818,11 44,11
gerbe,ger-be,ZeR-b°,14.19,5,ZeRb°,5,ger-ZeR.be-b°,0.05556 0.67416,0.05556,126 89,89
gerber,ger-ber,ZeR-be,4.66,6,ZeRbe,5,ger-ZeR.ber-be,0.05556 0.48333,0.05556,126 60,60
gercer,ger-cer,ZeR-se,1.76,6,ZeRse,5,ger-ZeR.cer-se,0.05556 0.66019,0.05556,126 103,103
germain,ger-main,ZeR-m5,2.23,7,ZeRm5,5,ger-ZeR.main-m5,0.05556 1.0,0.05556,126 15,15
germanique,ger-ma-ni-que,ZeR-ma-ni-k°,4.73,10,ZeRmanik°,9,ger-ZeR.ma-ma.ni-ni.que-k°,0.05556 1.0 1.0 0.92717,0.05556,126 347 230 357,126
germe,ger-me,ZeR-m°,3.78,5,ZeRm°,5,ger-ZeR.me-m°,0.05556 0.89423,0.05556,126 312,126
germer,ger-mer,ZeR-me,3.04,6,ZeRme,5,ger-ZeR.mer-me,0.05556 0.75833,0.05556,126 120,120
gestapo,ges-ta-po,ges-ta-po,1.69,7,gestapo,7,ges-ges.ta-ta.po-po,0.08333 0.9908 1.0,0.08333,12 326 179,12
gestation,ges-ta-tion,Zes-ta-sj&,1.82,9,Zestasj&,8,ges-Zes.ta-ta.tion-sj&,0.83333 0.9908 0.97518,0.83333,12 326 282,12
geste,ges-te,Zes-t°,271.08,5,Zest°,5,ges-Zes.te-t°,0.83333 0.88848,0.83333,12 538,12
gesticuler,ges-ti-cu-ler,Zes-ti-ky-le,6.96,10,Zestikyle,9,ges-Zes.ti-ti.cu-ky.ler-le,0.83333 1.0 0.9854 0.97396,0.83333,12 454 137 192,12
gestion,ges-tion,Zes-tj&,2.3,7,Zestj&,6,ges-Zes.tion-tj&,0.83333 0.02482,0.02482,12 282,12
geyser,gey-ser,Ze-zeR,1.01,6,ZezeR,5,gey-Ze.ser-zeR,1.0 0.06452,0.06452,1 217,1
ghetto,ghe-tto,ge-to,3.24,6,geto,4,ghe-ge.tto-to,1.0 0.6,0.6,2 5,2
gi,gi,Zi,10000.0,2,Zi,2,gi-Zi,1.0,1.0,93,93
gibecière,gi-be-ciè-re,Zi-b°-sje-R°,1.55,9,Zib°sjeR°,9,gi-Zi.be-b°.ciè-sje.re-R°,1.0 0.67416 1.0 0.95577,0.67416,93 89 3 927,3
gibet,gi-bet,Zi-be,1.89,5,Zibe,4,gi-Zi.bet-be,1.0 1.0,1.0,93 4,4
gibier,gi-bier,Zi-bje,11.69,6,Zibje,5,gi-Zi.bier-bje,1.0 1.0,1.0,93 6,6
giboulée,gi-bou-lée,Zi-bu-le,1.28,8,Zibule,6,gi-Zi.bou-bu.lée-le,1.0 1.0 1.0,1.0,93 132 11,11
gibus,gi-bus,Zi-bys,1.01,5,Zibys,5,gi-Zi.bus-bys,1.0 0.88889,0.88889,93 18,18
gicler,gi-cler,Zi-kle,7.97,6,Zikle,5,gi-Zi.cler-kle,1.0 0.92308,0.92308,93 13,13
giclée,gi-clée,Zi-kle,3.65,6,Zikle,5,gi-Zi.clée-kle,1.0 1.0,1.0,93 2,2
gifle,gi-fle,Zi-fl°,16.01,5,Zifl°,5,gi-Zi.fle-fl°,1.0 0.61111,0.61111,93 18,18
gifler,gi-fler,Zi-fle,15.88,6,Zifle,5,gi-Zi.fler-fle,1.0 1.0,1.0,93 11,11
gigolo,gi-go-lo,Zi-go-lo,2.3,6,Zigolo,6,gi-Zi.go-go.lo-lo,1.0 1.0 0.97382,0.97382,93 82 191,82
gigolpince,gi-gol-pin-ce,Zi-gol-p5-s°,1.01,10,Zigolp5s°,9,gi-Zi.gol-gol.pin-p5.ce-s°,1.0 1.0 1.0 0.87863,0.87863,93 3 27 379,3
gigot,gi-got,Zi-go,3.92,5,Zigo,4,gi-Zi.got-go,1.0 1.0,1.0,93 13,13
gigoter,gi-go-ter,Zi-go-te,3.31,7,Zigote,6,gi-Zi.go-go.ter-te,1.0 1.0 0.87168,0.87168,93 82 452,82
gigue,gi-gue,Zi-g°,1.22,5,Zig°,4,gi-Zi.gue-g°,1.0 0.87654,0.87654,93 81,81
gilet,gi-let,Zi-le,15.14,5,Zile,4,gi-Zi.let-le,1.0 1.0,1.0,93 29,29
gin,gin,dZin,4.39,3,dZin,4,gin-dZin,0.14286,0.14286,7,7
gingembre,gin-gem-bre,Z5-Z@-bR°,0.88,9,Z5Z@bR°,7,gin-Z5.gem-Z@.bre-bR°,0.85714 1.0 0.9,0.85714,7 1 50,1
girafe,gi-ra-fe,Zi-Ra-f°,3.18,6,ZiRaf°,6,gi-Zi.ra-Ra.fe-f°,1.0 0.98005 0.39394,0.39394,93 401 33,33
girl,girl,g2Rl,9.59,4,g2Rl,4,girl-g2Rl,1.0,1.0,1,1
giroflée,gi-ro-flée,Zi-Ro-fle,0.88,8,ZiRofle,7,gi-Zi.ro-Ro.flée-fle,1.0 0.96503 1.0,0.96503,93 143 1,1
girolle,gi-ro-lle,Zi-Ro-l°,0.88,7,ZiRol°,6,gi-Zi.ro-Ro.lle-l°,1.0 0.96503 0.64848,0.64848,93 143 165,93
giron,gi-ron,Zi-R&,2.03,5,ZiR&,4,gi-Zi.ron-R&,1.0 1.0,1.0,93 50,50
girond,gi-rond,Zi-R&,1.96,6,ZiR&,4,gi-Zi.rond-R&,1.0 1.0,1.0,93 2,2
girouette,gi-rou-e-tte,Zi-Ru-e-t°,2.36,9,ZiRuet°,7,gi-Zi.rou-Ru.e-e.tte-t°,1.0 1.0 0.94479 0.99149,0.94479,93 59 163 235,59
gisant,gi-sant,Zi-z@,2.57,6,Ziz@,4,gi-Zi.sant-z@,1.0 0.82857,0.82857,93 35,35
gisement,gi-se-ment,Zi-z°-m@,0.95,8,Ziz°m@,6,gi-Zi.se-z°.ment-m@,1.0 0.55833 1.0,0.55833,93 240 304,93
gisquette,gis-que-tte,Zis-ke-t°,1.42,9,Zisket°,7,gis-Zis.que-ke.tte-t°,0.88889 0.07283 0.99149,0.07283,9 357 235,9
gitan,gi-tan,Zi-t@,8.72,5,Zit@,4,gi-Zi.tan-t@,1.0 1.0,1.0,93 37,37
