,word,pron,freq,len,phlen
10028,diablito,djablIto,0.357142857,8,8
10029,diablo,djablo,15.89285714,6,6
10030,diabética,djabetIka,0.714285714,9,9
10031,diabético,djabetIko,1.428571429,9,9
10032,diabolica,djabolIka,2.857142857,9,9
10033,diabolico,djabolIko,3.214285714,9,9
10034,diacronia,djakRonIa,0.178571429,9,9
10035,diacritico,djakRItIko,2.857142857,10,10
10036,diacronica,djakRonIka,0.178571429,10,10
10037,diacronico,djakRonIko,0.178571429,10,10
10038,diadema,djadema,1.785714286,7,7
10039,diafanidad,djafanIdad,0.535714286,10,10
10040,diafragma,djafRagma,1.964285714,9,9
10041,diafragmar,djafRagmaR,0.357142857,10,10
10042,diagnosis,djagnosIs,0.178571429,9,9
10043,diagnosticar,djagnostIkaR,3.214285714,12,12
10044,diagnostica,djagnostIka,0.357142857,11,11
10045,diagnostico,djagnostIko,22.85714286,11,11
10046,diagonal,djagonal,3.571428571,8,8
10047,diagrama,djagRama,1.428571429,8,8
10048,dial,djal,1.428571429,4,4
10049,dialectal,djalektaL,0.357142857,9,9
10050,dialecto,djalekto,3.035714286,8,8
10051,dialectologo,djalektologo,0.357142857,12,12
10052,dialogar,djalogaR,3.75,8,8
10053,dialogo,djalogo,2.857142857,7,7
10054,dialéctica,djalektIka,13.75,10,10
10055,dialéctico,djalektIko,3.035714286,10,10
10056,diamante,djamante,6.964285714,8,8
10057,diamantes,djamantes,8.035714286,9,9
10058,diametral,djametRal,0.178571429,9,9
10059,diana,djana,21.78571429,5,5
10060,diantre,djantRe,0.714285714,7,7
10061,diapason,djapason,1.428571429,8,8
10062,diapositiva,djaposItIba,0.535714286,11,11
10063,diapositivas,djaposItIbas,1.607142857,12,12
10064,diaria,djaRja,21.25,6,6
10065,diario,djaRjo,72.14285714,6,6
10066,diarrea,djarea,1.428571429,7,6
10067,diatriba,djatRIba,0.892857143,8,8
10068,diaño,djaNo,0.535714286,5,5
10069,dibujante,dIbUxante,1.25,9,9
10070,dibujar,dIbUxaR,4.821428571,7,7
10071,dibujo,dIbUxo,20.17857143,6,6
10072,diccionario,dIkTjonaRjo,9.642857143,11,11
10073,diccion,dIkTIon,3.035714286,7,7
10074,dicha,dIJa,45.35714286,5,4
10075,dicharachera,dIJaRaJeRa,0.357142857,12,10
10076,dicharachero,dIJaRaJeRo,0.714285714,12,10
10077,dicharacho,dIJaRaJo,0.178571429,10,8
10078,dicho,dIJo,248.9285714,5,4
10079,dichosa,dIJosa,4.821428571,7,6
10080,dichosamente,dIJosamente,0.178571429,12,11
10081,dichoso,dIJoso,6.607142857,7,6
10082,diciembre,dITjembRe,26.07142857,9,9
10083,dicotomia,dIkotomIa,1.785714286,9,9
10084,dicotomica,dIkotomIka,0.178571429,10,10
10085,dicotomico,dIkotomIko,0.178571429,10,10
10086,dictado,dIktado,3.392857143,7,7
10087,dictador,dIktadoR,8.571428571,8,8
10088,dictadora,dIktadoRa,0.178571429,9,9
10089,dictadura,dIktadURa,32.32142857,9,9
10090,dictamen,dIktamen,7.678571429,8,8
10091,dictaminar,dIktamInaR,0.178571429,10,10
10092,dictar,dIktaR,5.357142857,6,6
10093,dictatorial,dIktatoRjal,3.571428571,11,11
10094,dicterio,dIkteRjo,0.178571429,8,8
10095,dictafono,dIktafono,0.535714286,9,9
10096,didactismo,dIdaktIsmo,0.357142857,10,10
10097,didactica,dIdaktIka,1.071428571,9,9
10098,didactico,dIdaktIko,1.071428571,9,9
10099,die,dje,1.071428571,3,3
10100,diecinueve,djeTInwebe,4.464285714,10,10
10101,dieciochesca,djeTjoJeska,0.357142857,12,11
10102,dieciochesco,djeTjoJesko,0.714285714,12,11
10103,dieciocho,djeTjoJo,18.03571429,9,8
10104,diecisiete,djeTIsjete,12.32142857,10,10
10105,dieciséis,djeTIsejs,16.42857143,9,9
10106,diego,djego,15.89285714,5,5
10107,diente,djente,6.964285714,6,6
10108,dies,djes,0.535714286,4,4
10109,diesel,djesel,2.857142857,6,6
10110,diestra,djestRa,3.214285714,7,7
10111,diestramente,djestRamente,0.535714286,12,12
10112,diestro,djestRo,3.928571429,7,7
10113,dieta,djeta,25.71428571,5,5
10114,dietario,djetaRjo,0.178571429,8,8
10115,dietética,djetetIka,1.607142857,9,9
10116,dietético,djetetIko,0.357142857,9,9
10117,diez,djeT,158.5714286,4,4
10118,diezmar,djeTmaR,0.178571429,7,7
10119,diezmilésima,djeTmIlesIma,0.535714286,12,12
10120,diezmo,djeTmo,0.178571429,6,6
10121,difamacion,dIfamaTIon,2.142857143,10,10
10122,difamado,dIfamado,0.178571429,8,8
10123,difamar,dIfamaR,0.178571429,7,7
10124,diferencia,dIfeRenTja,83.75,10,10
10125,diferencial,dIfeRenTjal,6.071428571,11,11
10126,diferenciar,dIfeRenTjaR,6.428571429,11,11
10127,diferente,dIfeRente,61.60714286,9,9
10128,diferida,dIfeRIda,0.357142857,8,8
10129,diferido,dIfeRIdo,0.892857143,8,8
10130,diferir,dIfeRIR,1.071428571,7,7
10131,dificultad,dIfIkUltad,40.35714286,10,10
10132,dificultar,dIfIkUltaR,1.25,10,10
10133,dificultosa,dIfIkUltosa,2.142857143,11,11
10134,dificultoso,dIfIkUltoso,0.357142857,11,11
10135,difidente,dIfIdente,0.178571429,9,9
10136,difraccion,dIfRakTIon,1.607142857,10,10
10137,difteria,dIfteRja,0.357142857,8,8
10138,difuminar,dIfUmInaR,0.178571429,9,9
10139,difumino,dIfUmIno,0.178571429,8,8
10140,difundir,dIfUndIR,3.035714286,8,8
10141,difunta,dIfUnta,3.392857143,7,7
10142,difunto,dIfUnto,13.92857143,7,7
10143,difusa,dIfUsa,4.821428571,6,6
10144,difusamente,dIfUsamente,0.357142857,11,11
10145,difusion,dIfUsIon,26.42857143,8,8
10146,difuso,dIfUso,3.035714286,6,6
10147,difusor,dIfUsoR,0.714285714,7,7
10148,dificil,dIfITIl,167.8571429,7,7
10149,dificilmente,dIfITIlmente,24.28571429,12,12
10150,digerible,dIxeRIble,0.178571429,9,9
10151,digerir,dIxeRIR,2.5,7,7
10152,digestible,dIxestIble,0.178571429,10,10
10153,digestiva,dIxestIba,1.607142857,9,9
10154,digestivo,dIxestIbo,2.857142857,9,9
10155,digestion,dIxestIon,6.607142857,9,9
10156,digestor,dIxestoR,0.178571429,8,8
10157,digital,dIxItal,4.642857143,7,7
10158,digitiforme,dIxItIfoRme,0.178571429,11,11
10159,digitigrado,dIxItIgRado,0.178571429,11,11
10160,diglosia,dIglosja,0.535714286,8,8
10161,digna,dIgna,22.5,5,5
10162,dignamente,dIgnamente,3.75,10,10
10163,dignidad,dIgnIdad,35.35714286,8,8
10164,dignificar,dIgnIfIkaR,1.071428571,10,10
10165,digno,dIgno,19.28571429,5,5
10166,digresion,dIgResIon,0.357142857,9,9
10167,dije,dIxe,119.2857143,4,4
10168,dijes,dIxes,0.178571429,5,5
10169,dijiste,dIxIste,11.07142857,7,7
10170,dilacion,dIlaTIon,1.428571429,8,8
10171,dilapidacion,dIlapIdaTIon,0.178571429,12,12
10172,dilapidador,dIlapIdadoR,0.178571429,11,11
10173,dilapidadora,dIlapIdadoRa,0.178571429,12,12
10174,dilapidar,dIlapIdaR,0.357142857,9,9
10175,dilatacion,dIlataTIon,3.392857143,10,10
10176,dilatada,dIlatada,3.571428571,8,8
10177,dilatado,dIlatado,1.964285714,8,8
10178,dilatar,dIlataR,1.428571429,7,7
10179,dilatoria,dIlatoRja,0.178571429,9,9
10180,dilecta,dIlekta,0.535714286,7,7
10181,dilecto,dIlekto,0.357142857,7,7
10182,dilema,dIlema,5.535714286,6,6
10183,diletante,dIletante,0.714285714,9,9
10184,diletantismo,dIletantIsmo,0.357142857,12,12
10185,diligencia,dIlIxenTja,8.214285714,10,10
10186,diligente,dIlIxente,1.964285714,9,9
10187,dilucidacion,dIlUTIdaTIon,0.178571429,12,12
10188,dilucidar,dIlUTIdaR,3.75,9,9
10189,dilucion,dIlUTIon,0.892857143,8,8
10190,diluir,dIlwjR,1.25,6,6
10191,diluviar,dIlUbjaR,0.178571429,8,8
10192,diluvio,dIlUbjo,3.75,7,7
10193,dimensional,dImensjonal,0.178571429,11,11
10194,dimension,dImensIon,25.35714286,9,9
10195,dimes,dImes,1.071428571,5,5
10196,diminuta,dImInUta,5.357142857,8,8
10197,diminutivo,dImInUtIbo,1.428571429,10,10
10198,diminuto,dImInUto,8.75,8,8
10199,dimisionario,dImIsjonaRjo,0.714285714,12,12
10200,dimision,dImIsIon,21.60714286,8,8
10201,dimitir,dImItIR,8.928571429,7,7
10202,dimorfismo,dImoRfIsmo,0.178571429,10,10
10203,din,dIn,2.5,3,3
10204,dina,dIna,0.178571429,4,4
10205,dinamismo,dInamIsmo,5.0,9,9
10206,dinamita,dInamIta,2.142857143,8,8
10207,dinamitar,dInamItaR,0.357142857,9,9
10208,dinamitero,dInamIteRo,0.178571429,10,10
10209,dinamo,dInamo,0.535714286,6,6
10210,dinar,dInaR,0.178571429,5,5
10211,dinastia,dInastIa,3.928571429,8,8
10212,dineral,dIneRal,0.535714286,7,7
10213,dineraria,dIneRaRja,0.357142857,9,9
10214,dinerillo,dIneRILo,0.178571429,9,8
10215,dinero,dIneRo,206.9642857,6,6
10216,dino,dIno,0.714285714,4,4
10217,dinosaurio,dInosawRjo,3.75,10,10
10218,dintel,dIntel,2.321428571,6,6
10219,dinamica,dInamIka,17.85714286,8,8
10220,dinamico,dInamIko,5.0,8,8
10221,dinastica,dInastIka,0.357142857,9,9
10222,diocesana,djoTesana,0.714285714,9,9
10223,diodo,djodo,0.714285714,5,5
10224,dionisiaco,djonIsjako,0.357142857,10,10
10225,dionisiaca,djonIsIaka,0.357142857,10,10
10226,dionisiaco,djonIsIako,0.535714286,10,10
10227,dioptria,djoptRIa,0.178571429,8,8
10228,diorama,djoRama,0.357142857,7,7
10229,dios,djos,227.8571429,4,4
10230,diosa,djosa,9.821428571,5,5
10231,diploma,dIploma,2.142857143,7,7
10232,diplomacia,dIplomaTja,5.892857143,10,10
10233,diplomado,dIplomado,0.892857143,9,9
10234,diplomatica,dIplomatIka,5.535714286,11,11
10235,diplomatico,dIplomatIko,9.285714286,11,11
10236,diplomaticos,dIplomatIkos,6.071428571,12,12
10237,dipolo,dIpolo,0.357142857,6,6
10238,dipsomano,dIpsomano,0.178571429,9,9
10239,diputacion,dIpUtaTIon,4.285714286,10,10
10240,diputada,dIpUtada,3.035714286,8,8
10241,diputado,dIpUtado,24.64285714,8,8
10242,dique,dIke,1.607142857,5,4
10243,direccion,dIRekTIon,79.82142857,9,9
10244,directa,dIRekta,34.46428571,7,7
10245,directiva,dIRektIba,11.25,9,9
10246,directivo,dIRektIbo,11.96428571,9,9
10247,directivos,dIRektIbos,18.03571429,10,10
10248,directo,dIRekto,22.67857143,7,7
10249,director,dIRektoR,133.2142857,8,8
10250,directora,dIRektoRa,10.71428571,9,9
10251,directorio,dIRektoRjo,0.714285714,10,10
10252,diretes,dIRetes,1.071428571,7,7
10253,dirigente,dIRIxente,20.35714286,9,9
10254,dirigible,dIRIxIble,0.714285714,9,9
10255,dirigir,dIRIxIR,15.53571429,7,7
10256,dirigirse,dIRIxIRse,11.78571429,9,9
10257,dirigismo,dIRIxIsmo,0.535714286,9,9
10258,dirimir,dIRImIR,1.607142857,7,7
10259,discal,dIskal,0.178571429,6,6
10260,discapacidad,dIskapaTIdad,0.178571429,12,12
10261,discar,dIskaR,0.178571429,6,6
10262,discernible,dIsTeRnIble,0.178571429,11,11
10263,discernir,dIsTeRnIR,5.178571429,9,9
10264,disciplina,dIsTIplIna,33.03571429,10,10
10265,disciplinada,dIsTIplInada,1.964285714,12,12
10266,disciplinado,dIsTIplInado,2.142857143,12,12
10267,disciplinar,dIsTIplInaR,0.714285714,11,11
10268,discipular,dIsTIpUlaR,0.178571429,10,10
10269,disco,dIsko,22.5,5,5
10270,discografica,dIskogRafIka,1.428571429,12,12
10271,discografico,dIskogRafIko,0.892857143,12,12
10272,disconforme,dIskonfoRme,0.714285714,11,11
10273,discontinua,dIskontInwa,0.714285714,11,11
10274,discontinuo,dIskontInwo,0.714285714,11,11
10275,discordancia,dIskoRdanTja,0.535714286,12,12
10276,discordia,dIskoRdja,5.0,9,9
10277,discoteca,dIskoteka,8.035714286,9,9
10278,discrecional,dIskReTjonal,0.357142857,12,12
10279,discrecion,dIskReTIon,13.92857143,10,10
10280,discrepancia,dIskRepanTja,5.714285714,12,12
10281,discrepante,dIskRepante,0.535714286,11,11
10282,discrepar,dIskRepaR,1.785714286,9,9
10283,discreta,dIskReta,15.0,8,8
10284,discreto,dIskReto,11.96428571,8,8
10285,discriminar,dIskRImInaR,0.892857143,11,11
10286,disculpa,dIskUlpa,7.321428571,8,8
10287,disculpable,dIskUlpable,0.535714286,11,11
10288,disculpar,dIskUlpaR,1.785714286,9,9
10289,discurrir,dIskUrIR,4.642857143,9,8
10290,discursear,dIskURseaR,0.178571429,10,10
10291,discursiva,dIskURsIba,1.25,10,10
10292,discursivo,dIskURsIbo,0.892857143,10,10
10293,discurso,dIskURso,68.21428571,8,8
10294,discusion,dIskUsIon,25.71428571,9,9
10295,discutible,dIskUtIble,7.678571429,10,10
10296,discutidor,dIskUtIdoR,0.178571429,10,10
10297,discutir,dIskUtIR,18.03571429,8,8
10298,discipulo,dIsTIpUlo,5.357142857,9,9
10299,discobolo,dIskobolo,0.178571429,9,9
10300,disecada,dIsekada,0.892857143,8,8
10301,disecado,dIsekado,0.714285714,8,8
10302,disecador,dIsekadoR,0.178571429,9,9
10303,disecar,dIsekaR,0.535714286,7,7
10304,diseccionar,dIsekTjonaR,0.535714286,11,11
10305,diseccion,dIsekTIon,1.428571429,9,9
10306,diseminacion,dIsemInaTIon,1.964285714,12,12
10307,diseminadora,dIsemInadoRa,0.178571429,12,12
10308,diseminar,dIsemInaR,0.357142857,9,9
10309,disension,dIsensIon,0.535714286,9,9
10310,disenso,dIsenso,0.535714286,7,7
10311,disenteria,dIsenteRIa,1.071428571,10,10
10312,disentir,dIsentIR,0.892857143,8,8
10313,diserta,dIseRta,0.178571429,7,7
10314,disertacion,dIseRtaTIon,0.892857143,11,11
10315,disertar,dIseRtaR,0.714285714,8,8
10316,diseñador,dIseNadoR,4.285714286,9,9
10317,diseñadora,dIseNadoRa,0.178571429,10,10
10318,diseñar,dIseNaR,8.214285714,7,7
10319,diseño,dIseNo,26.78571429,6,6
10320,disfagia,dIsfaxja,0.178571429,8,8
10321,disfraz,dIsfRaT,6.428571429,7,7
10322,disfrazar,dIsfRaTaR,1.25,9,9
10323,disfrutar,dIsfRUtaR,17.5,9,9
10324,disfrute,dIsfRUte,8.392857143,8,8
10325,disfuncional,dIsfUnTjonal,0.178571429,12,12
10326,disfuncion,dIsfUnTIon,5.0,10,10
10327,disgregacion,dIsgRegaTIon,1.607142857,12,12
10328,disgregador,dIsgRegadoR,0.535714286,11,11
10329,disgregadora,dIsgRegadoRa,0.178571429,12,12
10330,disgregante,dIsgRegante,0.178571429,11,11
10331,disgustada,dIsgUstada,0.714285714,10,10
10332,disgustado,dIsgUstado,1.785714286,10,10
10333,disgustar,dIsgUstaR,0.535714286,9,9
10334,disgusto,dIsgUsto,14.10714286,8,8
10335,disidencia,dIsIdenTja,2.142857143,10,10
10336,disidente,dIsIdente,1.25,9,9
10337,disimetria,dIsImetRIa,0.357142857,10,10
10338,disimilitud,dIsImIlItUd,0.178571429,11,11
10339,disimulada,dIsImUlada,4.107142857,10,10
10340,disimulado,dIsImUlado,2.5,10,10
10341,disimular,dIsImUlaR,11.78571429,9,9
10342,disimulo,dIsImUlo,5.0,8,8
10343,disimétrico,dIsImetRIko,0.178571429,11,11
10344,disipacion,dIsIpaTIon,1.607142857,10,10
10345,disipada,dIsIpada,0.535714286,8,8
10346,disipado,dIsIpado,3.035714286,8,8
10347,disipar,dIsIpaR,3.035714286,7,7
10348,dislate,dIslate,0.714285714,7,7
10349,dislexia,dIsleksksja,0.178571429,8,11
10350,dislocar,dIslokaR,0.178571429,8,8
10351,disléxico,dIsleksksIko,0.178571429,9,12
10352,disminucion,dIsmInUTIon,19.10714286,11,11
10353,disminuida,dIsmInwjda,1.428571429,10,10
10354,disminuido,dIsmInwjdo,6.071428571,10,10
10355,disminuir,dIsmInwjR,13.57142857,9,9
10356,disnea,dIsnea,0.535714286,6,6
10357,disociacion,dIsoTjaTIon,0.892857143,11,11
10358,disociar,dIsoTjaR,0.535714286,8,8
10359,disolucion,dIsolUTIon,8.571428571,10,10
10360,disoluta,dIsolUta,0.357142857,8,8
10361,disolutivo,dIsolUtIbo,0.178571429,10,10
10362,disoluto,dIsolUto,0.357142857,8,8
10363,disolvente,dIsolbente,0.357142857,10,10
10364,disolver,dIsolbeR,4.285714286,8,8
10365,disonante,dIsonante,0.178571429,9,9
10366,dispar,dIspaR,1.428571429,6,6
10367,disparada,dIspaRada,1.25,9,9
10368,disparadero,dIspaRadeRo,0.714285714,11,11
10369,disparado,dIspaRado,6.25,9,9
10370,disparador,dIspaRadoR,1.25,10,10
10371,disparar,dIspaRaR,8.035714286,8,8
10372,disparata,dIspaRata,0.178571429,9,9
10373,disparatada,dIspaRatada,3.214285714,11,11
10374,disparatado,dIspaRatado,3.214285714,11,11
10375,disparatar,dIspaRataR,0.178571429,10,10
10376,disparate,dIspaRate,8.035714286,9,9
10377,disparidad,dIspaRIdad,2.5,10,10
10378,disparo,dIspaRo,10.0,7,7
10379,dispendio,dIspendjo,0.892857143,9,9
10380,dispendiosa,dIspendjosa,0.357142857,11,11
10381,dispendioso,dIspendjoso,0.178571429,11,11
10382,dispensa,dIspensa,1.785714286,8,8
10383,dispensador,dIspensadoR,0.357142857,11,11
10384,dispensar,dIspensaR,0.892857143,9,9
10385,dispensario,dIspensaRjo,1.071428571,11,11
10386,dispepsia,dIspepsja,0.357142857,9,9
10387,dispersa,dIspeRsa,2.5,8,8
10388,dispersar,dIspeRsaR,0.535714286,9,9
10389,dispersion,dIspeRsIon,5.535714286,10,10
10390,disperso,dIspeRso,2.678571429,8,8
10391,displacer,dIsplaTeR,0.535714286,9,9
10392,displasia,dIsplasja,0.178571429,9,9
10393,displicencia,dIsplITenTja,2.857142857,12,12
10394,displicente,dIsplITente,2.5,11,11
10395,disponer,dIsponeR,17.32142857,8,8
10396,disponible,dIsponIble,8.214285714,10,10
10397,disposicion,dIsposITIon,41.96428571,11,11
10398,dispositiva,dIsposItIba,0.178571429,11,11
10399,dispositivo,dIsposItIbo,12.67857143,11,11
10400,dispuesta,dIspwesta,25.71428571,9,9
10401,dispuesto,dIspwesto,58.21428571,9,9
10402,disputa,dIspUta,12.5,7,7
10403,disputar,dIspUtaR,5.0,8,8
10404,disquete,dIskete,0.892857143,8,7
10405,disquisicion,dIskjsITIon,0.535714286,12,11
10406,disruptiva,dIsRUptIba,0.178571429,10,10
10407,distal,dIstal,0.178571429,6,6
10408,distancia,dIstanTja,70.71428571,9,9
10409,distanciar,dIstanTjaR,1.25,10,10
10410,distante,dIstante,14.28571429,8,8
10411,distar,dIstaR,0.178571429,6,6
10412,distender,dIstendeR,0.535714286,9,9
10413,distension,dIstensIon,4.464285714,10,10
10414,distincion,dIstInTIon,22.14285714,10,10
10415,distingo,dIstIngo,1.071428571,8,8
10416,distinguible,dIstIngjble,0.178571429,12,11
10417,distinguida,dIstIngjda,4.642857143,11,10
10418,distinguido,dIstIngjdo,6.071428571,11,10
10419,distinguidor,dIstIngjdoR,0.178571429,12,11
10420,distinguir,dIstIngjR,26.07142857,10,9
10421,distinta,dIstInta,44.46428571,8,8
10422,distintiva,dIstIntIba,0.714285714,10,10
10423,distintivo,dIstIntIbo,3.75,10,10
10424,distinto,dIstInto,53.21428571,8,8
10425,distorsionar,dIstoRsjonaR,1.785714286,12,12
10426,distorsion,dIstoRsIon,4.464285714,10,10
10427,distraccion,dIstRakTIon,3.928571429,11,11
10428,distraer,dIstRaeR,4.107142857,8,8
10429,distraerse,dIstRaeRse,2.5,10,10
10430,distraida,dIstRaIda,5.178571429,9,9
10431,distraido,dIstRaIdo,8.928571429,9,9
10432,distribucion,dIstRIbUTIon,26.96428571,12,12
10433,distribuidor,dIstRIbwjdoR,0.535714286,12,12
10434,distribuir,dIstRIbwjR,3.392857143,10,10
10435,distributiva,dIstRIbUtIba,0.535714286,12,12
10436,distributivo,dIstRIbUtIbo,0.535714286,12,12
10437,distrito,dIstRIto,4.464285714,8,8
10438,distrofia,dIstRofja,0.178571429,9,9
10439,disuadir,dIswadIR,1.071428571,8,8
10440,disuasivo,dIswasIbo,0.178571429,9,9
10441,disuasion,dIswasIon,4.285714286,9,9
10442,disuasoria,dIswasoRja,1.25,10,10
10443,disuasorio,dIswasoRjo,0.357142857,10,10
10444,disuelta,dIswelta,2.678571429,8,8
10445,disuelto,dIswelto,2.5,8,8
10446,disyuncion,dIsyUnTIon,0.535714286,10,10
10447,disyunta,dIsyUnta,0.178571429,8,8
10448,disyuntiva,dIsyUntIba,2.321428571,10,10
10449,disyuntivo,dIsyUntIbo,0.178571429,10,10
10450,disimil,dIsImIl,0.178571429,7,7
10451,ditirambo,dItIRambo,2.321428571,9,9
10452,diurna,djwRna,1.785714286,6,6
10453,diurno,djwRno,1.071428571,6,6
10454,diva,dIba,0.892857143,4,4
10455,divagacion,dIbagaTIon,1.071428571,10,10
10456,divagar,dIbagaR,0.892857143,7,7
10457,divergencia,dIbeRxenTja,2.321428571,11,11
10458,divergente,dIbeRxente,0.892857143,10,10
10459,divergir,dIbeRxIR,0.178571429,8,8
10460,diversa,dIbeRsa,7.321428571,7,7
10461,diversidad,dIbeRsIdad,13.39285714,10,10
10462,diversificar,dIbeRsIfIkaR,0.357142857,12,12
10463,diversion,dIbeRsIon,11.07142857,9,9
10464,diverso,dIbeRso,3.214285714,7,7
10465,divertida,dIbeRtIda,10.35714286,9,9
10466,divertido,dIbeRtIdo,18.21428571,9,9
10467,divertimento,dIbeRtImento,1.25,12,12
10468,divertir,dIbeRtIR,2.321428571,8,8
10469,divertirse,dIbeRtIRse,5.714285714,10,10
10470,dividendo,dIbIdendo,0.714285714,9,9
10471,dividendos,dIbIdendos,3.928571429,10,10
10472,dividir,dIbIdIR,5.0,7,7
10473,divina,dIbIna,10.71428571,6,6
10474,divinamente,dIbInamente,2.142857143,11,11
10475,divinidad,dIbInIdad,6.071428571,9,9
10476,divinis,dIbInIs,0.178571429,7,7
10477,divinizacion,dIbInITaTIon,0.357142857,12,12
10478,divinizar,dIbInITaR,0.357142857,9,9
10479,divino,dIbIno,12.67857143,6,6
10480,divisa,dIbIsa,4.642857143,6,6
10481,divisar,dIbIsaR,1.607142857,7,7
10482,divisible,dIbIsIble,0.178571429,9,9
10483,divisionario,dIbIsjonaRjo,0.178571429,12,12
10484,divisivo,dIbIsIbo,0.178571429,8,8
10485,division,dIbIsIon,31.25,8,8
10486,diviso,dIbIso,0.535714286,6,6
10487,divisor,dIbIsoR,0.357142857,7,7
10488,divisoria,dIbIsoRja,2.5,9,9
10489,divo,dIbo,0.178571429,4,4
10490,divorciada,dIboRTjada,0.714285714,10,10
10491,divorciado,dIboRTjado,1.785714286,10,10
10492,divorciar,dIboRTjaR,0.357142857,9,9
10493,divorcio,dIboRTjo,10.17857143,8,8
10494,divulgacion,dIbUlgaTIon,3.571428571,11,11
10495,divulgador,dIbUlgadoR,1.071428571,10,10
10496,divulgadora,dIbUlgadoRa,0.178571429,11,11
10497,divulgar,dIbUlgaR,1.071428571,8,8
10498,divulgativo,dIbUlgatIbo,0.178571429,11,11
10499,divan,dIban,6.964285714,5,5
10500,diabolo,djabolo,0.357142857,7,7
10501,diacono,djakono,0.178571429,7,7
10502,diafana,djafana,2.5,7,7
10503,diafano,djafano,1.607142857,7,7
10504,dialisis,djalIsIs,0.357142857,8,8
10505,dialogo,djalogo,35.53571429,7,7
10506,diametro,djametRo,13.57142857,8,8
10507,diaspora,djaspoRa,1.25,8,8
10508,diastole,djastole,0.892857143,8,8
10509,diocesis,dIoTesIs,3.75,8,8
10510,dioptrico,dIoptRIko,0.178571429,9,9
10511,dioxido,dIoksksIdo,6.785714286,7,10
10512,dobla,dobla,2.678571429,5,5
10513,doblada,doblada,3.214285714,7,7
10514,dobladillo,dobladILo,0.535714286,10,9
10515,doblado,doblado,5.714285714,7,7
10516,doblaje,doblaxe,0.892857143,7,7
10517,doblar,doblaR,6.964285714,6,6
10518,doble,doble,81.60714286,5,5
10519,doblegar,doblegaR,1.785714286,8,8
10520,doblemente,doblemente,6.25,10,10
10521,doblete,doblete,0.535714286,7,7
10522,doblez,dobleT,2.857142857,6,6
10523,doblo,doblo,0.357142857,5,5
10524,doce,doTe,65.53571429,4,4
10525,doceavo,doTeabo,0.178571429,7,7
10526,docena,doTena,25.0,6,6
10527,docencia,doTenTja,1.785714286,8,8
10528,docente,doTente,2.5,7,7
10529,docilidad,doTIlIdad,2.857142857,9,9
10530,docta,dokta,0.714285714,5,5
10531,docto,dokto,0.535714286,5,5
10532,doctor,doktoR,90.35714286,6,6
10533,doctora,doktoRa,8.571428571,7,7
10534,doctorado,doktoRado,2.678571429,9,9
10535,doctoral,doktoRal,4.107142857,8,8
10536,doctrina,doktRIna,18.03571429,8,8
10537,doctrinal,doktRInal,2.142857143,9,9
10538,doctrinaria,doktRInaRja,0.178571429,11,11
10539,doctrinario,doktRInaRjo,0.714285714,11,11
10540,doctrinero,doktRIneRo,0.178571429,10,10
10541,doctrino,doktRIno,0.178571429,8,8
10542,docudrama,dokUdRama,0.357142857,9,9
10543,documentada,dokUmentada,1.428571429,11,11
10544,documentado,dokUmentado,1.25,11,11
10545,documental,dokUmental,5.0,10,10
10546,documentar,dokUmentaR,0.535714286,10,10
10547,documento,dokUmento,30.35714286,9,9
10548,dodecafonica,dodekafonIka,0.178571429,12,12
10549,dogal,dogal,0.178571429,5,5
10550,dogaresa,dogaResa,1.071428571,8,8
10551,dogma,dogma,3.928571429,5,5
10552,dogmatismo,dogmatIsmo,2.142857143,10,10
10553,dogmatizar,dogmatITaR,0.178571429,10,10
10554,dogmatica,dogmatIka,3.035714286,9,9
10555,dogmatico,dogmatIko,3.035714286,9,9
10556,dogo,dogo,1.071428571,4,4
10557,dolar,dolaR,0.178571429,5,5
10558,dolencia,dolenTja,5.357142857,8,8
10559,doler,doleR,1.071428571,5,5
10560,dolida,dolIda,1.25,6,6
10561,dolido,dolIdo,1.964285714,6,6
10562,doliente,doljente,2.5,8,8
10563,dolmen,doLmen,0.535714286,6,6
10564,dolo,dolo,0.178571429,4,4
10565,dolomitica,dolomItIka,0.178571429,10,10
10566,dolor,doloR,99.28571429,5,5
10567,dolorida,doloRIda,3.214285714,8,8
10568,dolorido,doloRIdo,4.107142857,8,8
10569,dolorosa,doloRosa,13.03571429,8,8
10570,doloroso,doloRoso,8.214285714,8,8
10571,dolosa,dolosa,0.357142857,6,6
10572,dom,dom,0.535714286,3,3
10573,doma,doma,1.607142857,4,4
10574,domador,domadoR,1.607142857,7,7
10575,domar,domaR,0.357142857,5,5
10576,domesticable,domestIkable,0.178571429,12,12
10577,domesticada,domestIkada,0.357142857,11,11
10578,domesticado,domestIkado,0.892857143,11,11
10579,domesticar,domestIkaR,0.892857143,10,10
10580,domesticidad,domestITIdad,0.714285714,12,12
10581,domeñar,domeNaR,0.892857143,7,7
10582,domiciliaria,domITIljaRja,0.535714286,12,12
10583,domiciliario,domITIljaRjo,0.892857143,12,12
10584,domicilio,domITIljo,17.5,9,9
10585,dominacion,domInaTIon,7.321428571,10,10
10586,dominador,domInadoR,2.5,9,9
10587,dominadora,domInadoRa,0.714285714,10,10
10588,dominante,domInante,11.96428571,9,9
10589,dominar,domInaR,13.39285714,7,7
10590,domingo,domIngo,63.21428571,7,7
