,word,freq,len
2359,cric,2.0,4
2360,crie,102.0,4
2361,crient,10.0,6
2362,crier,17.0,5
2363,crierent,1.0,8
2364,cries,1.0,5
2365,criniere,3.0,8
2366,crions,1.0,6
2367,crique,1.0,6
2368,cris,14.0,4
2369,crise,1.0,5
2370,cristal,3.0,7
2371,cristallise,1.0,11
2372,croasse,1.0,7
2373,croassement,1.0,11
2374,croc,2.0,4
2375,crochu,4.0,6
2376,crocodile,40.0,9
2377,crocodiles,3.0,10
2378,croient,2.0,7
2379,croirait,1.0,8
2380,croire,5.0,6
2381,crois,24.0,5
2382,croise,8.0,6
2383,croisement,4.0,10
2384,croisent,1.0,8
2385,croises,1.0,7
2386,croisieres,1.0,10
2387,croissant,8.0,9
2388,croissants,3.0,10
2389,croit,11.0,5
2390,croix,4.0,5
2391,croquait,1.0,8
2392,croquants,1.0,9
2393,croque,12.0,6
2394,croquer,7.0,7
2395,croques,3.0,7
2396,croquet,2.0,7
2397,croquettes,2.0,10
2398,croquez,1.0,7
2399,croulent,1.0,8
2400,croustillants,2.0,13
2401,croute,3.0,6
2402,crouton,1.0,7
2403,croyais,1.0,7
2404,croyait,3.0,7
2405,croyant,1.0,7
2406,croyez,4.0,6
2407,cru,11.0,3
2408,cruche,9.0,6
2409,crudites,2.0,8
2410,crue,3.0,4
2411,cruel,1.0,5
2412,cruelle,1.0,7
2413,cruels,1.0,6
2414,crues,2.0,5
2415,crut,2.0,4
2416,cube,9.0,4
2417,cubes,6.0,5
2418,cueille,9.0,7
2419,cueillent,3.0,9
2420,cueillerons,1.0,11
2421,cueillette,4.0,10
2422,cueilleur,1.0,9
2423,cueilli,3.0,7
2424,cueillie,2.0,8
2425,cueillir,9.0,8
2426,cuiller,7.0,7
2427,cuillere,12.0,8
2428,cuilleree,4.0,9
2429,cuillerees,2.0,10
2430,cuillers,1.0,8
2431,cuir,14.0,4
2432,cuire,19.0,5
2433,cuisinait,1.0,9
2434,cuisine,51.0,7
2435,cuisiner,1.0,8
2436,cuisines,2.0,8
2437,cuisinier,10.0,9
2438,cuisiniere,9.0,10
2439,cuisse,2.0,6
2440,cuisson,1.0,7
2441,cuit,10.0,4
2442,cuite,1.0,5
2443,cuivres,1.0,7
2444,culbute,5.0,7
2445,culbutes,1.0,8
2446,culotte,15.0,7
2447,culottee,2.0,8
2448,culottes,2.0,8
2449,cultivateur,1.0,11
2450,cultivateurs,1.0,12
2451,cultive,3.0,7
2452,cultiver,1.0,8
2453,culture,1.0,7
2454,cure,2.0,4
2455,curieuse,10.0,8
2456,curieuses,1.0,9
2457,curieux,21.0,7
2458,curiosite,3.0,9
2459,cutter,1.0,6
2460,cuvette,3.0,7
2461,cycliste,4.0,8
2462,cyclistes,3.0,9
2463,cygne,4.0,5
2464,cygnes,1.0,6
2465,cymbales,1.0,8
2466,dady,1.0,4
2467,dagobert,7.0,8
2468,dai,6.0,3
2469,daim,12.0,4
2470,daisy,2.0,5
2471,dali,2.0,4
2472,dame,21.0,4
2473,dames,3.0,5
2474,dan,34.0,3
2475,danemark,1.0,8
2476,danger,19.0,6
2477,dangereuse,2.0,10
2478,dangereux,26.0,9
2479,dangers,2.0,7
2480,daniel,136.0,6
2481,danny,19.0,5
2482,dans,1800.0,4
2483,dansaient,1.0,9
2484,dansait,3.0,7
2485,dansant,5.0,7
2486,danse,29.0,5
2487,dansent,9.0,7
2488,danser,6.0,6
2489,dansera,1.0,7
2490,danserent,1.0,9
2491,danses,2.0,6
2492,danseuse,1.0,8
2493,dansez,3.0,6
2494,dard,2.0,4
2495,date,7.0,4
2496,dates,2.0,5
2497,daubes,1.0,6
2498,dauphin,15.0,7
2499,dauphins,10.0,8
2500,davantage,5.0,9
2501,david,4.0,5
2502,de,4447.0,2
2503,deballe,2.0,7
2504,debandade,1.0,9
2505,debarbouille,1.0,12
2506,debarbouiller,6.0,13
2507,debarquent,2.0,10
2508,debarrasse,2.0,10
2509,debarrassee,1.0,11
2510,debarrasser,5.0,11
2511,debarrasses,1.0,11
2512,debat,1.0,5
2513,deborde,4.0,7
2514,debordent,2.0,9
2515,deborder,2.0,8
2516,debout,23.0,6
2517,debrancher,1.0,10
2518,debrouille,1.0,10
2519,debrouillent,2.0,12
2520,debut,15.0,5
2521,decembre,19.0,8
2522,dechargees,1.0,10
2523,dechets,1.0,7
2524,dechire,6.0,7
2525,decida,6.0,6
2526,decidait,1.0,8
2527,decide,41.0,6
2528,decidement,1.0,10
2529,decident,11.0,8
2530,decider,4.0,7
2531,deciderent,2.0,10
2532,decides,1.0,7
2533,declara,1.0,7
2534,declare,9.0,7
2535,declaree,1.0,8
2536,declarer,1.0,8
2537,decode,1.0,6
2538,decoiffer,1.0,9
2539,decolle,7.0,7
2540,decollees,1.0,9
2541,decollerent,1.0,11
2542,decombres,1.0,9
2543,deconfits,1.0,9
2544,deconnecter,3.0,11
2545,decor,1.0,5
2546,decoration,2.0,10
2547,decore,6.0,6
2548,decorer,8.0,7
2549,decores,1.0,7
2550,decorez,1.0,7
2551,decors,1.0,6
2552,decoupe,20.0,7
2553,decoupee,1.0,8
2554,decouper,5.0,8
2555,decourage,2.0,9
2556,decouragee,1.0,10
2557,decouvert,5.0,9
2558,decouverte,7.0,10
2559,decouvertes,2.0,11
2560,decouvre,34.0,8
2561,decouvrent,3.0,10
2562,decouvrir,5.0,9
2563,decouvrit,4.0,9
2564,decrira,1.0,7
2565,decroche,1.0,8
2566,decu,5.0,4
2567,decue,2.0,5
2568,dedans,26.0,6
2569,dedoublees,1.0,10
2570,defaire,3.0,7
2571,defait,1.0,6
2572,defendez,1.0,8
2573,defendras,1.0,9
2574,defendre,4.0,8
2575,defendu,3.0,7
2576,defense,2.0,7
2577,defilaient,1.0,10
2578,defile,4.0,6
2579,defilent,2.0,8
2580,definition,1.0,10
2581,definitions,1.0,11
2582,defunts,1.0,7
2583,degage,3.0,6
2584,degager,2.0,7
2585,degats,4.0,6
2586,degele,1.0,6
2587,degouline,6.0,9
2588,degres,1.0,6
2589,degringole,2.0,10
2590,deguisa,1.0,7
2591,deguisaient,1.0,11
2592,deguisait,2.0,9
2593,deguise,26.0,7
2594,deguisee,3.0,8
2595,deguisement,3.0,11
2596,deguisements,2.0,12
2597,deguiser,6.0,8
2598,deguisera,1.0,9
2599,deguiserait,1.0,11
2600,deguises,2.0,8
2601,degustation,1.0,11
2602,deguste,4.0,7
2603,deguster,1.0,8
2604,dehors,41.0,6
2605,deja,90.0,4
2606,dejeunaient,1.0,11
2607,dejeune,4.0,7
2608,dejeuner,46.0,8
2609,dejeuners,2.0,9
2610,delasse,2.0,7
2611,delayais,1.0,8
2612,delaye,1.0,6
2613,delayer,1.0,7
2614,delicate,1.0,8
2615,delicatement,3.0,12
2616,delicatesse,1.0,11
2617,delice,1.0,6
2618,delicieuses,2.0,11
2619,delicieux,6.0,9
2620,delivra,1.0,7
2621,delivre,3.0,7
2622,delivrer,2.0,8
2623,delivres,1.0,8
2624,delphine,1.0,8
2625,deltaplane,1.0,10
2626,demain,46.0,6
2627,demanda,20.0,7
2628,demandaient,2.0,11
2629,demandait,4.0,9
2630,demandant,2.0,9
2631,demande,135.0,7
2632,demandent,9.0,9
2633,demander,13.0,8
2634,demanderai,1.0,10
2635,demanderait,2.0,11
2636,demanderent,1.0,11
2637,demandez,2.0,8
2638,demangeaisons,6.0,13
2639,demarche,1.0,8
2640,demarre,4.0,7
2641,demarrent,1.0,9
2642,demarrer,2.0,8
2643,demena,2.0,6
2644,demenage,1.0,8
2645,demenagement,2.0,12
2646,demenagent,2.0,10
2647,demenager,2.0,9
2648,demeuraient,1.0,11
2649,demeurait,1.0,9
2650,demeure,4.0,7
2651,demi,8.0,4
2652,demie,1.0,5
2653,demoiselle,1.0,10
2654,demoli,3.0,6
2655,demolir,2.0,7
2656,demontage,1.0,9
2657,demoule,1.0,7
2658,demoulez,1.0,8
2659,denature,1.0,8
2660,denis,41.0,5
2661,dent,30.0,4
2662,dentelle,2.0,8
2663,dentelles,1.0,9
2664,dentifrice,6.0,10
2665,dentiste,12.0,8
2666,dents,43.0,5
2667,depain,1.0,6
2668,depannage,1.0,9
2669,depart,46.0,6
2670,departager,1.0,10
2671,depassant,1.0,9
2672,depasse,4.0,7
2673,depassent,1.0,9
2674,depasser,3.0,8
2675,depasses,1.0,8
2676,depeche,8.0,7
2677,depechent,1.0,9
2678,depecher,2.0,8
2679,depechons,2.0,9
2680,depens,1.0,6
2681,depense,1.0,7
2682,deplace,4.0,7
2683,deplacement,1.0,11
2684,deplacements,1.0,12
2685,deplacer,3.0,8
2686,deplie,1.0,6
2687,deplora,1.0,7
2688,deplorable,1.0,10
2689,deploye,1.0,7
2690,depoilee,1.0,8
2691,depose,3.0,6
2692,deposer,4.0,7
2693,depuis,44.0,6
2694,deracine,5.0,8
2695,deracines,1.0,9
2696,deraille,2.0,8
2697,deraillement,1.0,12
2698,derailleur,1.0,10
2699,derange,3.0,7
2700,derangees,1.0,9
2701,deranger,3.0,8
2702,derangez,1.0,8
2703,derape,5.0,6
2704,dernier,16.0,7
2705,derniere,9.0,8
2706,dernieres,2.0,9
2707,derniers,1.0,8
2708,deroulement,1.0,11
2709,derriere,68.0,8
2710,derrieres,1.0,9
2711,des,2003.0,3
2712,desagreable,1.0,11
2713,descend,14.0,7
2714,descendait,1.0,10
2715,descendant,1.0,10
2716,descendent,3.0,10
2717,descendez,2.0,9
2718,descendit,5.0,9
2719,descendre,9.0,9
2720,descente,4.0,8
2721,desert,5.0,6
2722,deserte,1.0,7
2723,desespere,4.0,9
2724,desespoir,2.0,9
2725,deshabilla,1.0,10
2726,deshabille,2.0,10
2727,deshydrater,1.0,11
2728,designe,2.0,7
2729,designent,25.0,9
2730,desire,1.0,6
2731,desirer,1.0,7
2732,desirons,1.0,8
2733,desobeissant,2.0,12
2734,desole,8.0,6
2735,desolee,1.0,7
2736,desordre,18.0,8
2737,desormais,1.0,9
2738,dessaler,2.0,8
2739,dessechee,2.0,9
2740,desserra,1.0,8
2741,desserrez,1.0,9
2742,dessert,13.0,7
2743,desserts,2.0,8
2744,dessin,87.0,6
2745,dessina,4.0,7
2746,dessinai,1.0,8
2747,dessinais,1.0,9
2748,dessinateur,1.0,11
2749,dessine,26.0,7
2750,dessinee,5.0,8
2751,dessinees,2.0,9
2752,dessinent,1.0,9
2753,dessiner,16.0,8
2754,dessinera,1.0,9
2755,dessineras,1.0,10
2756,dessins,16.0,7
2757,dessous,7.0,7
2758,dessus,21.0,6
2759,destinataire,1.0,12
2760,destination,1.0,11
2761,destine,1.0,7
2762,destinee,1.0,8
2763,detache,3.0,7
2764,detachee,1.0,8
2765,detachent,1.0,9
2766,detail,6.0,6
2767,details,2.0,7
2768,detale,2.0,6
2769,determine,1.0,9
2770,detestaient,1.0,11
2771,detestait,1.0,9
2772,deteste,1.0,7
2773,detester,2.0,8
2774,detritus,1.0,8
2775,detruire,1.0,8
2776,detruisent,1.0,10
2777,detruite,1.0,8
2778,detruits,1.0,8
2779,deux,225.0,4
2780,deuxieme,17.0,8
2781,devait,2.0,6
2782,devale,3.0,6
2783,devant,79.0,6
2784,devanture,1.0,9
2785,devantures,1.0,10
2786,developpement,1.0,13
2787,developper,1.0,10
2788,devenait,4.0,8
2789,devenir,8.0,7
2790,devenu,15.0,6
2791,devenue,2.0,7
2792,devenus,2.0,7
2793,deverse,1.0,7
2794,devez,1.0,5
2795,deviendra,2.0,9
2796,devienne,1.0,8
2797,deviennent,3.0,10
2798,deviens,1.0,7
2799,devient,10.0,7
2800,devine,17.0,6
2801,deviner,1.0,7
2802,devines,2.0,7
2803,devinette,11.0,9
2804,devinettes,12.0,10
2805,devinrent,1.0,9
2806,devint,1.0,6
2807,devise,1.0,6
2808,devisse,1.0,7
2809,devoir,10.0,6
2810,devoirs,4.0,7
2811,devora,2.0,6
2812,devorait,2.0,8
2813,devorant,1.0,8
2814,devore,8.0,6
2815,devorent,6.0,8
2816,devorer,7.0,7
2817,devoreront,1.0,10
2818,devra,1.0,5
2819,devrais,3.0,7
2820,devrait,2.0,7
2821,devrez,1.0,6
2822,devrions,1.0,8
2823,devront,1.0,7
2824,diable,4.0,6
2825,diamant,2.0,7
2826,diamants,8.0,8
2827,diapositives,2.0,12
2828,dicte,2.0,5
2829,dictee,59.0,6
2830,dictionnaire,4.0,12
2831,dictionnaires,1.0,13
2832,differaient,2.0,11
2833,differences,3.0,11
2834,different,3.0,9
2835,differente,5.0,10
2836,differentes,6.0,11
2837,differents,5.0,10
2838,difficile,20.0,9
2839,difficiles,3.0,10
2840,dijon,2.0,5
2841,dimanche,25.0,8
2842,dimensions,1.0,10
2843,diminuer,1.0,8
2844,dimitri,1.0,7
2845,dinde,6.0,5
2846,dindes,1.0,6
2847,dindon,4.0,6
2848,dindons,2.0,7
2849,dine,5.0,4
2850,diner,20.0,5
2851,dinette,4.0,7
2852,diplome,1.0,7
2853,dira,3.0,4
2854,dirai,4.0,5
2855,dirait,13.0,6
2856,diras,2.0,5
2857,dire,58.0,4
2858,directement,1.0,11
2859,directeur,8.0,9
2860,direction,22.0,9
2861,directrice,1.0,10
2862,dirent,3.0,6
2863,direz,1.0,5
2864,dirige,13.0,6
2865,dirigea,2.0,7
2866,dirigeaient,3.0,11
2867,dirigeait,1.0,9
2868,dirigent,3.0,8
2869,diriger,3.0,7
2870,dirigera,1.0,8
2871,dis,33.0,3
2872,disaient,7.0,8
2873,disait,16.0,6
2874,disant,6.0,6
2875,discours,1.0,8
2876,discret,1.0,7
2877,discretement,12.0,12
2878,discussion,2.0,10
2879,discutaient,1.0,11
2880,discutent,1.0,9
2881,discutez,1.0,8
2882,disent,18.0,6
2883,disloque,1.0,8
2884,disney,1.0,6
2885,disons,3.0,6
2886,disparaissait,2.0,13
2887,disparaissant,1.0,13
2888,disparait,4.0,9
2889,disparaitre,2.0,11
2890,disparition,1.0,11
2891,disparu,11.0,7
2892,disparurent,2.0,11
2893,disparut,4.0,8
2894,disperser,1.0,9
2895,dispose,3.0,7
2896,disposez,1.0,8
2897,dispositifs,1.0,11
2898,disputaient,4.0,11
2899,disputant,1.0,9
2900,dispute,6.0,7
2901,disputent,2.0,9
2902,disputer,3.0,8
2903,disputerent,1.0,11
2904,disputeront,1.0,11
2905,disputes,1.0,8
2906,disque,18.0,6
2907,disques,1.0,7
2908,distances,3.0,9
2909,distingua,2.0,9
2910,distingue,1.0,9
2911,distraire,3.0,9
2912,distribue,2.0,9
2913,dit,927.0,3
2914,dites,13.0,5
2915,divan,2.0,5
2916,divers,2.0,6
2917,divin,2.0,5
2918,divise,1.0,6
2919,dix,34.0,3
2920,dixieme,4.0,7
2921,dizaine,3.0,7
2922,dizaines,4.0,8
2923,djeu,3.0,4
2924,do,12.0,2
2925,docile,1.0,6
2926,docteur,9.0,7
2927,document,4.0,8
2928,documents,8.0,9
2929,dodue,2.0,5
2930,doigt,17.0,5
2931,doigts,10.0,6
2932,dois,15.0,4
2933,doit,33.0,4
2934,doivent,7.0,7
2935,domestiques,2.0,11
2936,dominique,9.0,9
2937,domino,12.0,6
2938,dominos,6.0,7
2939,dommage,3.0,7
2940,dompteur,5.0,8
2941,dompteurs,1.0,9
2942,donald,7.0,6
2943,donc,34.0,4
2944,dondaine,2.0,8
2945,dondon,2.0,6
2946,donjon,4.0,6
2947,donna,3.0,5
2948,donnaient,1.0,9
2949,donnait,2.0,7
2950,donnant,2.0,7
2951,donne,137.0,5
2952,donnee,10.0,6
2953,donnees,1.0,7
2954,donnent,4.0,7
2955,donner,50.0,6
2956,donnera,2.0,7
2957,donnerai,7.0,8
2958,donneras,2.0,8
2959,donnerent,1.0,9
2960,donnes,3.0,6
2961,donnez,4.0,6
2962,donnons,1.0,7
2963,dont,14.0,4
2964,dore,11.0,4
2965,doree,3.0,5
2966,dorees,1.0,6
2967,dorenavant,2.0,10
2968,dores,1.0,5
2969,dormaient,4.0,9
2970,dormais,1.0,7
2971,dormait,6.0,7
2972,dormant,5.0,7
2973,dorme,2.0,5
2974,dorment,9.0,7
2975,dormeur,4.0,7
2976,dormez,3.0,6
2977,dormi,2.0,5
2978,dormir,24.0,6
2979,dormirai,1.0,8
2980,dorothee,5.0,8
2981,dors,10.0,4
2982,dort,26.0,4
2983,dorures,1.0,7
2984,dos,71.0,3
2985,dose,1.0,4
2986,dossard,1.0,7
2987,dossier,1.0,7
2988,douaniers,1.0,9
2989,double,6.0,6
2990,doublent,1.0,8
2991,doubler,2.0,7
2992,doubles,1.0,7
2993,doublure,2.0,8
2994,douce,9.0,5
2995,doucement,34.0,9
2996,douces,1.0,6
2997,douceur,1.0,7
2998,douceurs,1.0,8
2999,douche,16.0,6
3000,doucher,1.0,7
3001,doudou,1.0,6
3002,douillet,1.0,8
3003,douleur,4.0,7
3004,doute,11.0,5
3005,douter,3.0,6
3006,doux,17.0,4
3007,douzaine,6.0,8
3008,douzaines,2.0,9
3009,douze,15.0,5
3010,douzieme,2.0,8
3011,dragee,2.0,6
3012,dragees,1.0,7
3013,dragon,10.0,6
3014,dragons,3.0,7
3015,drap,10.0,4
3016,drapeau,14.0,7
3017,drapeaux,3.0,8
3018,draps,7.0,5
3019,dresse,6.0,6
3020,dring,4.0,5
3021,droit,17.0,5
3022,droite,34.0,6
3023,drole,51.0,5
3024,drolement,3.0,9
3025,droles,6.0,6
3026,dromadaire,1.0,10
3027,du,1148.0,2
3028,dumbo,5.0,5
3029,dunes,3.0,5
3030,dupee,1.0,5
3031,duquel,1.0,6
3032,dur,21.0,3
3033,dura,1.0,4
3034,durant,3.0,6
3035,durcissent,1.0,10
3036,durcit,1.0,6
3037,dure,11.0,4
3038,durent,1.0,6
3039,durer,1.0,5
3040,durera,1.0,6
3041,durs,4.0,4
3042,dut,1.0,3
3043,duval,2.0,5
3044,duvet,7.0,5
3045,eau,214.0,3
3046,eaux,1.0,4
3047,ebene,3.0,5
3048,eberlue,1.0,7
3049,ebouriffes,1.0,10
3050,ecaille,2.0,7
3051,ecailles,1.0,8
3052,ecarquilles,1.0,11
3053,ecarta,1.0,6
3054,ecarte,8.0,6
3055,ecartent,1.0,8
3056,ecervele,1.0,8
3057,echange,7.0,7
3058,echangee,3.0,8
3059,echangent,1.0,9
3060,echanger,1.0,8
3061,echangez,1.0,8
3062,echantillon,1.0,11
3063,echappe,2.0,7
3064,echapper,7.0,8
3065,echapperent,1.0,11
3066,echappes,2.0,8
3067,echarpe,8.0,7
3068,echarpes,3.0,8
3069,echasse,1.0,7
3070,echassier,1.0,9
3071,echelle,20.0,7
3072,echo,6.0,4
3073,echoue,1.0,6
3074,echouee,3.0,7
3075,eclaboussant,1.0,12
3076,eclabousse,3.0,10
3077,eclaboussent,1.0,12
3078,eclabousses,1.0,11
3079,eclaboussure,1.0,12
3080,eclaboussures,1.0,13
3081,eclair,11.0,6
3082,eclaire,3.0,7
3083,eclairee,3.0,8
3084,eclairent,2.0,9
3085,eclairer,2.0,8
3086,eclairs,5.0,7
3087,eclat,2.0,5
3088,eclata,1.0,6
3089,eclatant,2.0,8
3090,eclate,13.0,6
3091,eclatent,3.0,8
3092,eclater,2.0,7
3093,eclaterent,1.0,10
3094,eclats,4.0,6
3095,eclore,2.0,6
3096,eclosent,1.0,8
3097,ecole,220.0,5
3098,ecoles,5.0,6
3099,ecolier,6.0,7
3100,ecoliere,3.0,8
3101,ecoliers,1.0,8
3102,ecomusee,2.0,8
3103,ecorce,3.0,6
3104,ecorche,2.0,7
3105,ecoule,1.0,6
3106,ecoulent,2.0,8
3107,ecouta,2.0,6
3108,ecoutait,2.0,8
3109,ecoutant,2.0,8
3110,ecoute,73.0,6
3111,ecoutent,2.0,8
3112,ecouter,9.0,7
3113,ecouterez,1.0,9
3114,ecoutez,2.0,7
3115,ecran,14.0,5
3116,ecrasais,1.0,8
3117,ecrase,7.0,6
3118,ecraser,3.0,7
3119,ecrases,1.0,7
3120,ecreme,1.0,6
3121,ecrevisse,1.0,9
3122,ecria,7.0,5
3123,ecriais,1.0,7
3124,ecrie,43.0,5
3125,ecrient,6.0,7
3126,ecrierent,1.0,9
3127,ecrira,1.0,6
3128,ecrire,35.0,6
3129,ecris,30.0,5
3130,ecrit,44.0,5
3131,ecrite,1.0,6
3132,ecriteau,3.0,8
3133,ecrites,1.0,7
3134,ecrits,11.0,6
3135,ecriture,12.0,8
3136,ecritures,2.0,9
3137,ecrivaient,1.0,10
3138,ecrivent,2.0,8
3139,ecrivez,1.0,7
3140,ecroula,1.0,7
3141,ecroulees,1.0,9
3142,ecroulent,1.0,9
3143,ecroules,1.0,8
3144,ecrous,3.0,6
3145,ecuelle,8.0,7
3146,ecuelles,1.0,8
3147,ecume,2.0,5
3148,ecureuil,29.0,8
3149,ecureuils,1.0,9
3150,ecurie,32.0,6
3151,ecusson,1.0,7
3152,eddy,2.0,4
3153,edelweiss,2.0,9
3154,edf,1.0,3
3155,edgar,9.0,5
3156,edith,1.0,5
3157,edmond,1.0,6
3158,edredon,6.0,7
3159,education,2.0,9
3160,effacables,2.0,10
3161,efface,5.0,6
3162,effacer,2.0,7
3163,effaces,10.0,7
3164,effaree,1.0,7
3165,effectuer,1.0,9
3166,effectues,1.0,9
3167,effet,9.0,5
3168,effeuille,1.0,9
3169,efficace,2.0,8
3170,efficacite,2.0,10
3171,effilees,1.0,8
3172,effondre,1.0,8
3173,effort,4.0,6
3174,efforts,7.0,7
3175,effraie,3.0,7
3176,effrayant,2.0,9
3177,effraye,7.0,7
3178,effrayee,4.0,8
3179,effrayer,2.0,8
3180,effrayes,2.0,8
3181,egal,1.0,4
3182,egale,1.0,5
3183,egalement,3.0,9
3184,egales,1.0,6
3185,egare,3.0,5
3186,egaye,2.0,5
3187,eglise,12.0,6
3188,egoiste,4.0,7
3189,egout,9.0,5
3190,egoutte,1.0,7
3191,egoutter,3.0,8
3192,egratigne,1.0,9
3193,egratignure,5.0,11
3194,egratignures,4.0,12
3195,eh,20.0,2
3196,eiffel,3.0,6
3197,elan,1.0,4
3198,elanca,3.0,6
3199,elance,8.0,6
3200,elancent,3.0,8
3201,elargira,1.0,8
3202,elastique,5.0,9
3203,electricien,5.0,11
3204,electricienne,1.0,13
3205,electriciens,2.0,12
3206,electricite,3.0,11
3207,electrique,7.0,10
3208,electriques,3.0,11
3209,electroacoustique,1.0,17
3210,electrophone,2.0,12
3211,elegant,3.0,7
3212,element,1.0,7
3213,elephant,58.0,8
3214,elephanteau,3.0,11
3215,elephants,29.0,9
3216,eleva,1.0,5
3217,elevage,2.0,7
3218,elevait,1.0,7
3219,eleve,17.0,5
3220,elever,2.0,6
3221,eleves,16.0,6
3222,eleveurs,1.0,8
3223,elisabeth,1.0,9
3224,elise,1.0,5
3225,elle,1569.0,4
3226,elles,81.0,5
3227,elmer,1.0,5
3228,elodie,4.0,6
3229,eloi,7.0,4
3230,eloigna,1.0,7
3231,eloignaient,1.0,11
3232,eloigne,5.0,7
3233,eloignent,1.0,9
3234,eloigner,4.0,8
3235,email,1.0,5
3236,emballage,6.0,9
3237,embarquement,1.0,12
3238,embarquent,1.0,10
3239,embarrasse,2.0,10
3240,embellir,1.0,8
3241,embellissent,1.0,12
3242,embetant,1.0,8
3243,embete,1.0,6
3244,embetes,6.0,7
3245,embleme,1.0,7
3246,emboiter,1.0,8
3247,embouteillage,4.0,13
3248,embranchement,1.0,13
3249,embrassait,2.0,10
3250,embrassant,1.0,10
3251,embrasse,18.0,8
3252,embrasser,9.0,9
3253,embrouille,1.0,10
3254,embrouiller,1.0,11
3255,emeline,1.0,7
3256,emerveille,2.0,10
3257,emettre,1.0,7
3258,emeu,5.0,4
3259,emilie,22.0,6
3260,emission,5.0,8
3261,emissions,1.0,9
3262,emmanuel,3.0,8
3263,emmele,1.0,6
3264,emmena,4.0,6
3265,emmenait,1.0,8
3266,emmene,6.0,6
3267,emmener,5.0,7
3268,emmenes,1.0,7
3269,emmenons,1.0,8
3270,emmitoufle,1.0,10
3271,emotion,1.0,7
3272,empara,2.0,6
3273,empare,2.0,6
3274,emparer,1.0,7
3275,empeche,4.0,7
3276,empecher,6.0,8
3277,empeches,1.0,8
3278,empila,1.0,6
3279,empilees,1.0,8
3280,emplacement,3.0,11
3281,emplit,1.0,6
3282,emploi,2.0,6
3283,emploie,2.0,7
3284,emploient,1.0,9
3285,employe,4.0,7
3286,employee,1.0,8
3287,employer,1.0,8
3288,emplume,4.0,7
3289,empoisonne,3.0,10
3290,empoisonnee,2.0,11
3291,emporta,3.0,7
3292,emporte,23.0,7
3293,emporter,9.0,8
3294,emportera,4.0,9
3295,emportes,2.0,8
3296,empreinte,1.0,9
3297,empreintes,2.0,10
3298,empresse,1.0,8
3299,emprunte,1.0,8
3300,emprunter,1.0,9
3301,emu,3.0,3
3302,emue,1.0,4
3303,en,1355.0,2
3304,encerclee,1.0,9
3305,enchante,2.0,8
3306,enchantee,1.0,9
3307,enchantement,3.0,12
3308,encore,150.0,6
3309,encourage,1.0,9
3310,encourut,1.0,8
3311,encre,11.0,5
3312,encres,2.0,6
3313,encrier,1.0,7
3314,encyclopedies,2.0,13
3315,endiablee,2.0,9
3316,endive,1.0,6
3317,endorment,3.0,9
3318,endormi,25.0,7
3319,endormie,5.0,8
3320,endormir,16.0,8
3321,endormis,1.0,8
3322,endormit,4.0,8
3323,endort,11.0,6
3324,endroit,27.0,7
3325,energiquement,1.0,13
3326,enerve,2.0,6
3327,enervee,1.0,7
3328,enfance,1.0,7
3329,enfant,63.0,6
3330,enfantins,1.0,9
3331,enfants,183.0,7
3332,enferma,2.0,7
3333,enferme,7.0,7
3334,enfermee,3.0,8
3335,enferment,1.0,9
3336,enfermer,1.0,8
3337,enfila,1.0,6
3338,enfile,6.0,6
3339,enfilee,1.0,7
3340,enfiler,2.0,7
3341,enfilerent,1.0,10
3342,enfin,59.0,5
3343,enfonca,2.0,7
3344,enfonce,4.0,7
3345,enfoncee,2.0,8
3346,enfoncer,2.0,8
3347,enfourcha,3.0,9
3348,enfourcher,1.0,10
3349,enfourne,2.0,8
3350,enfuient,1.0,8
3351,enfuir,1.0,6
3352,enfuit,5.0,6
3353,engagea,1.0,7
3354,engager,1.0,7
3355,engages,1.0,7
3356,engin,11.0,5
3357,engins,1.0,6
3358,engloutit,2.0,9
3359,engouffre,1.0,9
3360,engourdie,2.0,9
3361,engrais,1.0,7
3362,enguirlande,1.0,11
3363,enjamber,1.0,8
3364,enleva,2.0,6
3365,enleve,8.0,6
3366,enlevement,1.0,10
3367,enlever,9.0,7
3368,enlevez,1.0,7
3369,enlumine,1.0,8
3370,enneiges,1.0,8
3371,ennemi,6.0,6
3372,ennemie,1.0,7
3373,ennemies,1.0,8
3374,ennemis,7.0,7
3375,ennui,1.0,5
3376,ennuie,11.0,6
3377,ennuis,5.0,6
3378,ennuyais,1.0,8
3379,ennuyait,3.0,8
3380,ennuye,2.0,6
3381,ennuyer,11.0,7
3382,ennuyes,2.0,7
3383,ennuyeux,3.0,8
3384,enorme,23.0,6
3385,enormes,9.0,7
3386,enquete,2.0,7
3387,enragee,1.0,7
3388,enrager,1.0,7
3389,enregistre,1.0,10
3390,enregistrer,1.0,11
3391,enrhume,3.0,7
3392,enrhumee,1.0,8
3393,enroulait,1.0,9
3394,enroule,1.0,7
3395,enroulee,1.0,8
3396,enseignes,1.0,9
3397,ensemble,57.0,8
3398,ensembles,1.0,9
3399,ensoleille,3.0,10
3400,ensorcelee,2.0,10
3401,ensuite,36.0,7
3402,entaille,1.0,8
3403,entailles,3.0,9
3404,entasse,2.0,7
3405,entasser,1.0,8
3406,entend,38.0,6
3407,entendait,2.0,9
3408,entendant,6.0,9
3409,entendent,9.0,9
3410,entendez,2.0,8
3411,entendirent,1.0,11
3412,entendis,1.0,8
3413,entendit,6.0,8
