,"word","pron","freq","len"
17758,"chytridiales","SitRidjal",0,12
17759,"ci","si",90332,2
17760,"ciao","tSaO",650,4
17761,"cibiche","sibiS",2,7
17762,"cibiches","sibiS",1,8
17763,"ciblais","siblE",1,7
17764,"ciblait","siblE",21,7
17765,"cible","sibl",6853,5
17766,"ciblé","sible",900,5
17767,"cibler","sible",1191,6
17768,"cibles","sibl",2986,6
17769,"ciblés","sible",1044,6
17770,"ciboire","sibwaR",43,7
17771,"ciboires","sibwaR",12,8
17772,"ciboule","sibul",28,7
17773,"ciboules","sibul",14,8
17774,"ciboulette","sibulEt",339,10
17775,"ciboulettes","sibulEt",9,11
17776,"ciboulot","sibulO",17,8
17777,"ciboulots","sibulO",0,9
17778,"cicatrice","sikatRis",348,9
17779,"cicatrices","sikatRis",447,10
17780,"cicatrise","sikatRiz",39,9
17781,"cicatrisent","sikatRiz",21,11
17782,"cicérone","siseROn",13,8
17783,"cicérones","siseROn",1,9
17784,"cicéros","siseRO",0,7
17785,"cicindèle","sis5dEl",4,9
17786,"cicindèles","sis5dEl",2,10
17787,"cidre","sidR",685,5
17788,"cidrerie","sidRORi",53,8
17789,"cidres","sidR",243,6
17790,"cidricole","sidRikOl",18,9
17791,"ciel","sjEl",14574,4
17792,"ciels","sjEl",275,5
17793,"cierge","sjERZ",145,6
17794,"cierges","sjERZ",180,7
17795,"cieux","sj2",1833,5
17796,"cigale","sigal",428,6
17797,"cigales","sigal",308,7
17798,"cigalou","sigalu",8,7
17799,"cigare","sigaR",983,6
17800,"cigares","sigaR",1430,7
17801,"cigarette","sigaREt",1177,9
17802,"cigarettes","sigaREt",1370,10
17803,"cigarière","sigaRjER",3,9
17804,"cigarières","sigaRjER",3,10
17805,"cigle","sigl",3,5
17806,"ciglé","sigle",0,5
17807,"ciglées","sigle",0,7
17808,"ciglent","sigl",0,7
17809,"cigler","sigle",2,6
17810,"ciglés","sigle",0,6
17811,"cigogne","sigON",389,7
17812,"cigognes","sigON",311,8
17813,"ciguë","sigy",52,5
17814,"ciguës","sigy",2,6
17815,"cil","sil",261,3
17816,"ciliaire","siljER",31,8
17817,"ciliaires","siljER",13,9
17818,"cilice","silis",24,6
17819,"cilié","silje",13,5
17820,"ciliées","silje",30,7
17821,"ciliés","silje",19,6
17822,"cilla","sija",14,5
17823,"cillaient","sijE",1,9
17824,"cillait","sijE",1,7
17825,"cillant","sij@",2,7
17826,"cille","sij",8,5
17827,"cillé","sije",3,5
17828,"cillement","sijm@",4,9
17829,"cillements","sijm@",2,10
17830,"cillent","sij",2,7
17831,"ciller","sije",43,6
17832,"cillerait","sijRE",0,9
17833,"cillèrent","sijER",1,9
17834,"cils","sil",302,4
17835,"cimaise","simEz",59,7
17836,"cimaises","simEz",110,8
17837,"cime","sim",496,4
17838,"ciment","sim@",1684,6
17839,"cimentaient","sim@tE",2,11
17840,"cimentait","sim@tE",4,9
17841,"cimentant","sim@t@",6,9
17842,"cimente","sim@t",35,7
17843,"cimenté","sim@te",60,7
17844,"cimentée","sim@te",33,8
17845,"cimentées","sim@te",26,9
17846,"cimentent","sim@t",17,9
17847,"cimenter","sim@te",77,8
17848,"cimentera","sim@tRa",3,9
17849,"cimenterie","sim@tRi",177,10
17850,"cimenteries","sim@tRi",115,11
17851,"cimentés","sim@te",31,8
17852,"cimentier","sim@tje",39,9
17853,"cimentiers","sim@tje",33,10
17854,"cimentions","sim@tjA",0,10
17855,"ciments","sim@",370,7
17856,"cimes","sim",423,5
17857,"cimeterre","simtER",49,9
17858,"cimeterres","simtER",11,10
17859,"cimetière","simOtjER",2635,9
17860,"cimetières","simOtjER",603,10
17861,"cimier","simje",46,6
17862,"cimiers","simje",6,7
17863,"cimmériennes","simeRjEn",1,12
17864,"cinabre","sinabR",35,7
17865,"ciné","sine",3183,4
17866,"cinéaste","sineast",1556,8
17867,"cinéastes","sineast",869,9
17868,"cinéma","sinema",21617,6
17869,"cinémas","sinema",1444,7
17870,"cinéphile","sinefil",186,9
17871,"cinéphiles","sinefil",350,10
17872,"cinéraire","sineRER",18,9
17873,"cinés","sine",46,5
17874,"cinétique","sinetik",926,9
17875,"cinétiques","sinetik",236,10
17876,"cingalais","s5galE",10,9
17877,"cinghalais","s5galE",20,10
17878,"cinghalaise","s5galEz",10,11
17879,"cinghalaises","s5galEz",3,12
17880,"cingla","s5gla",8,6
17881,"cinglage","s5glaZ",3,8
17882,"cinglaient","s5glE",3,10
17883,"cinglait","s5glE",11,8
17884,"cinglant","s5gl@",139,8
17885,"cinglante","s5gl@t",112,9
17886,"cinglantes","s5gl@t",27,10
17887,"cinglants","s5gl@",27,9
17888,"cingle","s5gl",36,6
17889,"cinglé","s5gle",91,6
17890,"cinglée","s5gle",18,7
17891,"cinglées","s5gle",6,8
17892,"cinglent","s5gl",6,8
17893,"cingler","s5gle",19,7
17894,"cinglèrent","s5glER",2,10
17895,"cinglés","s5gle",62,7
17896,"cinglions","s5glijA",0,9
17897,"cinglons","s5glA",2,8
17898,"cinname","sinam",2,7
17899,"cinnamome","sinamOm",12,9
17900,"cinoche","sinOS",129,7
17901,"cinoches","sinOS",5,8
17902,"cinoque","sinOk",5,7
17903,"cinoques","sinOk",2,8
17904,"cinq","s5k",40395,4
17905,"cinquantaine","s5k@tEn",3150,12
17906,"cinquantaines","s5k@tEn",11,13
17907,"cinquante","s5k@t",6299,9
17908,"cinquantenaire","s5k@tnER",555,14
17909,"cinquantenaires","s5k@tnER",15,15
17910,"cinquantes","s5k@t",32,10
17911,"cinquantième","s5k@tjEm",492,12
17912,"cinquantièmes","s5k@tjEm",6,13
17913,"cinquième","s5kjEm",8133,9
17914,"cinquièmement","s5kjEmm@",134,13
17915,"cinquièmes","s5kjEm",309,10
17916,"cintra","s5tRa",38,6
17917,"cintrage","s5tRaZ",161,8
17918,"cintrait","s5tRE",0,8
17919,"cintrant","s5tR@",1,8
17920,"cintras","s5tRa",0,7
17921,"cintre","s5tR",300,6
17922,"cintré","s5tRe",78,6
17923,"cintrée","s5tRe",56,7
17924,"cintrées","s5tRe",60,8
17925,"cintrent","s5tR",0,8
17926,"cintrer","s5tRe",26,7
17927,"cintres","s5tR",208,7
17928,"cintrés","s5tRe",41,7
17929,"cintreuse","s5tR2z",21,9
17930,"cipal","sipal",14,5
17931,"cipaux","sipO",5,6
17932,"cipayes","sipaj",8,7
17933,"cipolin","sipOl5",5,7
17934,"cippes","sip",5,6
17935,"cira","siRa",110,4
17936,"cirage","siRaZ",101,6
17937,"ciraient","siRE",1,8
17938,"cirais","siRE",1,6
17939,"cirait","siRE",4,6
17940,"cirant","siR@",8,6
17941,"circaète","siRkaEt",26,8
17942,"circassien","siRkasj5",10,10
17943,"circassienne","siRkasjEn",7,12
17944,"circassiennes","siRkasjEn",4,13
17945,"circée","siRse",10,6
17946,"circiné","siRsine",5,7
17947,"circoncire","siRkAsiR",45,10
17948,"circoncis","siRkAsi",116,9
17949,"circoncit","siRkAsi",12,9
17950,"circonflexe","siRkAflEks",125,11
17951,"circonflexes","siRkAflEks",29,12
17952,"circonscrire","siRkAskRiR",372,12
17953,"circonscris","siRkAskRi",2,11
17954,"circonscrit","siRkAskRi",326,11
17955,"circonscrite","siRkAskRit",166,12
17956,"circonscrites","siRkAskRit",85,13
17957,"circonscrits","siRkAskRi",95,12
17958,"circonscrivent","siRkAskRiv",22,14
17959,"circonspect","siRkAspE",110,11
17960,"circonspecte","siRkAspEkt",39,12
17961,"circonspectes","siRkAspEkt",9,13
17962,"circonspects","siRkAspE",59,12
17963,"circonstance","siRkAst@s",2392,12
17964,"circonstances","siRkAst@s",9692,13
17965,"circonvenait","siRkAvnE",1,12
17966,"circonvenant","siRkAvn@",2,12
17967,"circonvenir","siRkAvniR",37,11
17968,"circonvenu","siRkAvny",8,10
17969,"circonvenue","siRkAvny",3,11
17970,"circonvenus","siRkAvny",2,11
17971,"circuit","siRk8i",10019,7
17972,"circuits","siRk8i",8219,8
17973,"circula","siRkyla",32,7
17974,"circulaient","siRkylE",225,11
17975,"circulaire","siRkylER",4922,10
17976,"circulaires","siRkylER",1621,11
17977,"circulais","siRkylE",10,9
17978,"circulait","siRkylE",326,9
17979,"circulant","siRkyl@",899,9
17980,"circulante","siRkyl@t",43,10
17981,"circulantes","siRkyl@t",56,11
17982,"circulants","siRkyl@",111,10
17983,"circule","siRkyl",1451,7
17984,"circulé","siRkyle",311,7
17985,"circulent","siRkyl",1509,9
17986,"circuler","siRkyle",2638,8
17987,"circulera","siRkylRa",92,9
17988,"circuleraient","siRkylRE",16,13
17989,"circulerait","siRkylRE",19,11
17990,"circulèrent","siRkylER",18,11
17991,"circuleront","siRkylRA",94,11
17992,"circules","siRkyl",5,8
17993,"circulez","siRkyle",119,8
17994,"circulions","siRkyljA",2,10
17995,"cire","siR",1224,4
17996,"ciré","siRe",221,4
17997,"cirée","siRe",86,5
17998,"cirées","siRe",36,6
17999,"cirer","siRe",137,5
18000,"cirerais","siRRE",0,8
18001,"cirerait","siRRE",0,8
18002,"cirèrent","siRER",0,8
18003,"cirerez","siRRe",0,7
18004,"cires","siR",217,5
18005,"cirés","siRe",96,5
18006,"cireur","siR9R",32,6
18007,"cireurs","siR9R",26,7
18008,"cireuse","siR2z",30,7
18009,"cireuses","siR2z",11,8
18010,"cireux","siR2",30,6
18011,"cirez","siRe",8,5
18012,"cirier","siRje",19,6
18013,"cirions","siRjA",0,7
18014,"ciron","siRA",42,5
18015,"cirons","siRA",4,6
18016,"cirque","siRk",2673,6
18017,"cirques","siRk",221,7
18018,"cirres","siR",28,6
18019,"cirrhose","siROz",233,8
18020,"cirrhoses","siROz",39,9
18021,"cirrhotique","siROtik",20,11
18022,"cirrhotiques","siROtik",15,12
18023,"cirripèdes","siRipEd",6,10
18024,"cirrus","siRys",236,6
18025,"cirses","siRs",2,6
18026,"cis","si",502,3
18027,"cisailla","sizaja",1,8
18028,"cisaillage","sizajaZ",101,10
18029,"cisaillaient","sizajE",1,12
18030,"cisaillait","sizajE",1,10
18031,"cisaillant","sizaj@",5,10
18032,"cisaille","sizaj",122,8
18033,"cisaillé","sizaje",13,8
18034,"cisaillée","sizaje",9,9
18035,"cisaillées","sizaje",6,10
18036,"cisaillement","sizajm@",323,12
18037,"cisaillements","sizajm@",20,13
18038,"cisaillent","sizaj",5,10
18039,"cisailler","sizaje",21,9
18040,"cisaillèrent","sizajER",0,12
18041,"cisailles","sizaj",101,9
18042,"cisaillés","sizaje",13,9
18043,"cisalpine","sizalpin",22,9
18044,"cisalpins","sizalp5",3,9
18045,"ciseau","sizO",227,6
18046,"ciseaux","sizO",828,7
18047,"ciselaient","sizlE",1,10
18048,"ciselait","sizlE",3,8
18049,"ciselé","sizle",220,6
18050,"cisèle","sizEl",21,6
18051,"ciselée","sizle",136,7
18052,"ciselées","sizle",99,8
18053,"cisèlent","sizEl",5,8
18054,"ciseler","sizle",57,7
18055,"ciselés","sizle",113,7
18056,"ciselet","sizlE",2,7
18057,"ciselets","sizlE",1,8
18058,"ciseleur","sizl9R",22,8
18059,"ciseleurs","sizl9R",10,9
18060,"ciselez","sizle",28,7
18061,"ciselure","sizlyR",27,8
18062,"ciselures","sizlyR",18,9
18063,"cispadane","sispadan",1,9
18064,"cisrhénane","sisRenan",0,10
18065,"ciste","sist",37,5
18066,"cistercien","sistERsj5",89,10
18067,"cistercienne","sistERsjEn",179,12
18068,"cisterciennes","sistERsjEn",49,13
18069,"cisterciens","sistERsj5",115,11
18070,"cistes","sist",32,6
18071,"cistre","sistR",20,6
18072,"cita","sita",126,4
18073,"citadelle","sitadEl",1142,9
18074,"citadelles","sitadEl",156,10
18075,"citadin","sitad5",217,7
18076,"citadine","sitadin",185,8
18077,"citadines","sitadin",118,9
18078,"citadins","sitad5",637,8
18079,"citai","sitE",4,5
18080,"citaient","sitE",26,8
18081,"citais","sitE",48,6
18082,"citait","sitE",186,6
18083,"citant","sit@",963,6
18084,"citât","sita",2,5
18085,"citation","sitasjA",2479,8
18086,"citations","sitasjA",2729,9
18087,"cite","sit",4500,4
18088,"cité","site",16199,4
18089,"citée","site",1523,5
18090,"citées","site",2410,6
18091,"citent","sit",311,6
18092,"citer","site",5460,5
18093,"citera","sitRa",275,6
18094,"citerai","sitRE",427,7
18095,"citerais","sitRE",66,8
18096,"citerait","sitRE",11,8
18097,"citèrent","sitER",6,8
18098,"citérieur","siteRj9R",0,9
18099,"citérieure","siteRj9R",2,10
18100,"citerne","sitERn",483,7
18101,"citernes","sitERn",493,8
18102,"citerons","sitRA",184,8
18103,"cites","sit",442,5
18104,"cités","site",5901,5
18105,"citez","site",305,5
18106,"cithare","sitaR",89,7
18107,"cithares","sitaR",21,8
18108,"cithariste","sitaRist",3,10
18109,"citiez","sitje",20,6
18110,"citions","sitjA",11,7
18111,"citons","sitA",2043,6
18112,"citoyen","sitwaj5",6973,7
18113,"citoyenne","sitwajEn",1432,9
18114,"citoyennes","sitwajEn",1149,10
18115,"citoyens","sitwaj5",12437,8
18116,"citrate","sitRat",87,7
18117,"citrates","sitRat",7,8
18118,"citrin","sitR5",12,6
18119,"citrine","sitRin",37,7
18120,"citrique","sitRik",108,8
18121,"citron","sitRA",2261,6
18122,"citronnade","sitROnad",11,10
18123,"citronnades","sitROnad",1,11
18124,"citronné","sitROne",43,8
18125,"citronnée","sitROne",62,9
18126,"citronnelle","sitROnEl",104,11
18127,"citronnelles","sitROnEl",1,12
18128,"citronnés","sitROne",9,9
18129,"citronnier","sitROnje",47,10
18130,"citronniers","sitROnje",60,11
18131,"citrons","sitRA",370,7
18132,"citrouille","sitRuj",283,10
18133,"citrouilles","sitRuj",149,11
18134,"citrus","sitRys",179,6
18135,"cive","siv",15,4
18136,"civelles","sivEl",22,8
18137,"civelots","sivlO",0,8
18138,"cives","siv",22,5
18139,"civet","sivE",133,5
18140,"civets","sivE",17,6
18141,"civette","sivEt",74,7
18142,"civière","sivjER",123,7
18143,"civières","sivjER",48,8
18144,"civil","sivil",11227,5
18145,"civile","sivil",11967,6
18146,"civilement","sivilm@",163,10
18147,"civiles","sivil",3362,7
18148,"civilise","siviliz",25,8
18149,"civilisent","siviliz",3,10
18150,"civilises","siviliz",9,9
18151,"civils","sivil",4343,6
18152,"civique","sivik",2110,7
18153,"civiques","sivik",867,8
18154,"civisme","sivism",470,7
18155,"clabaudages","klabOdaZ",1,11
18156,"clabaudaient","klabOdE",0,12
18157,"clabaudé","klabOde",0,8
18158,"clabaudent","klabOd",1,10
18159,"clabauder","klabOde",4,9
18160,"clabauderies","klabOdRi",1,12
18161,"clabote","klabOt",0,7
18162,"claboté","klabOte",0,7
18163,"clabotent","klabOt",0,9
18164,"claboter","klabOte",0,8
18165,"clac","klak",203,4
18166,"clade","klad",15,5
18167,"clades","klad",6,6
18168,"clafoutis","klafuti",76,9
18169,"claie","klE",46,5
18170,"claies","klE",50,6
18171,"clair","klER",16372,5
18172,"claire","klER",14296,6
18173,"clairement","klERm@",13388,10
18174,"claires","klER",3274,7
18175,"clairet","klERE",103,7
18176,"clairette","klEREt",138,9
18177,"clairière","klERjER",378,9
18178,"clairières","klERjER",142,10
18179,"clairon","klERA",180,7
18180,"claironna","klEROna",4,9
18181,"claironnait","klEROnE",9,11
18182,"claironnant","klEROn@",11,11
18183,"claironnante","klEROn@t",4,12
18184,"claironnantes","klEROn@t",1,13
18185,"claironnants","klEROn@",1,12
18186,"claironne","klEROn",28,9
18187,"claironné","klEROne",19,9
18188,"claironnement","klEROnm@",0,13
18189,"claironnent","klEROn",12,11
18190,"claironner","klEROne",25,10
18191,"claironnerait","klEROnRE",0,13
18192,"claironnés","klEROne",2,10
18193,"claironnions","klEROnjA",0,12
18194,"clairons","klERA",75,8
18195,"clairs","klER",2511,6
18196,"clairsemaient","klERsOmE",0,13
18197,"clairsemait","klERsOmE",0,11
18198,"clairsemant","klERsOm@",0,11
18199,"clairsemé","klERsOme",79,9
18200,"clairsème","klERsEm",0,9
18201,"clairsemée","klERsOme",79,10
18202,"clairsemées","klERsOme",40,11
18203,"clairsèment","klERsEm",1,11
18204,"clairsemés","klERsOme",62,10
18205,"clairvoyance","klERvwaj@s",404,12
18206,"clairvoyances","klERvwaj@s",1,13
18207,"clairvoyant","klERvwaj@",138,11
18208,"clairvoyante","klERvwaj@t",59,12
18209,"clairvoyantes","klERvwaj@t",13,13
18210,"clairvoyants","klERvwaj@",70,12
18211,"clam","klam",85,4
18212,"clama","klama",20,5
18213,"clamai","klamE",1,6
18214,"clamaient","klamE",24,9
18215,"clamais","klamE",2,7
18216,"clamait","klamE",58,7
18217,"clamant","klam@",74,7
18218,"clame","klam",306,5
18219,"clamé","klame",85,5
18220,"clamecé","klamse",0,7
18221,"clamecée","klamse",0,8
18222,"clamecer","klamse",0,8
18223,"clamée","klame",9,6
18224,"clamées","klame",3,7
18225,"clament","klam",126,7
18226,"clamer","klame",213,6
18227,"clameraient","klamRE",0,11
18228,"clamèrent","klamER",4,9
18229,"clamés","klame",5,6
18230,"clameur","klam9R",170,7
18231,"clameurs","klam9R",168,8
18232,"clamions","klamjA",1,8
18233,"clampin","kl@p5",8,7
18234,"clampins","kl@p5",9,8
18235,"clams","klam",33,5
18236,"clamse","klams",1,6
18237,"clamsé","klamse",2,6
18238,"clamsée","klamse",0,7
18239,"clamser","klamse",5,7
18240,"clamserai","klamsRE",0,9
18241,"clamserait","klamsRE",0,10
18242,"clamsés","klamse",1,7
18243,"clan","kl@",2013,4
18244,"clandé","kl@de",6,6
18245,"clandés","kl@de",1,7
18246,"clandestin","kl@dEst5",705,10
18247,"clandestine","kl@dEstin",708,11
18248,"clandestines","kl@dEstin",265,12
18249,"clandestins","kl@dEst5",879,11
18250,"clanique","klanik",58,8
18251,"claniques","klanik",48,9
18252,"clans","kl@",867,5
18253,"clap","klap",285,4
18254,"clapant","klap@",1,7
18255,"clape","klap",58,5
18256,"clapé","klape",7,5
18257,"clapent","klap",0,7
18258,"claper","klape",3,6
18259,"claperai","klapRE",0,8
18260,"clapes","klap",3,6
18261,"clapet","klapE",248,6
18262,"clapets","klapE",187,7
18263,"clapier","klapje",68,7
18264,"clapiers","klapje",57,8
18265,"clapir","klapiR",0,6
18266,"clapit","klapi",1,6
18267,"clapot","klapO",59,6
18268,"clapota","klapOta",0,7
18269,"clapotaient","klapOtE",2,11
18270,"clapotait","klapOtE",5,9
18271,"clapotant","klapOt@",5,9
18272,"clapotante","klapOt@t",2,10
18273,"clapotantes","klapOt@t",2,11
18274,"clapote","klapOt",9,7
18275,"clapotement","klapOtm@",11,11
18276,"clapotements","klapOtm@",6,12
18277,"clapotent","klapOt",4,9
18278,"clapoter","klapOte",7,8
18279,"clapoterait","klapOtRE",0,11
18280,"clapotis","klapOti",95,8
18281,"clappa","klapa",0,6
18282,"clappait","klapE",0,8
18283,"clappant","klap@",0,8
18284,"clappe","klap",4,6
18285,"clappement","klapm@",1,10
18286,"clappements","klapm@",1,11
18287,"claqua","klaka",45,6
18288,"claquage","klakaZ",78,8
18289,"claquages","klakaZ",18,9
18290,"claquai","klakE",2,7
18291,"claquaient","klakE",33,10
18292,"claquais","klakE",3,8
18293,"claquait","klakE",30,8
18294,"claquant","klak@",127,8
18295,"claquante","klak@t",4,9
18296,"claquantes","klak@t",3,10
18297,"claquants","klak@",3,9
18298,"claquât","klaka",0,7
18299,"claque","klak",584,6
18300,"claqué","klake",124,6
18301,"claquedent","klakd@",1,10
18302,"claquedents","klakd@",1,11
18303,"claquée","klake",13,7
18304,"claquées","klake",6,8
18305,"claquement","klakm@",142,10
18306,"claquements","klakm@",74,11
18307,"claquemurait","klakmyRE",0,12
18308,"claquemurant","klakmyR@",1,12
18309,"claquemuré","klakmyRe",6,10
18310,"claquemurée","klakmyRe",4,11
18311,"claquemurées","klakmyRe",1,12
18312,"claquemurer","klakmyRe",6,11
18313,"claquemures","klakmyR",0,11
18314,"claquemurés","klakmyRe",7,11
18315,"claquent","klak",116,8
18316,"claquer","klake",300,7
18317,"claquera","klakRa",4,8
18318,"claquerai","klakRE",1,9
18319,"claqueraient","klakRE",1,12
18320,"claquerait","klakRE",2,10
18321,"claquèrent","klakER",11,10
18322,"claques","klak",210,7
18323,"claqués","klake",6,7
18324,"claquetant","klakt@",1,10
18325,"claquetèrent","klaktER",0,12
18326,"claquettant","klakEt@",0,11
18327,"claquette","klakEt",59,9
18328,"claquettes","klakEt",148,10
18329,"claqueurs","klak9R",3,9
18330,"claquez","klake",12,7
18331,"claquions","klakjA",0,9
18332,"claquoirs","klakwaR",1,9
18333,"clarifia","klaRifja",7,8
18334,"clarifiaient","klaRifjE",2,12
18335,"clarifiant","klaRifj@",105,10
18336,"clarifie","klaRifi",271,8
18337,"clarifié","klaRifje",261,8
18338,"clarifiée","klaRifje",125,9
18339,"clarifiées","klaRifje",135,10
18340,"clarifier","klaRifje",2108,9
18341,"clarifiés","klaRifje",76,9
18342,"clarifiez","klaRifje",17,9
18343,"clarine","klaRin",69,7
18344,"clarines","klaRin",25,8
18345,"clarinette","klaRinEt",736,10
18346,"clarinettes","klaRinEt",174,11
18347,"clarisse","klaRis",357,8
18348,"clarisses","klaRis",53,9
18349,"clarté","klaRte",3212,6
18350,"clartés","klaRte",125,7
18351,"clas","kla",160,4
18352,"clash","klaS",212,5
18353,"class","klas",3405,5
18354,"classa","klasa",45,6
18355,"classable","klasabl",16,9
18356,"classaient","klasE",30,10
18357,"classais","klasE",4,8
18358,"classait","klasE",106,8
18359,"classant","klas@",284,8
18360,"classe","klas",28825,6
18361,"classé","klase",4810,6
18362,"classée","klase",1838,7
18363,"classées","klase",4638,8
18364,"classement","klasm@",16852,10
18365,"classements","klasm@",2583,11
18366,"classent","klas",365,8
18367,"classer","klase",2819,7
18368,"classera","klasRa",54,8
18369,"classerai","klasRE",8,9
18370,"classeraient","klasRE",5,12
18371,"classerais","klasRE",9,10
18372,"classerait","klasRE",20,10
18373,"classèrent","klasER",6,10
18374,"classerons","klasRA",11,10
18375,"classeront","klasRA",15,10
18376,"classes","klas",14401,7
18377,"classés","klase",5618,7
18378,"classeur","klas9R",852,8
18379,"classeurs","klas9R",407,9
18380,"classeuses","klas2z",6,10
18381,"classez","klase",115,7
18382,"classicisme","klasisism",361,11
18383,"classicismes","klasisism",4,12
18384,"classifié","klasifje",118,9
18385,"classifiées","klasifje",107,11
18386,"classifient","klasifi",23,11
18387,"classifier","klasifje",288,10
18388,"classifiés","klasifje",203,10
18389,"classions","klasjA",1,9
18390,"classique","klasik",16379,9
18391,"classiquement","klasikm@",526,13
18392,"classiques","klasik",9083,10
18393,"classons","klasA",37,8
18394,"clathres","klatR",0,8
18395,"claude","klOd",29468,6
18396,"claudélien","klOdelj5",2,10
18397,"claudélienne","klOdeljEn",3,12
18398,"claudéliens","klOdelj5",1,11
18399,"claudes","klOd",14,7
18400,"claudicant","klOdik@",2,10
18401,"claudicante","klOdik@t",3,11
18402,"claudicants","klOdik@",1,11
18403,"claudiquait","klOdikE",1,11
18404,"claudiquant","klOdik@",9,11
18405,"claudiquerait","klOdikRE",0,13
18406,"clause","klOz",3254,6
18407,"clauses","klOz",2540,7
18408,"claustrait","klOstRE",0,10
18409,"claustral","klOstRal",8,9
18410,"claustrale","klOstRal",7,10
18411,"claustrales","klOstRal",2,11
18412,"claustrant","klOstR@",0,10
18413,"claustration","klOstRasjA",22,12
18414,"claustrée","klOstRe",1,9
18415,"claustrer","klOstRe",1,9
18416,"claustrophobe","klOstROfOb",26,13
18417,"clausus","klOzys",119,7
18418,"clavaire","klavER",7,8
18419,"clavaires","klavER",4,9
18420,"claveau","klavO",107,7
18421,"claveaux","klavO",14,8
18422,"clavecin","klavs5",396,8
18423,"claveciniste","klavsinist",50,12
18424,"clavecinistes","klavsinist",12,13
18425,"clavecins","klavs5",46,9
18426,"claveté","klavte",1,7
18427,"clavetés","klavte",1,8
18428,"clavette","klavEt",51,8
18429,"clavettes","klavEt",27,9
18430,"claviceps","klavisEps",4,9
18431,"clavicule","klavikyl",118,9
18432,"clavicules","klavikyl",25,10
18433,"clavier","klavje",9345,7
18434,"claviers","klavje",1465,8
18435,"claviste","klavist",13,8
18436,"clayettes","klajEt",23,9
18437,"clayon","klEjA",3,6
18438,"clayonnage","klEjOnaZ",10,10
18439,"clayonnages","klEjOnaZ",4,11
18440,"clayonnée","klEjOne",0,9
18441,"clayonnées","klEjOne",0,10
18442,"clayonnés","klEjOne",0,9
18443,"clayons","klEjA",1,7
18444,"clé","kle",12931,3
18445,"clean","klin",822,5
18446,"cleans","klin",10,6
18447,"clearing","kliRiG",230,8
18448,"clearings","kliRiG",3,9
18449,"clébard","klebaR",19,7
18450,"clébards","klebaR",8,8
18451,"clebs","klEps",24,5
18452,"clef","kle",8568,4
18453,"clefs","kle",6263,5
18454,"clématite","klematit",36,9
18455,"clématites","klematit",38,10
18456,"clémence","klem@s",956,8
18457,"clément","klem@",3787,7
18458,"clémente","klem@t",158,8
18459,"clémentes","klem@t",65,9
18460,"clémentine","klem@tin",456,10
18461,"clémentines","klem@tin",45,11
18462,"cléments","klem@",82,8
18463,"clenche","kl@S",14,7
18464,"clenches","kl@S",3,8
18465,"clenchettes","kl@SEt",0,11
18466,"clepsydre","klEpsidR",69,9
18467,"clepsydres","klEpsidR",13,10
18468,"clerc","klER",1015,5
18469,"clercs","klER",465,6
18470,"clergé","klERZe",1072,6
18471,"clergeon","klERZA",17,8
18472,"clergés","klERZe",22,7
18473,"clergyman","klERZiman",16,9
18474,"clérical","kleRikal",85,8
18475,"cléricale","kleRikal",83,9
18476,"cléricales","kleRikal",36,10
18477,"cléricaux","kleRikO",38,9
18478,"clés","kle",21274,4
18479,"clic","klik",4792,4
18480,"clichage","kliSaZ",13,8
18481,"cliché","kliSe",1095,6
18482,"clichée","kliSe",4,7
18483,"clichées","kliSe",4,8
18484,"clicher","kliSe",9,7
18485,"clicherie","kliSRi",3,9
18486,"clichés","kliSe",1928,7
18487,"clicheur","kliS9R",2,8
18488,"clics","klik",1182,5
18489,"client","klij@",23258,6
18490,"cliente","klij@t",659,7
18491,"clientèle","klij@tEl",12675,9
18492,"clientèles","klij@tEl",978,10
18493,"clientes","klij@t",807,8
18494,"clients","klij@",28058,7
18495,"cligna","kliNa",21,6
18496,"clignaient","kliNE",5,10
18497,"clignais","kliNE",1,8
18498,"clignait","kliNE",13,8
18499,"clignant","kliN@",38,8
18500,"cligne","kliN",41,6
18501,"cligné","kliNe",6,6
18502,"clignées","kliNe",0,8
18503,"clignement","kliNm@",35,10
18504,"clignements","kliNm@",15,11
18505,"clignent","kliN",13,8
18506,"cligner","kliNe",44,7
18507,"clignera","kliNRa",1,8
18508,"clignèrent","kliNER",1,10
18509,"clignés","kliNe",0,7
18510,"clignons","kliNA",1,8
18511,"clignota","kliNOta",3,8
18512,"clignotaient","kliNOtE",14,12
18513,"clignotait","kliNOtE",14,10
18514,"clignotant","kliNOt@",273,10
18515,"clignotante","kliNOt@t",59,11
18516,"clignotantes","kliNOt@t",38,12
18517,"clignotants","kliNOt@",246,11
18518,"clignote","kliNOt",178,8
18519,"clignoté","kliNOte",3,8
18520,"clignotement","kliNOtm@",99,12
18521,"clignotements","kliNOtm@",18,13
18522,"clignotent","kliNOt",75,10
18523,"clignoter","kliNOte",111,9
18524,"clignoterait","kliNOtRE",0,12
18525,"clignotèrent","kliNOtER",1,12
18526,"clignoteur","kliNOt9R",7,10
18527,"clignoteurs","kliNOt9R",8,11
18528,"clilles","klil",0,7
18529,"climat","klima",9124,6
18530,"climatique","klimatik",1624,10
18531,"climatiques","klimatik",2793,11
18532,"climatisme","klimatism",14,10
18533,"climats","klima",897,7
18534,"climax","klimaks",125,6
18535,"clin","kl5",2122,4
18536,"clinicien","klinisj5",296,9
