id,word,freq,len,,,
6362,dubs,0.0784,4,,,
6363,ducal,0.0784,5,,,
6364,ducat,0.0784,5,,,
6365,ducats,0.8039,6,,,
6366,duce,0.0392,4,,,
6367,duchess,1.1176,7,,,
6368,duchy,0.0588,5,,,
6369,duck,18.3922,4,,,
6370,ducked,1.1765,6,,,
6371,ducking,1.3137,7,,,
6372,duckling,0.6078,8,,,
6373,ducklings,0.1176,9,,,
6374,ducks,5.2941,5,,,
6375,duckweed,0.0196,8,,,
6376,ducky,0.9804,5,,,
6377,duct,2.8039,4,,,
6378,ductile,0.0196,7,,,
6379,ducts,1.0588,5,,,
6380,dud,0.7451,3,,,
6381,dude,54.5686,4,,,
6382,dudes,5.8627,5,,,
6383,dudgeon,0.098,7,,,
6384,duds,0.8431,4,,,
6385,due,41.2353,3,,,
6386,duel,2.2549,4,,,
6387,duels,0.2353,5,,,
6388,dues,1.9608,4,,,
6389,duet,1.1765,4,,,
6390,duets,0.1765,5,,,
6391,duff,0.3529,4,,,
6392,duffel,1.4314,6,,,
6393,duffer,0.1961,6,,,
6394,duffers,0.0196,7,,,
6395,duffs,0.0588,5,,,
6396,dug,8.6471,3,,,
6397,dugout,0.7647,6,,,
6398,dugouts,0.0392,7,,,
6399,duke,4.0392,4,,,
6400,dukedom,0.098,7,,,
6401,dukes,0.6667,5,,,
6402,dulcet,0.1373,6,,,
6403,dull,11.2745,4,,,
6404,dullard,0.2745,7,,,
6405,dullards,0.0588,8,,,
6406,dulled,0.1961,6,,,
6407,duller,0.2549,6,,,
6408,dullest,0.3333,7,,,
6409,dullness,0.1373,8,,,
6410,dulls,0.1569,5,,,
6411,dully,0.0392,5,,,
6412,duly,0.9608,4,,,
6413,dumb,42.549,4,,,
6414,dumbbell,0.4118,8,,,
6415,dumbbells,0.098,9,,,
6416,dumbest,2.4314,7,,,
6417,dumbly,0.0392,6,,,
6418,dumbness,0.098,8,,,
6419,dummies,1.0588,7,,,
6420,dummy,8.6275,5,,,
6421,dump,26.8824,4,,,
6422,dumped,17.4706,6,,,
6423,dumper,0.1569,6,,,
6424,dumpers,0.0392,7,,,
6425,dumpier,0.0196,7,,,
6426,dumping,3.8039,7,,,
6427,dumpling,0.8039,8,,,
6428,dumplings,1.3529,9,,,
6429,dumps,2.5686,5,,,
6430,dumpy,0.2549,5,,,
6431,dums,0.0196,4,,,
6432,dun,0.1373,3,,,
6433,dunce,0.4706,5,,,
6434,dunces,0.1373,6,,,
6435,dune,0.5686,4,,,
6436,dunes,0.5294,5,,,
6437,dung,1.5882,4,,,
6438,dungeon,2.4118,7,,,
6439,dungeons,0.5098,8,,,
6440,dunghill,0.0784,8,,,
6441,dunk,2.0980000000000003,4,,,
6442,dunked,0.4118,6,,,
6443,dunking,0.3725,7,,,
6444,dunks,0.1373,5,,,
6445,duo,0.7255,3,,,
6446,dupe,0.6471,4,,,
6447,duped,0.7647,5,,,
6448,dupes,0.0196,5,,,
6449,duping,0.0196,6,,,
6450,duplex,0.4314,6,,,
6451,durbar,0.0196,6,,,
6452,duress,1.1176,6,,,
6453,during,66.0588,6,,,
6454,durst,0.1373,5,,,
6455,dusk,1.0196,4,,,
6456,dusky,0.3333,5,,,
6457,dust,21.7059,4,,,
6458,dustbin,0.1373,7,,,
6459,dustbowl,0.0196,8,,,
6460,dusted,1.0588,6,,,
6461,duster,0.3725,6,,,
6462,dusters,0.2549,7,,,
6463,dustier,0.0196,7,,,
6464,dusting,1.1176,7,,,
6465,dustman,0.0784,7,,,
6466,dustpan,0.2353,7,,,
6467,dusts,0.0784,5,,,
6468,dusty,2.5294,5,,,
6469,dutch,0.2549,5,,,
6470,duties,7.7843,6,,,
6471,duty,49.3529,4,,,
6472,duvet,0.2353,5,,,
6473,dwarf,2.4706,5,,,
6474,dwarfed,0.0588,7,,,
6475,dwarfing,0.0392,8,,,
6476,dwarfish,0.0392,8,,,
6477,dwarfs,0.6863,6,,,
6478,dwell,2.7647,5,,,
6479,dwelled,0.0784,7,,,
6480,dweller,0.1765,7,,,
6481,dwellers,0.2745,8,,,
6482,dwelling,1.3137,8,,,
6483,dwellings,0.1765,9,,,
6484,dwells,0.3137,6,,,
6485,dwelt,0.0784,5,,,
6486,dwindle,0.098,7,,,
6487,dwindled,0.0784,8,,,
6488,dwindles,0.0196,8,,,
6489,dye,3.6471,3,,,
6490,dyed,1.3333,4,,,
6491,dyeing,0.2157,6,,,
6492,dyer,0.1176,4,,,
6493,dyes,0.5686,4,,,
6494,dyin,1.8039,4,,,
6495,dying,64.8039,5,,,
6496,dyke,2.0392,4,,,
6497,each,234.0784,4,,,
6498,eager,6.3725,5,,,
6499,eagle,5.2353,5,,,
6500,eagles,1.2549,6,,,
6501,ealth,0.0196,5,,,
6502,ear,30.9608,3,,,
6503,earache,0.2157,7,,,
6504,eardrum,0.2941,7,,,
6505,eardrums,0.5098,8,,,
6506,eared,0.0196,5,,,
6507,earful,0.4314,6,,,
6508,earl,0.3725,4,,,
6509,earldom,0.0588,7,,,
6510,earlier,37.549,7,,,
6511,earlobe,0.3333,7,,,
6512,earlobes,0.2745,8,,,
6513,earls,0.1765,5,,,
6514,early,102.3725,5,,,
6515,earmark,0.0588,7,,,
6516,earmarked,0.1961,9,,,
6517,earmarks,0.1569,8,,,
6518,earmuffs,0.2549,8,,,
6519,earn,14.9216,4,,,
6520,earned,12.5882,6,,,
6521,earner,0.3529,6,,,
6522,earners,0.1569,7,,,
6523,earnest,1.5294,7,,,
6524,earning,2.3922,7,,,
6525,earnings,0.9216,8,,,
6526,earns,0.9608,5,,,
6527,earphone,0.1176,8,,,
6528,earphones,0.2941,9,,,
6529,earpiece,0.4902,8,,,
6530,earplugs,0.8039,8,,,
6531,earring,2.6078,7,,,
6532,earrings,5.7843,8,,,
6533,ears,32.7059,4,,,
6534,earshot,0.3725,7,,,
6535,earth,54.3725,5,,,
6536,earthbound,0.3137,10,,,
6537,earthed,0.0196,7,,,
6538,earthen,0.0588,7,,,
6539,earthling,0.3725,9,,,
6540,earthlings,0.2353,10,,,
6541,earthly,1.4118,7,,,
6542,earthquake,5.3529,10,,,
6543,earthquakes,1.0979999999999999,11,,,
6544,earths,0.098,6,,,
6545,earthworm,0.1176,9,,,
6546,earthworms,0.1961,10,,,
6547,earthy,0.3725,6,,,
6548,earwax,0.1176,6,,,
6549,earwig,0.098,6,,,
6550,earwigs,0.0196,7,,,
6551,ease,16.5098,4,,,
6552,eased,0.5098,5,,,
6553,easel,0.2745,5,,,
6554,easels,0.0196,6,,,
6555,eases,0.3137,5,,,
6556,easier,38.1961,6,,,
6557,easing,0.5686,6,,,
6558,east,20.1373,4,,,
6559,eastbound,0.5686,9,,,
6560,easter,0.2353,6,,,
6561,eastern,2.4706,7,,,
6562,eastward,0.1176,8,,,
6563,easy,212.7647,4,,,
6564,eat,227.7647,3,,,
6565,eaten,17.9412,5,,,
6566,eater,1.4509999999999998,5,,,
6567,eaters,0.4314,6,,,
6568,eating,57.9216,6,,,
6569,eats,12.1569,4,,,
6570,eaves,0.0588,5,,,
6571,eavesdrop,0.7843,9,,,
6572,eavesdropped,0.1373,12,,,
6573,ebb,0.3137,3,,,
6574,ebbed,0.0392,5,,,
6575,ebbing,0.0588,6,,,
6576,ebbs,0.1373,4,,,
6577,echo,3.3529,4,,,
6578,echoed,0.2549,6,,,
6579,echoes,1.2157,6,,,
6580,eclipse,2.2941,7,,,
6581,eclipsed,0.1765,8,,,
6582,eddies,0.0392,6,,,
6583,eddy,0.0392,4,,,
6584,eden,0.0196,4,,,
6585,edge,22.549,4,,,
6586,edged,0.1765,5,,,
6587,edges,2.8039,5,,,
6588,edgeways,0.0588,8,,,
6589,edgewise,0.3333,8,,,
6590,edgier,0.098,6,,,
6591,edging,0.2745,6,,,
6592,edgy,2.1569,4,,,
6593,edict,0.2941,5,,,
6594,edicts,0.1569,6,,,
6595,edit,1.2745,4,,,
6596,edits,0.1765,5,,,
6597,eel,1.2549,3,,,
6598,eels,0.6863,4,,,
6599,eeps,0.0588,4,,,
6600,eerie,1.4902,5,,,
6601,eff,0.2549,3,,,
6602,efface,0.0196,6,,,
6603,effaced,0.098,7,,,
6604,effect,23.5294,6,,,
6605,effects,12.5686,7,,,
6606,effed,0.0196,5,,,
6607,effete,0.0588,6,,,
6608,effing,0.2745,6,,,
6609,effluent,0.0784,8,,,
6610,effort,19.3137,6,,,
6611,efforts,7.2157,7,,,
6612,egg,24.2549,3,,,
6613,eggcup,0.0196,6,,,
6614,egghead,0.7843,7,,,
6615,eggheads,0.3333,8,,,
6616,eggplant,0.902,8,,,
6617,eggplants,0.1373,9,,,
6618,eggs,36.1176,4,,,
6619,eggshell,0.3333,8,,,
6620,eggshells,0.2941,9,,,
6621,ego,7.1961,3,,,
6622,egos,0.8824,4,,,
6623,egress,0.1961,6,,,
6624,egret,0.0392,5,,,
6625,egrets,0.0588,6,,,
6626,egypt,0.0392,5,,,
6627,eh,37.5882,2,,,
6628,eider,0.0392,5,,,
6629,eight,73.3922,5,,,
6630,eighteen,2.5098,8,,,
6631,eighteenth,0.2745,10,,,
6632,eighth,5.1176,6,,,
6633,eighths,0.1176,7,,,
6634,eighties,0.3333,8,,,
6635,eightieth,0.0196,9,,,
6636,eights,0.9608,6,,,
6637,eighty,1.2549,6,,,
6638,either,157.3137,6,,,
6639,eject,0.9608,5,,,
6640,ejects,0.0392,6,,,
6641,ek,0.0196,2,,,
6642,el,3.2157,2,,,
6643,eland,0.0196,5,,,
6644,elapsed,0.4314,7,,,
6645,elbow,5.8235,5,,,
6646,elbowed,0.1176,7,,,
6647,elbows,2.1373,6,,,
6648,elder,2.0980000000000003,5,,,
6649,elders,2.4118,6,,,
6650,eldest,1.5098,6,,,
6651,elect,1.3333,5,,,
6652,elects,0.1961,6,,,
6653,elf,3.0980000000000003,3,,,
6654,elfin,0.1569,5,,,
6655,elite,2.6078,5,,,
6656,elites,0.0392,6,,,
6657,elk,0.7647,3,,,
6658,elks,0.0784,4,,,
6659,elm,0.3137,3,,,
6660,elms,0.0196,4,,,
6661,elope,1.1765,5,,,
6662,eloped,0.7059,6,,,
6663,elopes,0.0392,6,,,
6664,els,0.0588,3,,,
6665,else,448.4706,4,,,
6666,elsewhere,5.7451,9,,,
6667,elude,0.4118,5,,,
6668,eludes,0.1961,6,,,
6669,elves,2.6863,5,,,
6670,elvish,0.0392,6,,,
6671,embalm,0.0588,6,,,
6672,embalmed,0.3922,8,,,
6673,embark,1.2549,6,,,
6674,embarked,0.451,8,,,
6675,embarks,0.0392,7,,,
6676,embed,0.0588,5,,,
6677,ember,0.1961,5,,,
6678,embers,0.1765,6,,,
6679,emblem,0.6078,6,,,
6680,embossed,0.1765,8,,,
6681,embrace,6.5294,7,,,
6682,embraced,1.3137,8,,,
6683,embroil,0.0196,7,,,
6684,embroiled,0.1176,9,,,
6685,emerge,1.7255,6,,,
6686,emerged,1.4706,7,,,
6687,emir,0.2941,4,,,
6688,emit,0.3922,4,,,
6689,emits,0.3529,5,,,
6690,employ,3.2549,6,,,
6691,employed,3.9216,8,,,
6692,employs,0.4902,7,,,
6693,empress,0.6275,7,,,
6694,emptied,1.8039,7,,,
6695,emptier,0.1373,7,,,
6696,empties,0.6667,7,,,
6697,empty,43.4118,5,,,
6698,emus,0.0784,4,,,
6699,enact,0.1569,5,,,
6700,encamp,0.0196,6,,,
6701,encamped,0.1176,8,,,
6702,encase,0.0392,6,,,
6703,encased,0.5098,7,,,
6704,enchant,0.2941,7,,,
6705,enchants,0.0784,8,,,
6706,enclave,0.0588,7,,,
6707,enclaves,0.0196,8,,,
6708,enclose,0.3137,7,,,
6709,enclosed,1.0979999999999999,8,,,
6710,encode,0.098,6,,,
6711,encore,1.5294,6,,,
6712,encores,0.1373,7,,,
6713,encroach,0.0588,8,,,
6714,encrust,0.0196,7,,,
6715,end,252.5686,3,,,
6716,ended,29.1176,5,,,
6717,ending,15.4706,6,,,
6718,endings,2.0588,7,,,
6719,endive,0.1373,6,,,
6720,endives,0.0196,7,,,
6721,endless,6.0392,7,,,
6722,endorse,1.6078,7,,,
6723,endorsed,0.4706,8,,,
6724,endow,0.1961,5,,,
6725,endowed,0.6078,7,,,
6726,endows,0.0196,6,,,
6727,ends,30.0784,4,,,
6728,endure,4.3922,6,,,
6729,endured,1.4314,7,,,
6730,endures,0.4902,7,,,
6731,enfold,0.2941,6,,,
6732,enforce,1.6667,7,,,
6733,enforced,0.8235,8,,,
6734,engage,5.0588,6,,,
6735,engaged,24.8627,7,,,
6736,engine,27.3137,6,,,
6737,engines,9.7255,7,,,
6738,english,1.2745,7,,,
6739,engrave,0.2941,7,,,
6740,engraved,1.5882,8,,,
6741,engross,0.0196,7,,,
6742,engrossed,0.1373,9,,,
6743,engulf,0.098,6,,,
6744,engulfed,0.2745,8,,,
6745,engulfs,0.098,7,,,
6746,enhance,1.9216,7,,,
6747,enhanced,0.902,8,,,
6748,enjoin,0.1569,6,,,
6749,enjoined,0.098,8,,,
6750,enjoy,61.7451,5,,,
6751,enjoyed,17.7451,7,,,
6752,enjoys,2.8627,6,,,
6753,enlarge,0.7843,7,,,
6754,enlarged,1.0,8,,,
6755,enlist,1.4509999999999998,6,,,
6756,enlists,0.098,7,,,
6757,enmesh,0.0196,6,,,
6758,enmeshed,0.0392,8,,,
6759,ennui,0.3333,5,,,
6760,enough,469.9608,6,,,
6761,enrage,0.2745,6,,,
6762,enraged,0.6667,7,,,
6763,enrich,0.2353,6,,,
6764,enriched,0.4118,8,,,
6765,enrol,0.1176,5,,,
6766,ensconced,0.1569,9,,,
6767,enshrine,0.0196,8,,,
6768,enshrined,0.1569,9,,,
6769,enshrines,0.0196,9,,,
6770,ensign,0.5686,6,,,
6771,ensigns,0.0588,7,,,
6772,enslave,0.6471,7,,,
6773,enslaved,0.7843,8,,,
6774,enslaves,0.0392,8,,,
6775,ensnare,0.1176,7,,,
6776,ensnared,0.0392,8,,,
6777,ensnares,0.0196,8,,,
6778,ensue,0.1961,5,,,
6779,ensued,0.3137,6,,,
6780,ensues,0.1765,6,,,
6781,ensure,4.8824,6,,,
6782,ensured,0.3137,7,,,
6783,ensures,0.2353,7,,,
6784,entail,0.5686,6,,,
6785,entailed,0.1176,8,,,
6786,entails,0.4314,7,,,
6787,entente,0.0196,7,,,
6788,enter,25.7059,5,,,
6789,entered,14.3529,7,,,
6790,enters,3.7255,6,,,
6791,enthral,0.0392,7,,,
6792,enthralled,0.1569,10,,,
6793,enthroned,0.0784,9,,,
6794,enthused,0.2745,8,,,
6795,entice,0.4706,6,,,
6796,enticed,0.1569,7,,,
6797,enticing,0.451,8,,,
6798,entomb,0.098,6,,,
6799,entombed,0.2549,8,,,
6800,entrails,0.8235,8,,,
6801,entrained,0.0196,9,,,
6802,entrance,15.3725,8,,,
6803,entranced,0.0588,9,,,
6804,entrant,0.0196,7,,,
6805,entrants,0.0392,8,,,
6806,entrap,0.1765,6,,,
6807,entrapped,0.0588,9,,,
6808,entreat,0.3922,7,,,
6809,entrenched,0.1765,10,,,
6810,entries,1.0784,7,,,
6811,entrust,0.7255,7,,,
6812,entrusts,0.0588,8,,,
6813,entry,11.3922,5,,,
6814,entwine,0.1569,7,,,
6815,entwined,0.3922,8,,,
6816,envied,0.9412,6,,,
6817,envies,0.1961,6,,,
6818,envious,1.2353,7,,,
6819,envoy,0.6275,5,,,
6820,envoys,0.1569,6,,,
6821,envy,9.1569,4,,,
6822,enzyme,1.0196,6,,,
6823,enzymes,0.8824,7,,,
6824,epic,2.2745,4,,,
6825,epics,0.0588,5,,,
6826,epoch,0.1176,5,,,
6827,equal,12.549000000000001,5,,,
6828,equalled,0.0392,8,,,
6829,equals,4.5098,6,,,
6830,equate,0.3922,6,,,
6831,equates,0.0196,7,,,
6832,equine,0.0784,6,,,
6833,equip,0.3333,5,,,
6834,equipped,4.1569,8,,,
6835,equips,0.3725,6,,,
6836,er,16.3922,2,,,
6837,era,5.1373,3,,,
6838,eras,0.3529,4,,,
6839,erase,5.6471,5,,,
6840,erased,3.8039,6,,,
6841,ere,1.9608,3,,,
6842,erect,1.1176,5,,,
6843,erg,0.098,3,,,
6844,ergo,0.1961,4,,,
6845,ermine,0.4902,6,,,
6846,ermines,0.0196,7,,,
6847,erode,0.1176,5,,,
6848,err,1.2157,3,,,
6849,errand,3.8627,6,,,
6850,errands,3.6471,7,,,
6851,errant,0.4902,6,,,
6852,erred,0.1373,5,,,
6853,erring,0.0392,6,,,
6854,error,8.7647,5,,,
6855,errors,1.6667,6,,,
6856,errs,0.0588,4,,,
6857,ersatz,0.1176,6,,,
6858,erupt,0.3922,5,,,
6859,erupts,0.2549,6,,,
6860,escape,42.098,6,,,
6861,escaped,18.7451,7,,,
6862,escapes,2.451,7,,,
6863,eschew,0.0196,6,,,
6864,eschewed,0.0196,8,,,
6865,eschews,0.0392,7,,,
6866,escort,13.3137,6,,,
6867,escorts,1.0784,7,,,
6868,espouse,0.0392,7,,,
6869,espoused,0.0392,8,,,
6870,esprit,0.1569,6,,,
6871,espy,0.0392,4,,,
6872,essay,6.0392,5,,,
6873,essays,0.9804,6,,,
6874,essence,5.4706,7,,,
6875,estate,20.0392,6,,,
6876,estates,0.6667,7,,,
6877,esteem,1.6275,6,,,
6878,esteemed,1.4706,8,,,
6879,esteems,0.0392,7,,,
6880,ester,0.0196,5,,,
6881,estrange,0.0392,8,,,
6882,estranged,0.4118,9,,,
6883,etch,0.0588,4,,,
6884,etched,0.451,6,,,
6885,etcher,0.0392,6,,,
6886,etching,0.2157,7,,,
6887,etchings,0.1961,8,,,
6888,ether,1.9608,5,,,
6889,ethic,1.0196,5,,,
6890,ethics,4.902,6,,,
6891,ethnic,1.5098,6,,,
6892,ethos,0.1373,5,,,
6893,ethyl,0.1569,5,,,
6894,eunuch,0.9412,6,,,
6895,eunuchs,0.3333,7,,,
6896,europe,0.1176,6,,,
6897,evade,0.8627,5,,,
6898,evades,0.0588,6,,,
6899,eve,2.3333,3,,,
6900,even,751.8824,4,,,
6901,evened,0.1765,6,,,
6902,evenings,2.5686,8,,,
6903,evens,0.4902,5,,,
6904,event,26.0196,5,,,
6905,events,16.4314,6,,,
6906,ever,669.3725,4,,,669.3725
6907,every,439.4706,5,,,
6908,evict,0.6471,5,,,
6909,evicts,0.0392,6,,,
6910,evil,64.0392,4,,,
6911,evils,1.3922,5,,,
6912,evinced,0.0588,7,,,
6913,evoke,0.2549,5,,,
6914,evoked,0.098,6,,,
6915,evokes,0.2549,6,,,
6916,evolve,1.5882,6,,,
6917,evolved,3.1569,7,,,
6918,evolves,0.1569,7,,,
6919,ewe,0.2745,3,,,
6920,ewes,0.0392,4,,,
6921,ex,10.0196,2,,,
6922,exact,21.9608,5,,,
6923,exacts,0.0784,6,,,
6924,exalt,0.1961,5,,,
6925,exalts,0.0588,6,,,
6926,exam,11.0196,4,,,
6927,exams,2.7255,5,,,
6928,exceed,1.2549,6,,,
6929,exceeds,0.7255,7,,,
6930,excel,0.6078,5,,,
6931,excelled,0.3725,8,,,
6932,excels,0.1961,6,,,
6933,except,67.3333,6,,,
6934,excerpt,0.0784,7,,,
6935,excerpts,0.1765,8,,,
6936,excess,2.8824,6,,,
6937,exchange,18.6667,8,,,
6938,exchanged,2.0392,9,,,
6939,excise,0.1176,6,,,
6940,excised,0.098,7,,,
6941,excite,2.0784,6,,,
6942,excites,1.1569,7,,,
6943,exclaim,0.1373,7,,,
6944,exclaimed,0.0588,9,,,
6945,exclaims,0.0588,8,,,
6946,exclude,0.9608,7,,,
6947,excludes,0.2745,8,,,
6948,excrete,0.0392,7,,,
6949,excretes,0.0784,8,,,
6950,excuse,81.4314,6,,,
6951,excused,3.8824,7,,,
6952,exempt,0.7255,6,,,
6953,exempts,0.0588,7,,,
6954,exert,0.6667,5,,,
6955,exerts,0.1373,6,,,
6956,exes,0.2745,4,,,
6957,exhale,0.6275,6,,,
6958,exhaled,0.0392,7,,,
6959,exhales,0.7255,7,,,
6960,exhaust,2.0980000000000003,7,,,
6961,exhausts,0.1176,8,,,
6962,exhume,0.4314,6,,,
6963,exhumed,0.3529,7,,,
6964,exile,1.6471,5,,,
6965,exiled,0.8824,6,,,
6966,exiles,0.1961,6,,,
6967,exist,28.9412,5,,,
6968,exists,11.2745,6,,,
6969,exit,13.7451,4,,,
6970,exits,3.5098,5,,,
6971,expand,3.2549,6,,,
6972,expands,0.5098,7,,,
6973,expanse,0.1765,7,,,
6974,expect,102.3529,6,,,
6975,expects,4.4314,7,,,
6976,expel,1.2549,5,,,
6977,expelled,4.3333,8,,,
6978,expels,0.0784,6,,,
6979,expend,0.0784,6,,,
6980,expense,7.3725,7,,,
6981,expert,21.6667,6,,,
6982,experts,6.4902,7,,,
6983,expire,0.902,6,,,
6984,expired,2.4706,7,,,
6985,expires,1.0979999999999999,7,,,
6986,explain,104.3333,7,,,
6987,explained,11.549000000000001,9,,,
6988,explains,8.3922,8,,,
6989,explode,9.4706,7,,,
6990,explodes,2.2745,8,,,
6991,exploit,2.3922,7,,,
6992,exploits,0.9412,8,,,
6993,explore,6.0392,7,,,
6994,explored,1.2549,8,,,
6995,explores,0.2157,8,,,
6996,expo,0.1961,4,,,
6997,export,1.1765,6,,,
6998,exports,0.3333,7,,,
6999,expos,0.0392,5,,,
7000,expose,6.6863,6,,,
7001,exposed,10.2549,7,,,
7002,expound,0.098,7,,,
7003,express,12.7451,7,,,
7004,expressed,3.2157,9,,,
7005,expunge,0.098,7,,,
7006,expunged,0.3725,8,,,
7007,extant,0.1176,6,,,
7008,extend,5.6275,6,,,
7009,extends,0.9608,7,,,
7010,extent,4.0392,6,,,
7011,extinct,2.4314,7,,,
7012,extol,0.0392,5,,,
7013,extolled,0.0392,8,,,
7014,extols,0.0196,6,,,
7015,extra,53.8039,5,,,
7016,extract,2.7451,7,,,
7017,extracts,0.1765,8,,,
7018,extras,1.9608,6,,,
7019,extreme,9.8431,7,,,
7020,extremes,0.6667,8,,,
7021,exude,0.2157,5,,,
7022,exudes,0.1765,6,,,
7023,eye,107.1373,3,,,
7024,eyeball,1.7451,7,,,
7025,eyeballs,2.7451,8,,,
7026,eyebrow,1.3529,7,,,
7027,eyebrows,3.2353,8,,,
7028,eyed,0.6078,4,,,
7029,eyedrops,0.4902,8,,,
7030,eyeful,0.4314,6,,,
7031,eyeglass,0.0588,8,,,
7032,eyeing,0.7843,6,,,
7033,eyelash,0.8039,7,,,
7034,eyeless,0.0392,7,,,
7035,eyelets,0.0196,7,,,
7036,eyelid,0.3137,6,,,
7037,eyelids,1.5294,7,,,
7038,eyepiece,0.0392,8,,,
7039,eyes,214.5098,4,,,
7040,eyesight,1.8627,8,,,
7041,eyesore,0.3333,7,,,
7042,eyesores,0.0392,8,,,
7043,eyestrain,0.0392,9,,,
7044,eyewash,0.1176,7,,,
7045,fa,0.6078,2,,,
7046,fab,0.3922,3,,,
7047,fable,0.3529,5,,,
7048,fabled,0.4314,6,,,
7049,fables,0.1765,6,,,
7050,fabric,4.6275,6,,,
7051,fabrics,0.7255,7,,,
7052,facade,0.8039,6,,,
7053,face,277.4902,4,,,
7054,faced,6.0196,5,,,
7055,faceless,0.7059,8,,,
7056,facer,0.0196,5,,,
7057,faces,25.549,5,,,
7058,facet,0.2549,5,,,
7059,facets,0.3529,6,,,
7060,facial,5.3137,6,,,
7061,facially,0.0392,8,,,
7062,facials,0.1765,7,,,
7063,facile,0.098,6,,,
7064,facing,10.2745,6,,,
7065,fact,169.5882,4,,,
7066,faction,0.9412,7,,,
7067,factions,0.6667,8,,,
7068,factor,6.5882,6,,,
7069,factored,0.3137,8,,,
7070,factors,2.0784,7,,,
7071,facts,25.8627,5,,,
7072,factual,0.4902,7,,,
7073,fad,0.7647,3,,,
7074,fade,4.7255,4,,,
7075,faded,2.7843,5,,,
7076,fades,1.8039,5,,,
7077,fadin,0.0588,5,,,
7078,fading,2.3725,6,,,
7079,fads,0.0784,4,,,
7080,faecal,0.0784,6,,,
7081,faeces,0.1569,6,,,
7082,fag,4.902,3,,,
7083,fagged,0.1176,6,,,
7084,faggot,6.1961,6,,,
7085,faggots,1.2353,7,,,
7086,fags,1.1765,4,,,
7087,fah,0.0196,3,,,
7088,fail,23.9216,4,,,
7089,failed,28.2549,6,,,
7090,failing,5.1765,7,,,
7091,failings,0.2941,8,,,
7092,fails,5.0588,5,,,
7093,failure,18.6667,7,,,
7094,failures,1.4509999999999998,8,,,
7095,fain,0.1569,4,,,
7096,faint,8.3725,5,,,
7097,fainted,4.1569,7,,,
7098,fainter,0.1569,7,,,
7099,faintest,1.3333,8,,,
7100,fainting,1.1765,8,,,
7101,faintly,0.451,7,,,
7102,faintness,0.0392,9,,,
7103,faints,0.3333,6,,,
7104,fair,82.0392,4,,,
7105,fairer,0.451,6,,,
7106,fairest,0.8039,7,,,
7107,fairground,0.1961,10,,,
7108,fairgrounds,0.2353,11,,,
7109,fairies,2.4118,7,,,
7110,fairly,8.451,6,,,
7111,fairness,1.9608,8,,,
7112,fairs,0.4706,5,,,
7113,fairway,0.3922,7,,,
7114,fairy,12.6078,5,,,
7115,faith,39.3725,5,,,
7116,faithful,8.2941,8,,,
7117,faithless,0.3922,9,,,
7118,faiths,0.2353,6,,,
7119,fak,0.0392,3,,,
7120,fake,33.4706,4,,,
7121,faked,3.3529,5,,,
7122,faker,1.1569,5,,,
7123,fakers,0.1961,6,,,
7124,fakes,1.4314,5,,,
7125,faking,4.2941,6,,,
7126,fakir,0.0588,5,,,
7127,fakirs,0.0588,6,,,
7128,falcon,1.4902,6,,,
7129,falcons,0.098,7,,,
7130,fall,108.0392,4,,,
7131,falled,0.1961,6,,,
7132,fallen,16.2941,6,,,
7133,falling,33.7059,7,,,
7134,fallout,1.8235,7,,,
7135,fallow,0.1176,6,,,
7136,falls,18.2353,5,,,
7137,falsehood,0.1961,9,,,
7138,falsehoods,0.1569,10,,,
7139,falsely,1.1961,7,,,
7140,falter,0.3137,6,,,
7141,faltered,0.1373,8,,,
7142,falters,0.1373,7,,,
7143,fame,6.8431,4,,,
7144,famed,0.7647,5,,,
7145,famine,1.3725,6,,,
7146,famines,0.1176,7,,,
7147,famished,1.2941,8,,,
7148,famous,43.2157,6,,,
7149,fan,30.6275,3,,,
7150,fancied,0.9804,7,,,
7151,fancier,0.2157,7,,,
7152,fancies,1.0979999999999999,7,,,
7153,fancy,29.1373,5,,,
7154,fanfare,0.8235,7,,,
7155,fanfares,0.0196,8,,,
7156,fang,0.3137,4,,,
7157,fangs,1.5686,5,,,
7158,fanned,0.3333,6,,,
7159,fannies,0.1569,7,,,
7160,fanning,0.1569,7,,,
7161,fanny,1.2157,5,,,
7162,fans,13.450999999999999,4,,,
7163,far,211.0196,3,,,
7164,farce,1.7255,5,,,
7165,farces,0.0196,6,,,
7166,fare,5.6667,4,,,
7167,fared,0.2745,5,,,
7168,fares,0.6078,5,,,
7169,farewell,5.3922,8,,,
7170,farewells,0.1961,9,,,
7171,farfetched,0.0784,10,,,
7172,faring,0.0784,6,,,
7173,farm,26.8431,4,,,
7174,farmed,0.4118,6,,,
7175,farmer,7.6275,6,,,
7176,farmers,3.8039,7,,,
7177,farmhand,0.0588,8,,,
7178,farmhands,0.0588,9,,,
7179,farmhouse,1.2745,9,,,
7180,farming,1.4509999999999998,7,,,
7181,farmland,0.3922,8,,,
7182,farms,2.3922,5,,,
7183,farmstead,0.0196,9,,,
7184,farmyard,0.1765,8,,,
7185,farrier,0.0588,7,,,
7186,farriers,0.0392,8,,,
7187,farrow,0.0196,6,,,
7188,farsi,0.0196,5,,,
7189,fart,6.1569,4,,,
7190,farted,1.2941,6,,,
7191,farther,5.4510000000000005,7,,,
7192,farthest,0.8235,8,,,
7193,farthing,0.1569,8,,,
