"word","pron","cgram","grapheme","gpmatch","freq","len","phlen","genre","nombre"
"!chansonnier!","!S@sonje!","NOM","ch.an.s.o.nn.i.er","ch-S.an-@.s-s.o-o.nn-n.i-j.er-e",0.61,13,9,"m","s"
"!chant!","!S@!","NOM","ch.ant","ch-S.ant-@",28.38,7,4,"m","s"
"!chantage!","!S@taZ!","NOM","ch.an.t.a.ge","ch-S.an-@.t-t.a-a.ge-Z",7.43,10,7,"m","s"
"!chanteau!","!S@to!","NOM","ch.an.t.eau","ch-S.an-@.t-t.eau-o",0.14,10,6,"m","s"
"!chanteur!","!S@t9R!","NOM","ch.an.t.eu.r","ch-S.an-@.t-t.eu-9.r-R",9.19,10,7,"m","s"
"!chantier!","!S@tje!","NOM","ch.an.t.i.er","ch-S.an-@.t-t.i-j.er-e",15.14,10,7,"m","s"
"!chantonnement!","!S@tOn°m@!","NOM","ch.an.t.o.nn.e.m.ent","ch-S.an-@.t-t.o-O.nn-n.e-°.m-m.ent-@",0.74,15,10,"m","s"
"!chantoung!","!S@tuG!","NOM","ch.an.t.ou.ng","ch-S.an-@.t-t.ou-u.ng-G",0.2,11,7,"m","s"
"!chantre!","!S@tR!","NOM","ch.an.t.r.e","ch-S.an-@.t-t.r-R.e-#",1.35,9,6,"m","s"
"!chanvre!","!S@vR!","NOM","ch.an.v.r.e","ch-S.an-@.v-v.r-R.e-#",2.84,9,6,"m","s"
"!chançard!","!S@saR!","NOM","ch.an.ç.a.r.d","ch-S.an-@.ç-s.a-a.r-R.d-#",0.07,10,7,"m","s"
"!chaos!","!kao!","NOM","ch.a.o.s","ch-k.a-a.o-o.s-#",10.2,7,5,"m",""
"!chaouch!","!SauS!","NOM","ch.a.ou.ch","ch-S.a-a.ou-u.ch-S",0.34,9,6,"m","s"
"!chapardage!","!SapaRdaZ!","NOM","ch.a.p.a.r.d.a.ge","ch-S.a-a.p-p.a-a.r-R.d-d.a-a.ge-Z",0.07,12,10,"m","s"
"!chapardeur!","!SapaRd9R!","NOM","ch.a.p.a.r.d.eu.r","ch-S.a-a.p-p.a-a.r-R.d-d.eu-9.r-R",0.2,12,10,"m","s"
"!chapeau!","!Sapo!","NOM","ch.a.p.eau","ch-S.a-a.p-p.eau-o",72.91,9,6,"m","s"
"!chapelain!","!Sap°l5!","NOM","ch.a.p.e.l.ain","ch-S.a-a.p-p.e-°.l-l.ain-5",0.61,11,8,"m","s"
"!chapelet!","!Sap°lE!","NOM","ch.a.p.e.l.et","ch-S.a-a.p-p.e-°.l-l.et-E",9.73,10,8,"m","s"
"!chapelier!","!Sap°lje!","NOM","ch.a.p.e.l.i.er","ch-S.a-a.p-p.e-°.l-l.i-j.er-e",0.61,11,9,"m","s"
"!chaperon!","!Sap°R&!","NOM","ch.a.p.e.r.on","ch-S.a-a.p-p.e-°.r-R.on-&",1.22,10,8,"m","s"
"!chapiteau!","!Sapito!","NOM","ch.a.p.i.t.eau","ch-S.a-a.p-p.i-i.t-t.eau-o",1.96,11,8,"m","s"
"!chapitre!","!SapitR!","NOM","ch.a.p.i.t.r.e","ch-S.a-a.p-p.i-i.t-t.r-R.e-#",35.81,10,8,"m","s"
"!chapon!","!Sap&!","NOM","ch.a.p.on","ch-S.a-a.p-p.on-&",0.2,8,6,"m","s"
"!chappe!","!Sap!","NOM","ch.a.pp.e","ch-S.a-a.pp-p.e-#",0.2,8,5,"m","s"
"!chapska!","!Sapska!","NOM","ch.a.p.s.k.a","ch-S.a-a.p-p.s-s.k-k.a-a",0.14,9,8,"m","s"
"!char!","!SaR!","NOM","ch.a.r","ch-S.a-a.r-R",7.91,6,5,"m","s"
"!charabia!","!SaRabja!","NOM","ch.a.r.a.b.i.a","ch-S.a-a.r-R.a-a.b-b.i-j.a-a",1.42,10,9,"m","s"
"!charançon!","!SaR@s&!","NOM","ch.a.r.an.ç.on","ch-S.a-a.r-R.an-@.ç-s.on-&",0.14,11,8,"m","s"
"!charbon!","!SaRb&!","NOM","ch.a.r.b.on","ch-S.a-a.r-R.b-b.on-&",21.96,9,7,"m","s"
"!charbonnier!","!SaRbonje!","NOM","ch.a.r.b.o.nn.i.er","ch-S.a-a.r-R.b-b.o-o.nn-n.i-j.er-e",1.35,13,10,"m","s"
"!charcutage!","!SaRkytaZ!","NOM","ch.a.r.c.u.t.a.ge","ch-S.a-a.r-R.c-k.u-y.t-t.a-a.ge-Z",0.14,12,10,"m","s"
"!charcutier!","!SaRkytje!","NOM","ch.a.r.c.u.t.i.er","ch-S.a-a.r-R.c-k.u-y.t-t.i-j.er-e",2.7,12,10,"m","s"
"!chardon!","!SaRd&!","NOM","ch.a.r.d.on","ch-S.a-a.r-R.d-d.on-&",1.01,9,7,"m","s"
"!chardonneret!","!SaRdOn°RE!","NOM","ch.a.r.d.o.nn.e.r.et","ch-S.a-a.r-R.d-d.o-O.nn-n.e-°.r-R.et-E",0.07,14,11,"m","s"
"!chargement!","!SaRZ°m@!","NOM","ch.a.r.g.e.m.ent","ch-S.a-a.r-R.g-Z.e-°.m-m.ent-@",5.68,12,9,"m","s"
"!chargeur!","!SaRZ9R!","NOM","ch.a.r.g.eu.r","ch-S.a-a.r-R.g-Z.eu-9.r-R",2.77,10,8,"m","s"
"!chariot!","!SaRjo!","NOM","ch.a.r.i.o.t","ch-S.a-a.r-R.i-j.o-o.t-#",8.45,9,7,"m","s"
"!charisme!","!kaRizm!","NOM","ch.a.r.i.s.m.e","ch-k.a-a.r-R.i-i.s-z.m-m.e-#",0.07,10,8,"m","s"
"!charivari!","!SaRivaRi!","NOM","ch.a.r.i.v.a.r.i","ch-S.a-a.r-R.i-i.v-v.a-a.r-R.i-i",0.95,11,10,"m","s"
"!charlatan!","!SaRlat@!","NOM","ch.a.r.l.a.t.an","ch-S.a-a.r-R.l-l.a-a.t-t.an-@",0.47,11,9,"m","s"
"!charlatanisme!","!SaRlatanizm!","NOM","ch.a.r.l.a.t.a.n.i.s.m.e","ch-S.a-a.r-R.l-l.a-a.t-t.a-a.n-n.i-i.s-z.m-m.e-#",0.2,15,13,"m","s"
"!charleston!","!SaRlEstOn!","NOM","ch.a.r.l.e.s.t.o.n","ch-S.a-a.r-R.l-l.e-E.s-s.t-t.o-O.n-n",0.41,12,11,"m","s"
"!charme!","!SaRm!","NOM","ch.a.r.m.e","ch-S.a-a.r-R.m-m.e-#",43.65,8,6,"m","s"
"!charmeur!","!SaRm9R!","NOM","ch.a.r.m.eu.r","ch-S.a-a.r-R.m-m.eu-9.r-R",0.68,10,8,"m","s"
"!charnier!","!SaRnje!","NOM","ch.a.r.n.i.er","ch-S.a-a.r-R.n-n.i-j.er-e",3.04,10,8,"m","s"
"!charognard!","!SaRoNaR!","NOM","ch.a.r.o.gn.a.r.d","ch-S.a-a.r-R.o-o.gn-N.a-a.r-R.d-#",0.41,12,9,"m","s"
"!charpentier!","!SaRp@tje!","NOM","ch.a.r.p.en.t.i.er","ch-S.a-a.r-R.p-p.en-@.t-t.i-j.er-e",1.82,13,10,"m","s"
"!charre!","!SaR!","NOM","ch.a.rr.e","ch-S.a-a.rr-R.e-#",1.69,8,5,"m","s"
"!charretier!","!SaR°tje!","NOM","ch.a.rr.e.t.i.er","ch-S.a-a.rr-R.e-°.t-t.i-j.er-e",1.01,12,9,"m","s"
"!charreton!","!SaR°t&!","NOM","ch.a.rr.e.t.on","ch-S.a-a.rr-R.e-°.t-t.on-&",0.54,11,8,"m","s"
"!charriage!","!SaRjaZ!","NOM","ch.a.rr.i.a.ge","ch-S.a-a.rr-R.i-j.a-a.ge-Z",0.14,11,8,"m","s"
"!charroi!","!SaRwa!","NOM","ch.a.rr.oi","ch-S.a-a.rr-R.oi-wa",0.95,9,7,"m","s"
"!charron!","!SaR&!","NOM","ch.a.rr.on","ch-S.a-a.rr-R.on-&",0.34,9,6,"m","s"
"!charter!","!SaRtER!","NOM","ch.a.r.t.e.r","ch-S.a-a.r-R.t-t.e-E.r-R",0.27,9,8,"m","s"
"!chartreux!","!SaRtR2!","NOM","ch.a.r.t.r.eu.x","ch-S.a-a.r-R.t-t.r-R.eu-2.x-#",0.68,11,8,"m",""
"!charybde!","!SaRibd!","NOM","ch.a.r.y.b.d.e","ch-S.a-a.r-R.y-i.b-b.d-d.e-#",0.68,10,8,"m","s"
"!chas!","!Sa!","NOM","ch.a.s","ch-S.a-a.s-#",0.47,6,4,"m",""
"!chasselas!","!Sas°la!","NOM","ch.a.ss.e.l.a.s","ch-S.a-a.ss-s.e-°.l-l.a-a.s-#",0.14,11,8,"m",""
"!chasseur!","!Sas9R!","NOM","ch.a.ss.eu.r","ch-S.a-a.ss-s.eu-9.r-R",23.58,10,7,"m","s"
"!chassé!","!Sase!","NOM","ch.a.ss.é","ch-S.a-a.ss-s.é-e",0.47,8,6,"m","s"
"!chat!","!Sa!","NOM","ch.a.t","ch-S.a-a.t-#",59.26,6,4,"m","s"
"!chateaubriand!","!SatobRij@!","NOM","ch.a.t.eau.b.r.i.an.d","ch-S.a-a.t-t.eau-o.b-b.r-R.i-ij.an-@.d-#",0.2,15,11,"m","s"
"!chatoiement!","!Satwam@!","NOM","ch.a.t.oi.e.m.ent","ch-S.a-a.t-t.oi-wa.e-#.m-m.ent-@",1.01,13,9,"m","s"
"!chaton!","!Sat&!","NOM","ch.a.t.on","ch-S.a-a.t-t.on-&",2.5,8,6,"m","s"
"!chatouillement!","!Satuj°m@!","NOM","ch.a.t.ou.ill.e.m.ent","ch-S.a-a.t-t.ou-u.ill-j.e-°.m-m.ent-@",0.74,16,10,"m","s"
"!chatouillis!","!Satuji!","NOM","ch.a.t.ou.ill.i.s","ch-S.a-a.t-t.ou-u.ill-j.i-i.s-#",0.34,13,8,"m",""
"!chatterton!","!SatERtOn!","NOM","ch.a.tt.e.r.t.o.n","ch-S.a-a.tt-t.e-E.r-R.t-t.o-O.n-n",0.34,12,10,"m","s"
"!chaud!","!So!","NOM","ch.au.d","ch-S.au-o.d-#",16.01,7,4,"m","s"
"!chaudron!","!SodR&!","NOM","ch.au.d.r.on","ch-S.au-o.d-d.r-R.on-&",4.26,10,7,"m","s"
"!chaudronnier!","!SodRonje!","NOM","ch.au.d.r.o.nn.i.er","ch-S.au-o.d-d.r-R.o-o.nn-n.i-j.er-e",0.34,14,10,"m","s"
"!chauffage!","!SofaZ!","NOM","ch.au.ff.a.ge","ch-S.au-o.ff-f.a-a.ge-Z",6.08,11,7,"m","s"
"!chauffard!","!SofaR!","NOM","ch.au.ff.a.r.d","ch-S.au-o.ff-f.a-a.r-R.d-#",0.47,11,7,"m","s"
"!chauffeur!","!Sof9R!","NOM","ch.au.ff.eu.r","ch-S.au-o.ff-f.eu-9.r-R",44.19,11,7,"m","s"
"!chaume!","!Som!","NOM","ch.au.m.e","ch-S.au-o.m-m.e-#",4.86,8,5,"m","s"
"!chausseur!","!Sos9R!","NOM","ch.au.ss.eu.r","ch-S.au-o.ss-s.eu-9.r-R",0.41,11,7,"m","s"
"!chausson!","!Sos&!","NOM","ch.au.ss.on","ch-S.au-o.ss-s.on-&",0.61,10,6,"m","s"
"!chauvin!","!Sov5!","NOM","ch.au.v.in","ch-S.au-o.v-v.in-5",1.96,9,6,"m","s"
"!chauvinisme!","!Sovinizm!","NOM","ch.au.v.i.n.i.s.m.e","ch-S.au-o.v-v.i-i.n-n.i-i.s-z.m-m.e-#",0.74,13,10,"m","s"
"!chavignol!","!SaviNOl!","NOM","ch.a.v.i.gn.o.l","ch-S.a-a.v-v.i-i.gn-N.o-O.l-l",0.07,11,9,"m","s"
"!chavirement!","!SaviR°m@!","NOM","ch.a.v.i.r.e.m.ent","ch-S.a-a.v-v.i-i.r-R.e-°.m-m.ent-@",0.2,13,10,"m","s"
"!chaînon!","!SEn&!","NOM","ch.aî.n.on","ch-S.aî-E.n-n.on-&",0.47,9,6,"m","s"
"!cheik!","!SEk!","NOM","ch.ei.k","ch-S.ei-E.k-k",0.88,7,5,"m","s"
"!chelem!","!SelEm!","NOM","ch.e.l.e.m","ch-S.e-e.l-l.e-E.m-m",0.2,8,7,"m","s"
"!chemin!","!S°m5!","NOM","ch.e.m.in","ch-S.e-°.m-m.in-5",197.5,8,6,"m","s"
"!chemineau!","!S°mino!","NOM","ch.e.m.i.n.eau","ch-S.e-°.m-m.i-i.n-n.eau-o",0.95,11,8,"m","s"
"!cheminement!","!S°min°m@!","NOM","ch.e.m.i.n.e.m.ent","ch-S.e-°.m-m.i-i.n-n.e-°.m-m.ent-@",4.86,13,10,"m","s"
"!cheminot!","!S°mino!","NOM","ch.e.m.i.n.o.t","ch-S.e-°.m-m.i-i.n-n.o-o.t-#",1.01,10,8,"m","s"
"!chemisier!","!S°mizje!","NOM","ch.e.m.i.s.i.er","ch-S.e-°.m-m.i-i.s-z.i-j.er-e",6.76,11,9,"m","s"
"!chenal!","!S°nal!","NOM","ch.e.n.a.l","ch-S.e-°.n-n.a-a.l-l",3.65,8,7,"m","s"
"!chenapan!","!S°nap@!","NOM","ch.e.n.a.p.an","ch-S.e-°.n-n.a-a.p-p.an-@",0.41,10,8,"m","s"
"!chenet!","!S°nE!","NOM","ch.e.n.et","ch-S.e-°.n-n.et-E",0.14,8,6,"m","s"
"!chenil!","!S°nil!","NOM","ch.e.n.i.l","ch-S.e-°.n-n.i-i.l-l",2.77,8,7,"m","s"
"!cheptel!","!SEptEl!","NOM","ch.e.p.t.e.l","ch-S.e-E.p-p.t-t.e-E.l-l",1.35,9,8,"m","s"
"!chercheur!","!SERS9R!","NOM","ch.e.r.ch.eu.r","ch-S.e-E.r-R.ch-S.eu-9.r-R",1.76,11,8,"m","s"
"!chergui!","!SERgi!","NOM","ch.e.r.gu.i","ch-S.e-E.r-R.gu-g.i-i",0.74,9,7,"m","s"
"!cherokee!","!SeRoki!","NOM","ch.e.r.o.k.ee","ch-S.e-e.r-R.o-o.k-k.ee-i",0.07,10,8,"m","s"
"!cherry!","!SeRi!","NOM","ch.e.rr.y","ch-S.e-e.rr-R.y-i",0.34,8,6,"m","s"
"!chester!","!SEstER!","NOM","ch.e.s.t.e.r","ch-S.e-E.s-s.t-t.e-E.r-R",0.07,9,8,"m","s"
"!cheval!","!S°val!","NOM","ch.e.v.a.l","ch-S.e-°.v-v.a-a.l-l",110.27,8,7,"m","s"
"!chevalet!","!S°valE!","NOM","ch.e.v.a.l.et","ch-S.e-°.v-v.a-a.l-l.et-E",4.93,10,8,"m","s"
"!chevalier!","!S°valje!","NOM","ch.e.v.a.l.i.er","ch-S.e-°.v-v.a-a.l-l.i-j.er-e",21.89,11,9,"m","s"
"!chevauchement!","!S°voS°m@!","NOM","ch.e.v.au.ch.e.m.ent","ch-S.e-°.v-v.au-o.ch-S.e-°.m-m.ent-@",0.14,15,10,"m","s"
"!chevaucheur!","!S°voS9R!","NOM","ch.e.v.au.ch.eu.r","ch-S.e-°.v-v.au-o.ch-S.eu-9.r-R",0.07,13,9,"m","s"
"!chevesne!","!S°vEn!","NOM","ch.e.v.e.s.n.e","ch-S.e-°.v-v.e-E.s-#.n-n.e-#",0.95,10,7,"m","s"
"!chevet!","!S°vE!","NOM","ch.e.v.et","ch-S.e-°.v-v.et-E",18.51,8,6,"m","s"
"!cheveu!","!S°v2!","NOM","ch.e.v.eu","ch-S.e-°.v-v.eu-2",7.5,8,6,"m","s"
"!chevillage!","!S°vijaZ!","NOM","ch.e.v.ill.a.ge","ch-S.e-°.v-v.ill-ij.a-a.ge-Z",0.07,12,9,"m","s"
"!chevillard!","!S°vijaR!","NOM","ch.e.v.ill.a.r.d","ch-S.e-°.v-v.ill-ij.a-a.r-R.d-#",0.07,12,9,"m","s"
"!chevreau!","!S°vRo!","NOM","ch.e.v.r.eau","ch-S.e-°.v-v.r-R.eau-o",2.36,10,7,"m","s"
"!chevreuil!","!S°vR9j!","NOM","ch.e.v.r.eu.il","ch-S.e-°.v-v.r-R.eu-9.il-j",2.97,11,8,"m","s"
"!chevrier!","!S°vRije!","NOM","ch.e.v.r.i.er","ch-S.e-°.v-v.r-R.i-ij.er-e",0.14,10,9,"m","s"
"!chevron!","!S°vR&!","NOM","ch.e.v.r.on","ch-S.e-°.v-v.r-R.on-&",0.41,9,7,"m","s"
"!chevrotement!","!S°vROt°m@!","NOM","ch.e.v.r.o.t.e.m.ent","ch-S.e-°.v-v.r-R.o-O.t-t.e-°.m-m.ent-@",0.34,14,11,"m","s"
"!chi!","!ki!","NOM","ch.i","ch-k.i-i",0.54,5,4,"m","s"
"!chianti!","!kj@ti!","NOM","ch.i.an.t.i","ch-k.i-j.an-@.t-t.i-i",0.95,9,7,"m","s"
"!chiard!","!SjaR!","NOM","ch.i.a.r.d","ch-S.i-j.a-a.r-R.d-#",0.14,8,6,"m","s"
"!chiasma!","!kjasma!","NOM","ch.i.a.s.m.a","ch-k.i-j.a-a.s-s.m-m.a-a",0.07,9,8,"m","s"
"!chibouk!","!Sibuk!","NOM","ch.i.b.ou.k","ch-S.i-i.b-b.ou-u.k-k",0.34,9,7,"m","s"
"!chibre!","!SibR!","NOM","ch.i.b.r.e","ch-S.i-i.b-b.r-R.e-#",0.74,8,6,"m","s"
"!chic!","!Sik!","NOM","ch.i.c","ch-S.i-i.c-k",4.73,6,5,"m","s"
"!chicano!","!Sikano!","NOM","ch.i.c.a.n.o","ch-S.i-i.c-k.a-a.n-n.o-o",0.07,9,8,"m","s"
"!chichi!","!SiSi!","NOM","ch.i.ch.i","ch-S.i-i.ch-S.i-i",3.04,8,6,"m","s"
"!chicot!","!Siko!","NOM","ch.i.c.o.t","ch-S.i-i.c-k.o-o.t-#",0.14,8,6,"m","s"
"!chien!","!Sj5!","NOM","ch.i.en","ch-S.i-j.en-5",117.64,7,5,"m","s"
"!chienchien!","!Sj5Sj5!","NOM","ch.i.en.ch.i.en","ch-S.i-j.en-5.ch-S.i-j.en-5",0.14,12,8,"m","s"
"!chiendent!","!Sj5d@!","NOM","ch.i.en.d.ent","ch-S.i-j.en-5.d-d.ent-@",2.16,11,7,"m","s"
"!chieur!","!Sj9R!","NOM","ch.i.eu.r","ch-S.i-j.eu-9.r-R",0.34,8,6,"m","s"
"!chiffon!","!Sif&!","NOM","ch.i.ff.on","ch-S.i-i.ff-f.on-&",10.41,9,6,"m","s"
"!chiffonnier!","!Sifonje!","NOM","ch.i.ff.o.nn.i.er","ch-S.i-i.ff-f.o-o.nn-n.i-j.er-e",1.62,13,9,"m","s"
"!chiffrage!","!SifRaZ!","NOM","ch.i.ff.r.a.ge","ch-S.i-i.ff-f.r-R.a-a.ge-Z",0.07,11,8,"m","s"
"!chiffre!","!SifR!","NOM","ch.i.ff.r.e","ch-S.i-i.ff-f.r-R.e-#",12.7,9,6,"m","s"
"!chignon!","!SiN&!","NOM","ch.i.gn.on","ch-S.i-i.gn-N.on-&",11.76,9,6,"m","s"
"!chihuahua!","!Siwawa!","NOM","ch.i.h.u.a.h.u.a","ch-S.i-i.h-#.u-w.a-a.h-#.u-w.a-a",0.07,11,8,"m","s"
"!chili!","!Sili!","NOM","ch.i.l.i","ch-S.i-i.l-l.i-i",0.07,7,6,"m","s"
"!chilien!","!Silj5!","NOM","ch.i.l.i.en","ch-S.i-i.l-l.i-j.en-5",0.2,9,7,"m","s"
"!chimpanzé!","!S5p@ze!","NOM","ch.im.p.an.z.é","ch-S.im-5.p-p.an-@.z-z.é-e",1.15,11,8,"m","s"
"!chinchard!","!S5SaR!","NOM","ch.in.ch.a.r.d","ch-S.in-5.ch-S.a-a.r-R.d-#",0.07,11,7,"m","s"
"!chinchilla!","!S5Sila!","NOM","ch.in.ch.i.ll.a","ch-S.in-5.ch-S.i-i.ll-l.a-a",0.34,12,8,"m","s"
"!chinetoque!","!Sin°tOk!","NOM","ch.i.n.e.t.o.qu.e","ch-S.i-i.n-n.e-°.t-t.o-O.qu-k.e-#",0.61,12,9,"m","s"
"!chineur!","!Sin9R!","NOM","ch.i.n.eu.r","ch-S.i-i.n-n.eu-9.r-R",0.2,9,7,"m","s"
"!chinois!","!Sinwa!","NOM","ch.i.n.oi.s","ch-S.i-i.n-n.oi-wa.s-#",14.59,9,7,"m","s"
"!chinook!","!Sinuk!","NOM","ch.i.n.oo.k","ch-S.i-i.n-n.oo-u.k-k",0.27,9,7,"m","s"
"!chintz!","!Sints!","NOM","ch.i.n.t.z","ch-S.i-i.n-n.t-t.z-s",0.27,8,7,"m",""
"!chiot!","!Sjo!","NOM","ch.i.o.t","ch-S.i-j.o-o.t-#",1.49,7,5,"m","s"
"!chipotage!","!SipotaZ!","NOM","ch.i.p.o.t.a.ge","ch-S.i-i.p-p.o-o.t-t.a-a.ge-Z",0.14,11,9,"m","s"
"!chiqueur!","!Sik9R!","NOM","ch.i.qu.eu.r","ch-S.i-i.qu-k.eu-9.r-R",0.07,10,7,"m","s"
"!chiqué!","!Sike!","NOM","ch.i.qu.é","ch-S.i-i.qu-k.é-e",1.01,8,6,"m","s"
"!chiromancien!","!kiRom@sj5!","NOM","ch.i.r.o.m.an.c.i.en","ch-k.i-i.r-R.o-o.m-m.an-@.c-s.i-j.en-5",0.07,14,11,"m","s"
"!chiroubles!","!SiRubl!","NOM","ch.i.r.ou.b.l.es","ch-S.i-i.r-R.ou-u.b-b.l-l.es-#",0.2,12,8,"m",""
"!chirurgien!","!SiRyRZj5!","NOM","ch.i.r.u.r.g.i.en","ch-S.i-i.r-R.u-y.r-R.g-Z.i-j.en-5",6.89,12,10,"m","s"
"!chiton!","!Sit&!","NOM","ch.i.t.on","ch-S.i-i.t-t.on-&",0.07,8,6,"m","s"
"!chleuh!","!Sl2!","NOM","ch.l.eu.h","ch-S.l-l.eu-2.h-#",0.07,8,5,"m","s"
"!chlorate!","!kloRat!","NOM","ch.l.o.r.a.t.e","ch-k.l-l.o-o.r-R.a-a.t-t.e-#",0.14,10,8,"m","s"
"!chlore!","!klOR!","NOM","ch.l.o.r.e","ch-k.l-l.o-O.r-R.e-#",0.81,8,6,"m","s"
"!chloroforme!","!kloRofORm!","NOM","ch.l.o.r.o.f.o.r.m.e","ch-k.l-l.o-o.r-R.o-o.f-f.o-O.r-R.m-m.e-#",0.41,13,11,"m","s"
"!chlorure!","!kloRyR!","NOM","ch.l.o.r.u.r.e","ch-k.l-l.o-o.r-R.u-y.r-R.e-#",0.07,10,8,"m","s"
"!chnord!","!knOR!","NOM","ch.n.o.r.d","ch-k.n-n.o-O.r-R.d-#",0.07,8,6,"m","s"
"!choc!","!SOk!","NOM","ch.o.c","ch-S.o-O.c-k",37.57,6,5,"m","s"
"!chocard!","!SokaR!","NOM","ch.o.c.a.r.d","ch-S.o-o.c-k.a-a.r-R.d-#",0.07,9,7,"m","s"
"!chocolat!","!Sokola!","NOM","ch.o.c.o.l.a.t","ch-S.o-o.c-k.o-o.l-l.a-a.t-#",30.61,10,8,"m","s"
"!chocolatier!","!Sokolatje!","NOM","ch.o.c.o.l.a.t.i.er","ch-S.o-o.c-k.o-o.l-l.a-a.t-t.i-j.er-e",0.14,13,11,"m","s"
"!choeur!","!k9R!","NOM","ch.oeu.r","ch-k.oeu-9.r-R",24.86,8,5,"m","s"
"!choix!","!Swa!","NOM","ch.oi.x","ch-S.oi-wa.x-#",51.42,7,5,"m",""
"!cholestérol!","!kolEsteROl!","NOM","ch.o.l.e.s.t.é.r.o.l","ch-k.o-o.l-l.e-E.s-s.t-t.é-e.r-R.o-O.l-l",0.41,13,12,"m","s"
"!choléra!","!koleRa!","NOM","ch.o.l.é.r.a","ch-k.o-o.l-l.é-e.r-R.a-a",2.36,9,8,"m","s"
"!chopper!","!SOpER!","NOM","ch.o.pp.er","ch-S.o-O.pp-p.er-e",0.2,9,7,"m","s"
"!choral!","!koRal!","NOM","ch.o.r.a.l","ch-k.o-o.r-R.a-a.l-l",0.88,8,7,"m","s"
"!chorizo!","!tSoRizo!","NOM","ch.o.r.i.z.o","ch-tS.o-o.r-R.i-i.z-z.o-o",0.14,9,9,"m","s"
"!chorus!","!koRys!","NOM","ch.o.r.u.s","ch-k.o-o.r-R.u-y.s-s",1.49,8,7,"m",""
"!chou!","!Su!","NOM","ch.ou","ch-S.ou-u",13.99,6,4,"m","s"
"!chouan!","!Sw@!","NOM","ch.ou.an","ch-S.ou-w.an-@",0.2,8,5,"m","s"
"!choucas!","!Suka!","NOM","ch.ou.c.a.s","ch-S.ou-u.c-k.a-a.s-#",0.14,9,6,"m",""
"!chouchou!","!SuSu!","NOM","ch.ou.ch.ou","ch-S.ou-u.ch-S.ou-u",1.49,10,6,"m","s"
"!chouchoutage!","!SuSutaZ!","NOM","ch.ou.ch.ou.t.a.ge","ch-S.ou-u.ch-S.ou-u.t-t.a-a.ge-Z",0.14,14,9,"m","s"
"!chouia!","!Suja!","NOM","ch.ou.i.a","ch-S.ou-u.i-j.a-a",1.01,8,6,"m","s"
"!chouraveur!","!SuRav9R!","NOM","ch.ou.r.a.v.eu.r","ch-S.ou-u.r-R.a-a.v-v.eu-9.r-R",0.07,12,9,"m","s"
"!chouya!","!Suja!","NOM","ch.ou.y.a","ch-S.ou-u.y-j.a-a",0.07,8,6,"m","s"
"!chouïa!","!Suja!","NOM","ch.ou.ï.a","ch-S.ou-u.ï-j.a-a",1.82,8,6,"m","s"
"!christ!","!kRist!","NOM","ch.r.i.s.t","ch-k.r-R.i-i.s-s.t-t",2.57,8,7,"m","s"
"!christiania!","!kRistjanja!","NOM","ch.r.i.s.t.i.a.n.i.a","ch-k.r-R.i-i.s-s.t-t.i-j.a-a.n-n.i-j.a-a",0.07,13,12,"m","s"
"!christianisme!","!kRistjanizm!","NOM","ch.r.i.s.t.i.a.n.i.s.m.e","ch-k.r-R.i-i.s-s.t-t.i-j.a-a.n-n.i-i.s-z.m-m.e-#",4.32,15,13,"m","s"
"!christocentrisme!","!kRistos@tRizm!","NOM","ch.r.i.s.t.o.c.en.t.r.i.s.m.e","ch-k.r-R.i-i.s-s.t-t.o-o.c-s.en-@.t-t.r-R.i-i.s-z.m-m.e-#",0.2,18,15,"m","s"
"!chromatisme!","!kRomatizm!","NOM","ch.r.o.m.a.t.i.s.m.e","ch-k.r-R.o-o.m-m.a-a.t-t.i-i.s-z.m-m.e-#",0.14,13,11,"m","s"
"!chrome!","!kRom!","NOM","ch.r.o.m.e","ch-k.r-R.o-o.m-m.e-#",1.15,8,6,"m","s"
"!chromosome!","!kRomozom!","NOM","ch.r.o.m.o.s.o.m.e","ch-k.r-R.o-o.m-m.o-o.s-z.o-o.m-m.e-#",0.14,12,10,"m","s"
"!chroniqueur!","!kRonik9R!","NOM","ch.r.o.n.i.qu.eu.r","ch-k.r-R.o-o.n-n.i-i.qu-k.eu-9.r-R",1.35,13,10,"m","s"
"!chrono!","!kRono!","NOM","ch.r.o.n.o","ch-k.r-R.o-o.n-n.o-o",1.82,8,7,"m","s"
"!chronomètre!","!kRonomEtR!","NOM","ch.r.o.n.o.m.è.t.r.e","ch-k.r-R.o-o.n-n.o-o.m-m.è-E.t-t.r-R.e-#",2.09,13,11,"m","s"
"!chronométrage!","!kRonometRaZ!","NOM","ch.r.o.n.o.m.é.t.r.a.ge","ch-k.r-R.o-o.n-n.o-o.m-m.é-e.t-t.r-R.a-a.ge-Z",0.2,15,13,"m","s"
"!chrysanthème!","!kRiz@tEm!","NOM","ch.r.y.s.an.th.è.m.e","ch-k.r-R.y-i.s-z.an-@.th-t.è-E.m-m.e-#",0.2,14,10,"m","s"
"!chrysostome!","!kRizostom!","NOM","ch.r.y.s.o.s.t.o.m.e","ch-k.r-R.y-i.s-z.o-o.s-s.t-t.o-o.m-m.e-#",0.07,13,11,"m","s"
"!chrétien!","!kRetj5!","NOM","ch.r.é.t.i.en","ch-k.r-R.é-e.t-t.i-j.en-5",5,10,8,"m","s"
