idx,word,pron,freq,len,phlen,nsyl,nbhomogr,nhomoph
53446,montrerai,m&tR°RE,7.58,9,7,3,1,4
53447,montreraient,m&tR°RE,0.11,12,7,3,1,4
53448,montrerais,m&tR°RE,1.05,10,7,3,1,4
53449,montrerait,m&tR°RE,0.78,10,7,3,1,4
53450,montreras,m&tR°Ra,1.46,9,7,3,1,2
53451,montrerez,m&tR°Re,1.02,9,7,3,1,1
53452,montreriez,m&tR°Rje,0.16,10,8,3,1,1
53453,montrerons,m&tR°R&,0.83,10,7,3,1,2
53454,montreront,m&tR°R&,0.54,10,7,3,1,2
53455,montres,m&tR,10.42,7,4,2,4,10
53456,montreur,m&tR9R,0.45,8,6,2,1,2
53457,montreurs,m&tR9R,0.02,9,6,2,1,2
53458,montreuse,m&tR2z,0.01,9,6,2,1,2
53459,montrez,m&tRe,26.48,7,5,2,1,6
53460,montriez,m&tRije,0.7,8,7,3,1,1
53461,montrions,m&tRij&,0.05,9,7,3,1,1
53462,montrons,m&tR&,2.77,8,5,2,1,1
53463,montrèrent,m&tRER,0.01,10,6,2,1,1
53464,montré,m&tRe,29.65,6,5,2,1,6
53465,montrée,m&tRe,2.61,7,5,2,1,6
53466,montrées,m&tRe,0.42,8,5,2,1,6
53467,montrés,m&tRe,0.81,7,5,2,1,6
53468,monts,m&,3.59,5,2,1,1,4
53469,monture,m&tyR,1.61,7,5,2,1,2
53470,montures,m&tyR,0.6,8,5,2,1,2
53471,montèrent,m&tER,0.07,9,5,2,1,1
53472,monté,m&te,28.96,5,4,4,4,24
53473,montée,m&te,10.200000000000001,6,4,6,9,36
53474,montées,m&te,1.2499999999999998,7,4,6,9,36
53475,monténégrin,m&tenegR5,0.01,11,9,4,2,2
53476,montés,m&te,5.32,6,4,4,4,24
53477,monument,monym@,5.07,8,6,3,1,2
53478,monumental,monym@tal,0.62,10,9,4,1,3
53479,monumentale,monym@tal,0.71,11,9,4,1,3
53480,monumentalement,mOnym@tal°m@,0.03,15,12,6,1,1
53481,monumentales,monym@tal,0.29,12,9,4,1,3
53482,monumentalité,mOnym@talite,0.01,13,12,6,1,1
53483,monumentaux,monym@to,0.04,11,8,4,1,1
53484,monuments,monym@,1.61,9,6,3,1,2
53485,monétaire,monetER,0.81,9,7,3,1,2
53486,monétaires,monetER,0.1,10,7,3,1,2
53487,monétariste,monetaRist,0.01,11,10,4,1,1
53488,moonistes,munist,0.03,9,6,2,1,1
53489,mooré,mORe,0.03,5,4,2,1,1
53490,moos,mOs,0.03,4,3,1,1,1
53491,moose,muz,0.6,5,3,1,1,1
53492,moqua,moka,0.01,5,4,2,1,4
53493,moquai,mokE,0.01,6,4,2,1,4
53494,moquaient,mokE,0.96,9,4,2,1,4
53495,moquais,mokE,0.75,7,4,2,1,4
53496,moquait,mokE,2.2,7,4,2,1,4
53497,moquant,mok@,0.78,7,4,2,1,1
53498,moque,mOk,26.06,5,3,2,4,10
53499,moquent,mOk,4.18,7,3,1,1,5
53500,moquer,moke,11.47,6,4,2,1,6
53501,moquera,mOk°Ra,0.72,7,6,3,1,2
53502,moquerai,mOk°RE,0.09,8,6,3,1,4
53503,moqueraient,mOk°RE,0.03,11,6,3,1,4
53504,moquerais,mOk°RE,0.29,9,6,3,1,4
53505,moquerait,mOk°RE,0.56,9,6,3,1,4
53506,moqueras,mOk°Ra,0.06,8,6,3,1,2
53507,moquerez,mOk°Re,0.28,8,6,3,1,1
53508,moquerie,mOk°Ri,0.64,8,6,3,1,2
53509,moqueries,mOk°Ri,1.05,9,6,3,1,2
53510,moqueriez,mOk°Rje,0.01,9,7,3,1,1
53511,moqueront,mOk°R&,0.1,9,6,3,1,1
53512,moques,mOk,9.62,6,3,2,4,10
53513,moquette,mokEt,3.37,8,5,2,1,2
53514,moquettes,mokEt,0.27,9,5,2,1,2
53515,moqueur,mok9R,0.45999999999999996,7,5,4,4,8
53516,moqueurs,mok9R,0.31000000000000005,8,5,4,4,8
53517,moqueuse,mok2z,0.11,8,5,2,2,4
53518,moqueuses,mok2z,0.04,9,5,4,4,8
53519,moquez,moke,7.98,6,4,2,1,6
53520,moquiez,mokje,0.23,7,5,2,1,1
53521,moquons,mok&,0.34,7,4,2,1,1
53522,moqué,moke,2.64,5,4,2,1,6
53523,moquée,moke,1.02,6,4,2,1,6
53524,moquées,moke,0.17,7,4,2,1,6
53525,moqués,moke,0.84,6,4,2,1,6
53526,moraine,moREn,0.07,7,5,2,1,2
53527,moraines,moREn,0.01,8,5,2,1,2
53528,morainique,moREnik,0.01,10,7,3,1,2
53529,moral,moRal,15.530000000000001,5,5,4,4,12
53530,morale,moRal,20.060000000000002,6,5,4,4,12
53531,moralement,moRal°m@,1.98,10,8,4,1,1
53532,morales,moRal,2.4899999999999998,7,5,4,4,12
53533,moralisateur,moRalizat9R,0.58,12,11,10,4,8
53534,moralisateurs,moRalizat9R,0.3,13,11,10,4,8
53535,moralisation,moRalizasj&,0.01,12,11,5,1,1
53536,moralisatrice,moRalizatRis,0.04,13,12,5,1,1
53537,moraliser,moRalize,0.03,9,8,4,1,2
53538,moralisme,moRalizm,0.15,9,8,3,1,1
53539,moraliste,moRalist,0.79,9,8,6,4,8
53540,moralistes,moRalist,0.24,10,8,6,4,8
53541,moralité,moRalite,4.57,8,8,4,1,2
53542,moralités,moRalite,0.29,9,8,4,1,2
53543,moratoire,moRatwaR,0.2,9,8,6,4,4
53544,moraux,moRo,1.6900000000000002,6,4,4,4,6
53545,morave,mORav,0.01,6,5,2,1,1
53546,moraves,moRav,0.01,7,5,2,2,2
53547,morbac,mORbak,0.14,6,6,2,1,4
53548,morbacs,mORbak,0.02,7,6,2,1,4
53549,morbaque,mORbak,0.01,8,6,2,1,4
53550,morbaques,mORbak,0.01,9,6,2,1,4
53551,morbide,mORbid,2.83,7,6,2,1,2
53552,morbidement,mORbid°m@,0.01,11,9,4,1,1
53553,morbides,mORbid,1.09,8,6,2,1,2
53554,morbidité,mORbidite,0.07,9,9,4,1,1
53555,morbleu,mORbl2,0.54,7,6,2,1,1
53556,morceau,mORso,40.65,7,5,2,1,2
53557,morceaux,mORso,24.13,8,5,2,1,2
53558,morceler,mORs°le,0.03,8,7,3,1,8
53559,morcellera,mORsEl°Ra,0.01,10,9,4,1,1
53560,morcelé,mORs°le,0.29,7,7,3,2,8
53561,morcelée,mORs°le,0.22,8,7,6,4,16
53562,morcelées,mORs°le,0.01,9,7,3,1,8
53563,morcelés,mORs°le,0.01,8,7,3,2,8
53564,mord,mOR,7.95,4,3,1,1,13
53565,mordaient,mORdE,0.22,9,5,2,1,3
53566,mordais,mORdE,0.36,7,5,2,1,3
53567,mordait,mORdE,1.09,7,5,2,1,3
53568,mordant,mORd@,1.0899999999999999,7,5,6,9,12
53569,mordante,mORd@t,0.1,8,6,2,1,2
53570,mordantes,mORd@t,0.01,9,6,2,1,2
53571,mordants,mORd@,0.01,8,5,2,1,4
53572,morde,mORd,0.47,5,4,1,1,3
53573,mordent,mORd,1.74,7,4,1,1,3
53574,mordes,mORd,0.15,6,4,1,1,3
53575,mordeur,mORd9R,0.03,7,6,2,2,4
53576,mordeurs,mORd9R,0.02,8,6,4,4,8
53577,mordeuse,mORd2z,0.05,8,6,4,4,4
53578,mordez,mORde,0.92,6,5,2,1,1
53579,mordicus,mORdikys,0.19,8,8,3,1,1
53580,mordieu,mORdj2,0.2,7,6,2,1,1
53581,mordillaient,mORdijE,0.01,12,7,3,1,3
53582,mordillant,mORdij@,0.02,10,7,3,1,1
53583,mordille,mORdij,0.3,8,6,2,1,2
53584,mordiller,mORdije,0.25,9,7,3,1,6
53585,mordillez,mORdije,0.01,9,7,3,1,6
53586,mordillé,mORdije,0.14,8,7,3,1,6
53587,mordillée,mORdije,0.02,9,7,3,1,6
53588,mordions,mORdj&,0.01,8,6,2,1,1
53589,mordit,mORdi,0.09,6,5,2,1,3
53590,mordoré,mORdoRe,0.01,7,7,3,1,7
53591,mordorées,mORdoRe,0.02,9,7,3,2,7
53592,mordorés,mORdoRe,0.01,8,7,3,2,7
53593,mordra,mORdRa,0.8,6,6,2,1,2
53594,mordrai,mORdRE,0.4,7,6,2,1,4
53595,mordraient,mORdRE,0.01,10,6,2,1,4
53596,mordrais,mORdRE,0.09,8,6,2,1,4
53597,mordrait,mORdRE,0.35,8,6,2,1,4
53598,mordras,mORdRa,0.22,7,6,2,1,2
53599,mordre,mORdR,8.83,6,5,1,1,1
53600,mordrez,mORdRe,0.25,7,6,2,1,1
53601,mordront,mORdR&,0.58,8,6,2,1,1
53602,mords,mOR,6.3,5,3,1,1,13
53603,mordu,mORdy,11.110000000000001,5,5,4,4,16
53604,mordue,mORdy,2.95,6,5,4,4,16
53605,mordues,mORdy,0.33,7,5,4,4,16
53606,mordus,mORdy,0.52,6,5,4,4,16
53607,more,mOR,4.220000000000001,4,3,2,4,26
53608,moreau,mORo,0.02,6,4,2,1,1
53609,morelle,mOREl,0.01,7,5,2,1,1
53610,mores,mOR,0.02,5,3,2,4,26
53611,moresque,moREsk,0.41000000000000003,8,6,4,4,12
53612,morfal,mORfal,0.01,6,6,2,1,5
53613,morfale,mORfal,0.01,7,6,2,2,5
53614,morfales,mORfal,0.01,8,6,2,1,5
53615,morflait,mORflE,0.01,8,6,2,1,2
53616,morfle,mORfl,0.38,6,5,1,1,2
53617,morfler,mORfle,0.93,7,6,2,1,3
53618,morflera,mORfl°Ra,0.01,8,8,3,1,2
53619,morfleras,mORfl°Ra,0.01,9,8,3,1,2
53620,morflerez,mORfl°Re,0.01,9,8,3,1,1
53621,morfles,mORfl,0.04,7,5,1,1,2
53622,morflé,mORfle,0.62,6,6,2,1,3
53623,morfond,mORf&,0.34,7,5,2,1,2
53624,morfondait,mORf&dE,0.14,10,7,3,1,3
53625,morfonde,mORf&d,0.01,8,6,2,1,1
53626,morfondra,mORf&dRa,0.01,9,8,3,1,1
53627,morfondre,mORf&dR,0.47,9,7,2,1,1
53628,morfonds,mORf&,0.28,8,5,2,1,2
53629,morfondu,mORf&dy,0.02,8,7,3,2,3
53630,morgana,mORgana,0.24,7,7,3,1,1
53631,morgane,mORgan,0.02,7,6,2,1,1
53632,morgeline,mORZ2lin,0.01,9,8,3,1,1
53633,morgon,mORg&,0.01,6,5,2,1,1
53634,morgue,mORg,9.95,6,4,1,1,2
53635,morgues,mORg,0.17,7,4,1,1,2
53636,moria,mORja,0.08,5,5,2,1,1
53637,moribond,moRib&,0.8300000000000001,8,6,6,4,8
53638,moribonde,moRib&d,0.05,9,7,3,2,3
53639,moribondes,moRib&d,0.03,10,7,3,1,3
53640,moribonds,moRib&,0.19,9,6,6,4,8
53641,moricaud,moRiko,0.09000000000000001,8,6,6,4,6
53642,moricaude,moRikod,0.01,9,7,3,2,3
53643,moricauds,moRiko,0.08,9,6,3,1,3
53644,morilles,moRij,0.17,8,5,2,1,2
53645,morillon,moRij&,0.14,8,6,3,1,2
53646,mormon,mORm&,0.42,6,5,4,4,8
53647,mormone,mORmOn,0.08,7,6,4,4,6
53648,mormones,mORmOn,0.03,8,6,2,1,3
53649,mormons,mORm&,0.65,7,5,4,4,8
53650,morne,mORn,0.9600000000000001,5,4,2,4,8
53651,mornement,mORn2m@,0.01,9,7,3,1,1
53652,mornes,mORn,0.25,6,4,1,2,4
53653,moro,moRo,0.01,4,4,2,1,3
53654,morose,moRoz,1.0,6,5,2,1,2
53655,moroses,moRoz,0.24,7,5,2,1,2
53656,morosité,moRozite,0.07,8,8,4,1,2
53657,morphine,mORfin,7.37,8,6,2,1,1
53658,morphing,mORfiG,0.01,8,6,2,1,1
53659,morphinomane,mORfinoman,0.24000000000000002,12,10,8,4,4
53660,morphique,mORfik,0.04,9,6,2,1,1
53661,morpho,mORfo,0.03,6,5,2,1,1
53662,morphogenèse,mORfoZ2nEz,0.01,12,10,4,1,1
53663,morphogénétique,mORfoZenetik,0.11,15,12,5,1,1
53664,morphologie,mORfoloZi,0.33,11,9,4,1,1
53665,morphologiques,mORfoloZik,0.01,14,10,4,1,2
53666,morpion,mORpj&,0.46,7,6,2,1,2
53667,morpions,mORpj&,1.68,8,6,2,1,2
53668,mors,mOR,0.64,4,3,1,1,13
53669,morse,mORs,3.5,5,4,1,1,1
53670,morsure,mORsyR,3.9,7,6,2,1,2
53671,morsures,mORsyR,2.41,8,6,2,1,2
53672,mort,mOR,745.0999999999999,4,3,3,9,39
53673,mortadelle,mORtadEl,0.79,10,8,3,1,1
53674,mortaise,mORtEz,0.14,8,6,2,1,2
53675,mortaiser,mORtEze,0.01,9,7,3,1,1
53676,mortaises,mORtEz,0.01,9,6,2,1,2
53677,mortalité,mORtalite,1.51,9,9,4,1,1
53678,morte,mORt,136.67,5,4,3,9,18
53679,mortel,mORtEl,17.46,6,6,4,4,16
53680,mortelle,mORtEl,6.42,8,6,4,4,16
53681,mortellement,mORtEl°m@,2.03,12,9,4,1,1
53682,mortelles,mORtEl,1.42,9,6,4,4,16
53683,mortels,mORtEl,5.93,7,6,4,4,16
53684,mortes,mORt,11.14,6,4,3,9,18
53685,mortibus,mORtibys,0.02,8,8,3,1,1
53686,mortier,mORtje,1.3,7,6,2,1,2
53687,mortiers,mORtje,0.76,8,6,2,1,2
53688,mortifiant,mORtifj@,0.060000000000000005,10,8,6,4,6
53689,mortification,mORtifikasj&,0.54,13,12,5,1,2
53690,mortifications,mORtifikasj&,0.02,14,12,5,1,2
53691,mortifie,mORtifi,0.03,8,7,3,1,1
53692,mortifier,mORtifje,0.19,9,8,3,1,4
53693,mortifié,mORtifje,0.91,8,8,3,1,4
53694,mortifiée,mORtifje,0.49,9,8,3,1,4
53695,mortifère,mORtifER,0.01,9,8,3,1,2
53696,mortifères,mORtifER,0.01,10,8,3,1,2
53697,morts,mOR,143.16,5,3,3,9,39
53698,mortuaire,mORtyER,1.61,9,7,2,1,2
53699,mortuaires,mORtyER,0.25,10,7,2,1,2
53700,morue,moRy,3.46,5,4,2,1,2
53701,morues,moRy,0.2,6,4,2,1,2
53702,morula,mORyla,0.01,6,6,3,1,1
53703,morve,mORv,1.6,5,4,1,1,2
53704,morveuse,mORv2z,0.5800000000000001,8,6,4,4,6
53705,morveuses,mORv2z,0.01,9,6,2,1,3
53706,morveux,mORv2,6.4799999999999995,7,5,4,4,4
53707,mos,mos,0.01,3,3,1,1,1
53708,mosaïque,mozaik,0.53,8,6,3,1,2
53709,mosaïques,mozaik,0.06,9,6,3,1,2
53710,moscovite,mOskovit,0.5700000000000001,9,8,6,4,8
53711,moscovites,mOskovit,0.38,10,8,6,4,8
53712,mosquée,mOske,2.71,7,5,2,1,2
53713,mosquées,mOske,0.72,8,5,2,1,2
53714,mot,mo,174.83,3,2,1,1,3
53715,motard,motaR,1.79,6,5,2,1,2
53716,motarde,motaRd,0.07,7,6,2,1,2
53717,motardes,motaRd,0.01,8,6,2,1,2
53718,motards,motaR,2.23,7,5,2,1,2
53719,motel,motEl,8.62,5,5,2,1,2
53720,motels,motEl,0.82,6,5,2,1,2
53721,motet,motE,0.03,5,4,2,1,2
53722,moteur,mot9R,28.849999999999998,6,5,4,4,8
53723,moteurs,mot9R,8.49,7,5,4,4,8
53724,motif,motif,12.2,5,5,2,1,2
53725,motifs,motif,4.36,6,5,2,1,2
53726,motilité,mOtilite,0.02,8,8,4,1,1
53727,motion,mosj&,2.87,6,5,2,1,2
53728,motions,mosj&,0.22,7,5,2,1,2
53729,motivais,motivE,0.01,8,6,3,1,4
53730,motivait,motivE,0.08,8,6,3,1,4
53731,motivant,motiv@,0.27,8,6,6,4,4
53732,motivante,mOtiv@t,0.03,9,7,3,1,1
53733,motivateur,motivat9R,0.05,10,9,4,1,1
53734,motivation,motivasj&,3.02,10,9,4,1,2
53735,motivations,motivasj&,1.79,11,9,4,1,2
53736,motive,motiv,1.33,6,5,2,1,2
53737,motivent,motiv,0.04,8,5,2,1,2
53738,motiver,motive,1.3,7,6,3,1,10
53739,motivera,motiv°Ra,0.02,8,8,4,1,1
53740,motivez,motive,0.01,7,6,3,1,10
53741,motivé,motive,2.23,6,6,6,4,20
53742,motivée,motive,0.78,7,6,6,4,20
53743,motivées,motive,0.06,8,6,6,4,20
53744,motivés,motive,1.02,7,6,6,4,20
53745,moto,moto,22.61,4,4,2,1,2
53746,motocross,motokROs,0.19,9,8,3,1,2
53747,motoculture,motokyltyR,0.14,11,10,4,1,1
53748,motocyclette,motosiklEt,0.36,12,10,4,1,2
53749,motocyclettes,motosiklEt,0.04,13,10,4,1,2
53750,motocyclisme,motosiklism,0.02,12,11,4,1,1
53751,motocycliste,motosiklist,0.04,12,11,4,1,2
53752,motocyclistes,motosiklist,0.03,13,11,4,1,2
53753,motoneige,motonEZ,0.34,9,7,3,1,2
53754,motoneiges,motonEZ,0.26,10,7,3,1,2
53755,motoneurone,moton2ROn,0.01,11,9,4,1,1
53756,motorisation,motoRizasj&,0.01,12,11,5,1,1
53757,motorisé,motoRize,0.16,8,8,8,4,18
53758,motorisée,motoRize,0.24000000000000002,9,8,8,4,18
53759,motorisées,motoRize,0.01,10,8,4,2,9
53760,motorisés,motoRize,0.16,9,8,4,2,9
53761,motos,moto,2.62,5,4,2,1,2
53762,motrice,motRis,0.26,7,6,2,2,4
53763,motrices,motRis,0.21000000000000002,8,6,4,4,8
53764,motricité,motRisite,0.42,9,9,4,1,1
53765,mots,mo,104.72,4,2,1,1,3
53766,motte,mOt,0.26,5,3,1,1,2
53767,mottes,mOt,0.24,6,3,1,1,2
53768,motus,motys,0.88,5,5,2,1,1
53769,mou,mu,7.9,3,2,2,4,20
53770,mouais,mwE,1.15,6,3,1,1,1
53771,mouchage,muSaZ,0.01,8,5,2,1,1
53772,mouchait,muSE,0.15,8,4,2,1,3
53773,mouchard,muSaR,4.92,8,5,4,4,8
53774,mouchardage,muSaRdaZ,0.04,11,8,3,1,1
53775,mouchardait,muSaRdE,0.01,11,7,3,1,1
53776,moucharde,muSaRd,0.8400000000000001,9,6,6,9,18
53777,mouchardent,muSaRd,0.04,11,6,2,1,6
53778,moucharder,muSaRde,0.46,10,7,3,1,2
53779,mouchardera,muSaRd°Ra,0.02,11,9,4,1,1
53780,moucharderait,muSaRd°RE,0.01,13,9,4,1,1
53781,mouchardes,muSaRd,0.15000000000000002,10,6,4,4,12
53782,mouchards,muSaR,1.28,9,5,2,2,4
53783,mouchardé,muSaRde,0.61,9,7,3,1,2
53784,mouche,muS,16.259999999999998,6,3,2,4,10
53785,moucher,muSe,0.76,7,4,2,1,5
53786,moucheron,muS°R&,1.93,9,6,3,1,2
53787,moucherons,muS°R&,0.26,10,6,3,1,2
53788,mouches,muS,9.329999999999998,7,3,2,4,10
53789,moucheture,muS°tyR,0.01,10,7,3,1,2
53790,mouchetures,muS°tyR,0.01,11,7,3,1,2
53791,moucheté,muS°te,0.1,8,6,3,2,8
53792,mouchetée,muS°te,0.1,9,6,3,2,8
53793,mouchetées,muS°te,0.11,10,6,6,4,16
53794,mouchetés,muS°te,0.01,9,6,3,2,8
53795,moucheur,muS9R,0.01,8,5,2,1,1
53796,mouchez,muSe,0.22,7,4,2,1,5
53797,mouchoir,muSwaR,9.84,8,6,2,1,2
53798,mouchoirs,muSwaR,1.69,9,6,2,1,2
53799,mouché,muSe,0.39,6,4,2,1,5
53800,mouchée,muSe,0.06,7,4,2,1,5
53801,mouchés,muSe,0.04,7,4,2,1,5
53802,moud,mu,0.38,4,2,1,1,10
53803,moudjahiddine,mudZaidin,0.03,13,9,4,1,2
53804,moudjahidin,mudZaid5,0.16,11,8,4,1,1
53805,moudjahidine,mudZaidin,0.01,12,9,4,1,2
53806,moudrai,mudRE,0.1,7,5,2,1,1
53807,moudre,mudR,0.72,6,4,1,1,1
53808,moue,mu,0.76,4,2,1,1,10
53809,moues,mu,0.02,5,2,1,1,10
53810,mouette,mwEt,1.43,7,4,1,1,2
53811,mouettes,mwEt,1.81,8,4,1,1,2
53812,moufette,mufEt,0.04,8,5,2,1,2
53813,mouffette,mufEt,0.08,9,5,2,1,2
53814,moufle,mufl,0.28,6,4,1,1,2
53815,moufles,mufl,0.45,7,4,1,1,2
53816,mouflet,muflE,0.17,7,5,2,1,2
53817,mouflets,muflE,0.24,8,5,2,1,2
53818,mouflette,muflEt,0.19,9,6,2,1,2
53819,mouflon,mufl&,0.04,7,5,2,1,2
53820,mouflons,mufl&,0.01,8,5,2,1,2
53821,mouftaient,muftE,0.01,10,5,2,1,3
53822,moufte,muft,0.02,6,4,1,1,3
53823,mouftent,muft,0.01,8,4,1,1,3
53824,moufter,mufte,0.06,7,5,2,1,3
53825,mouftera,muft°Ra,0.01,8,7,3,1,1
53826,mouftes,muft,0.01,7,4,1,1,3
53827,mouftez,mufte,0.01,7,5,2,1,3
53828,moufté,mufte,0.06,6,5,2,1,3
53829,mouilla,muja,0.01,7,4,2,1,1
53830,mouillage,mujaZ,0.14,9,5,2,1,2
53831,mouillaient,mujE,0.14,11,4,2,1,3
53832,mouillais,mujE,0.04,9,4,2,1,3
53833,mouillait,mujE,0.32,9,4,2,1,3
53834,mouillant,muj@,0.11,9,4,2,2,2
53835,mouille,muj,3.2699999999999996,7,3,2,4,10
53836,mouillent,muj,0.24,9,3,1,1,5
53837,mouiller,muje,4.43,8,4,2,1,10
53838,mouillera,muj°Ra,0.44,9,6,3,1,2
53839,mouillerai,muj°RE,0.02,10,6,3,1,3
53840,mouillerais,muj°RE,0.02,11,6,3,1,3
53841,mouillerait,muj°RE,0.01,11,6,3,1,3
53842,mouilleras,muj°Ra,0.01,10,6,3,1,2
53843,mouilleront,muj°R&,0.16,11,6,3,1,1
53844,mouilles,muj,0.64,8,3,1,2,5
53845,mouillette,mujEt,0.04,10,5,2,1,2
53846,mouillettes,mujEt,0.21,11,5,2,1,2
53847,mouilleur,muj9R,0.01,9,5,2,1,1
53848,mouillez,muje,0.32,8,4,2,1,10
53849,mouillons,muj&,0.05,9,4,4,4,6
53850,mouillé,muje,9.8,7,4,4,4,20
53851,mouillée,muje,7.279999999999999,8,4,4,4,20
53852,mouillées,muje,1.78,9,4,4,4,20
53853,mouillés,muje,3.25,8,4,4,4,20
53854,mouise,mwiz,0.81,6,4,1,1,1
53855,moujik,muZik,0.3,6,5,2,1,2
53856,moujiks,muZik,0.5,7,5,2,1,2
53857,moulage,mulaZ,0.53,7,5,2,1,2
53858,moulages,mulaZ,0.27,8,5,2,1,2
53859,moulaient,mulE,0.01,9,4,2,1,2
53860,moulait,mulE,0.12,7,4,2,1,2
53861,moulant,mul@,0.74,7,4,4,4,6
53862,moulante,mul@t,0.31,8,5,2,1,2
53863,moulantes,mul@t,0.03,9,5,2,1,2
53864,moulants,mul@,0.69,8,4,2,1,3
53865,moule,mul,3.86,5,3,2,4,10
53866,moulent,mul,0.04,7,3,1,1,5
53867,mouler,mule,0.15,6,4,2,1,11
53868,moules,mul,2.67,6,3,2,4,10
53869,moulez,mule,0.24,6,4,4,4,22
53870,moulin,mul5,6.8,6,4,2,1,2
53871,moulinage,mulinaZ,0.01,9,7,3,1,1
53872,moulinait,mulinE,0.01,9,6,3,1,3
53873,mouline,mulin,0.02,7,5,2,1,3
53874,moulinet,mulinE,0.44,8,6,3,1,3
53875,moulinets,mulinE,0.06,9,6,3,1,3
53876,moulinette,mulinEt,0.23,10,7,3,1,2
53877,moulinettes,mulinEt,0.05,11,7,3,1,2
53878,moulinez,muline,0.02,8,6,3,1,2
53879,moulins,mul5,0.94,7,4,2,1,2
53880,moult,mult,0.33,5,4,1,1,1
53881,moulu,muly,0.34,5,4,4,4,18
53882,moulue,muly,0.11,6,4,2,2,9
53883,moulues,muly,0.2,7,4,2,2,9
53884,moulure,mulyR,0.06,7,5,2,1,2
53885,moulures,mulyR,0.16,8,5,2,1,2
53886,moulus,muly,0.03,6,4,4,4,18
53887,moulé,mule,0.6,5,4,4,4,22
53888,moulée,mule,0.17,6,4,4,4,22
53889,moulées,mule,0.02,7,4,4,4,22
53890,moulés,mule,0.03,6,4,4,4,22
53891,moumoute,mumut,0.86,8,5,2,1,2
53892,moumoutes,mumut,0.01,9,5,2,1,2
53893,mound,mund,0.02,5,4,1,1,1
53894,mouraient,muRE,1.22,9,4,2,1,7
53895,mourais,muRE,2.23,7,4,2,1,7
53896,mourait,muRE,2.92,7,4,2,1,7
53897,mourant,muR@,9.469999999999999,7,4,6,9,15
53898,mourante,muR@t,3.06,8,5,4,4,8
53899,mourantes,muR@t,0.29000000000000004,9,5,4,4,8
53900,mourants,muR@,1.52,8,4,4,4,10
53901,mourez,muRe,2.77,6,4,2,1,2
53902,mouriez,muRje,0.73,7,5,2,1,2
53903,mourions,muRj&,0.41,8,5,2,1,2
53904,mourir,muRiR,234.74,6,5,2,1,1
53905,mouroir,muRwaR,0.07,7,6,2,1,1
53906,mouron,muR&,0.53,6,4,2,1,5
53907,mourons,muR&,1.53,7,4,4,4,10
53908,mourra,muRa,13.63,6,4,2,1,2
53909,mourrai,muRE,7.54,7,4,2,1,7
53910,mourraient,muRE,1.38,10,4,2,1,7
53911,mourrais,muRE,4.22,8,4,2,1,7
53912,mourrait,muRE,3.45,8,4,2,1,7
53913,mourras,muRa,7.67,7,4,2,1,2
53914,mourre,muR,0.03,6,3,1,1,1
53915,mourrez,muRe,4.99,7,4,2,1,2
53916,mourriez,muRje,0.29,8,5,2,1,2
53917,mourrions,muRj&,0.16,9,5,2,1,2
53918,mourrons,muR&,3.41,8,4,2,1,5
53919,mourront,muR&,3.86,8,4,2,1,5
53920,moururent,muRyR,0.91,9,5,2,1,1
53921,mourus,muRy,0.11,6,4,2,1,3
53922,mourut,muRy,5.62,6,4,2,1,3
53923,mourût,muRy,0.02,6,4,2,1,3
53924,mous,mu,1.83,4,2,2,4,20
53925,mousmé,musme,0.21,6,5,2,1,2
53926,mousmés,musme,0.01,7,5,2,1,2
53927,mousquet,muskE,0.48,8,5,2,1,2
53928,mousquetades,musk°tad,0.01,12,8,3,1,1
53929,mousquetaire,musk°tER,0.82,12,8,3,1,2
53930,mousquetaires,musk°tER,2.19,13,8,3,1,2
53931,mousqueterie,muskEt°Ri,0.01,12,9,4,1,1
53932,mousqueton,musk°t&,0.41,10,7,3,1,2
53933,mousquetons,musk°t&,0.32,11,7,3,1,2
53934,mousquets,muskE,0.83,9,5,2,1,2
53935,moussaillon,musaj&,0.34,11,6,3,1,2
53936,moussaillons,musaj&,0.25,12,6,3,1,2
53937,moussaka,musaka,0.07,8,6,3,1,2
53938,moussant,mus@,0.64,8,4,4,4,6
53939,moussante,mus@t,0.01,9,5,2,1,1
53940,moussants,mus@,0.11,9,4,2,1,3
53941,mousse,mus,7.260000000000001,6,3,3,9,18
53942,mousseline,mus°lin,0.36,10,7,3,1,2
53943,mousser,muse,0.66,7,4,2,1,1
53944,mousses,mus,0.25,7,3,2,4,12
53945,mousseuse,mus2z,0.02,9,5,2,1,2
53946,mousseux,mus2,1.66,8,4,4,4,4
53947,mousson,mus&,0.73,7,4,2,1,2
53948,moussons,mus&,0.11,8,4,2,1,2
53949,moussue,musy,0.03,7,4,2,1,4
53950,moussues,musy,0.01,8,4,2,1,4
53951,moustache,mustaS,10.65,9,6,2,1,2
53952,moustaches,mustaS,2.13,10,6,2,1,2
53953,moustachu,mustaSy,0.63,9,7,3,1,4
53954,moustachue,mustaSy,0.04,10,7,3,1,4
53955,moustachues,mustaSy,0.01,11,7,3,1,4
53956,moustachus,mustaSy,0.17,10,7,3,1,4
53957,moustiquaire,mustikER,0.38,12,8,3,1,2
53958,moustiquaires,mustikER,0.07,13,8,3,1,2
53959,moustique,mustik,2.53,9,6,2,1,2
53960,moustiques,mustik,3.44,10,6,2,1,2
53961,moutard,mutaR,0.54,7,5,2,1,2
53962,moutarde,mutaRd,5.62,8,6,4,4,6
